year;sample_number;size;ecto-mites_xs;ecto-mites_s;ecto-mites_m;ecto-mites_l;tracheal-mites;parasite_apicystis;parasite_crithidia;parasite_nosema;parasitoid_braconidae_larvae;parasitoid_conopidae_ventral_egg;parasitoid_conopidae_ventral_larvae;parasitoid_conopidae_dorsal_egg;parasitoid_conopidae_dorsal_larvae;parasitoid_conopidae_dead_larvae;nematode;ovary_development;fatbody_look;comment;dissector
2010;252;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;253;3.3;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;254;3.4;NA;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NA;NA;;NA
2010;255;3.6;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;256;2.8;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;246;2.9;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;247;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;257;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;258;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;3;1dorsal;0;NA;NA;;NA
2010;259;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;260;2.7;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;261;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;262;3.6;NA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;NA;;NA
2010;263;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;264;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;265;3.4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;266;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;267;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;268;3.4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;269;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;270;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;271;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;272;3.8;NA;0;0;0;0;0;0;0;0;0;0;0;1;0;1;NA;NA;;NA
2010;273;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA
2010;274;3.7;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;275;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;276;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA
2010;277;3.9;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;NA;NA;;NA
2010;278;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;279;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;280;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;281;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;282;2.9;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;283;3.6;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;284;3.7;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;285;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;NA;;NA
2010;286;3.4;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;287;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;288;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;289;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;290;2.8;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;291;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA
2010;292;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;293;3.8;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;294;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;295;3.4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;296;3.4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;297;2.9;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;298;3.6;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;299;3.4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;300;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;301;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;302;2.8;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;303;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;304;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;305;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;306;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;307;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;308;3.7;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;309;2.9;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;310;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;311;3.4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;312;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;313;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;NA2;check;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA
2010;314;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;315;3.6;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;316;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;317;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;318;3.4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;319;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;320;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;321;3.4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;322;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;323;3.8;NA;0;0;0;0;0;0;2;0;0;0;0;1;0;0;NA;NA;;NA
2010;324;3.7;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;325;2.9;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;326;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;327;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;328;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;329;3.4;NA;0;0;0;0;0;0;2;0;0;0;0;0;0;0;NA;NA;;NA
2010;330;3.6;NA;0;0;0;0;0;0;2;0;0;0;0;0;0;0;NA;NA;;NA
2010;331;3.7;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;332;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;333;3.7;NA;0;0;1;0;0;0;3;0;0;0;0;0;0;0;NA;NA;;NA
2010;334;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;335;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;336;3.8;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;337;3.4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;338;3.5;NA;0;0;0;0;0;0;3;0;0;0;0;0;0;0;NA;NA;;NA
2010;339;2.9;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;340;3.4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;341;2.9;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;342;3.7;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;343;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;344;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA
2010;345;3.5;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;0;NA;NA;;NA
2010;346;2.9;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;347;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA
2010;348;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;349;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;350;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;351;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;352;3.4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;353;3.6;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;354;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;355;3.4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;356;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;357;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;358;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;NA;wh;NA
2010;359;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA
2010;360;3.1;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;0;NA;NA;;NA
2010;361;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;362;3.7;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;363;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;364;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;365;2.6;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;366;2.7;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;367;3.7;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;368;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;369;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA
2010;370;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA
2010;371;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA
2010;372;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA
2010;373;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;374;3.4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;375;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;376;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;377;2.9;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;378;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;379;2.6;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;380;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;381;3.6;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;382;3.4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;383;3.4;NA;0;0;0;0;0;0;0;0;0;1;0;0;0;0;NA;NA;;NA
2010;384;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;385;3.4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;386;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;387;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;388;3.4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;389;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;390;3.6;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;NA;NA;;NA
2010;391;2.9;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;392;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;393;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;394;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;395;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;396;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;397;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA
2010;398;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;399;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;400;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;401;2.8;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;402;3.3;NA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;403;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;404;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;405;3.4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;406;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;407;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;408;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;409;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;410;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;411;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;412;2.4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;413;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;414;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;415;2.9;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;416;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;417;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;418;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA
2010;419;3.6;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;420;3.4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;421;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;422;3.4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;423;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;424;2.7;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;425;2.8;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;426;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;427;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;428;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;429;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;430;2.9;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;431;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;432;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;433;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;434;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;435;3.6;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;436;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;437;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;438;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;439;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;440;3.8;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;2 r”tliche Milben am Abdomen hinten;NA
2010;441;3.6;NA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;NA;;NA
2010;442;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;443;3.4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;444;2.9;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;445;2.9;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;446;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;447;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;wh;NA
2010;448;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;fatty;;NA
2010;449;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;450;3.7;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;451;3.8;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NA;NA;wh;NA
2010;452;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;453;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;454;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;455;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;456;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;457;3.4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;458;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;459;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;460;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;461;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;462;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA
2010;463;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA
2010;464;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;465;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;466;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;467;3.4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;468;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;469;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;470;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;471;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;472;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;473;3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;474;3.4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;475;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;476;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;477;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;478;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA
2010;479;3.6;NA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;NA;;NA
2010;480;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;481;2.9;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;482;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;483;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;484;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;485;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;486;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;487;3.6;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;488;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;489;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA
2010;490;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;491;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;492;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;493;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;494;3.9;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;495;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;496;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA
2010;497;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;498;2.8;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;499;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA
2010;500;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;501;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA
2010;502;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;503;2.9;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;504;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;505;3.6;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;506;3.7;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;507;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;508;3.4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;509;3.4;NA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;510;3.2;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;511;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;512;3.3;NA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;NA;;NA
2010;513;3.1;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;514;3.4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;515;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
2010;516;3.4;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;wh;NA
2010;517;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA
2010;518;3.5;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;;NA
