year;dayofyear;site_name;management;Mean_altitude;Lat;Long;trapping_time;bumb_species;bumb_sp_latin;pollen;bumb_lifestyle;forage_plant;plant_sp_latin
2010;142;h1;grasing;817;47,590633;12,836133;10:50;pasc;Bombus pascuorum;nopollen;social;Aju.rep;Ajuga reptans 
2010;131;h1;grasing;817;47,590633;12,836133;14:35;pasc;Bombus pascuorum;nopollen;social;Aju.rep;Ajuga reptans 
2010;142;h1;grasing;817;47,590633;12,836133;11:00;pasc;Bombus pascuorum;nopollen;social;Aju.rep;Ajuga reptans 
2010;131;h1;grasing;817;47,590633;12,836133;15:00;pasc;Bombus pascuorum;nopollen;social;Aju.rep;Ajuga reptans 
2010;142;h1;grasing;817;47,590633;12,836133;10:55;pasc;Bombus pascuorum;nopollen;social;Bis.lae;Biscutella laevigata
2010;244;h1;grasing;817;47,590633;12,836133;10:55;pasc;Bombus pascuorum;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;244;h1;grasing;817;47,590633;12,836133;11:05;soro;Bombus soroeensis;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;198;h1;grasing;817;47,590633;12,836133;09:20;pasc;Bombus pascuorum;pollen;social;Cen.jac;Centaurea jacea s.str.
2010;244;h1;grasing;817;47,590633;12,836133;11:25;pasc;Bombus pascuorum;pollen;social;Cen.jac;Centaurea jacea s.str.
2010;244;h1;grasing;817;47,590633;12,836133;10:55;soro;Bombus soroeensis;NA;social;Cen.jac;Centaurea jacea s.str.
2010;244;h1;grasing;817;47,590633;12,836133;11:20;pasc;Bombus pascuorum;NA;social;Cen.jac;Centaurea jacea s.str.
2010;198;h1;grasing;817;47,590633;12,836133;10:15;pasc;Bombus pascuorum;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;244;h1;grasing;817;47,590633;12,836133;11:50;pasc;Bombus pascuorum;NA;social;Cli.vul;Clinopodium vulgare
2010;168;h1;grasing;817;47,590633;12,836133;12:45;pasc;Bombus pascuorum;pollen;social;Dac.mac;Dactylorhiza maculata
2010;244;h1;grasing;817;47,590633;12,836133;11:10;pasc;Bombus pascuorum;pollen;social;Eup.ros;Euphrasia rostkoviana
2010;234;h1;grasing;817;47,590633;12,836133;18:25;pasc;Bombus pascuorum;nopollen;social;Gen.asc;Gentiana asclepiadea
2010;234;h1;grasing;817;47,590633;12,836133;19:05;pasc;Bombus pascuorum;pollen;social;Gen.asc;Gentiana asclepiadea
2010;234;h1;grasing;817;47,590633;12,836133;18:45;pasc;Bombus pascuorum;pollen;social;Gen.asc;Gentiana asclepiadea
2010;234;h1;grasing;817;47,590633;12,836133;18:45;hort;Bombus hortorum;pollen;social;Gen.asc;Gentiana asclepiadea
2010;234;h1;grasing;817;47,590633;12,836133;18:55;pasc;Bombus pascuorum;nopollen;social;Gen.asc;Gentiana asclepiadea
2010;234;h1;grasing;817;47,590633;12,836133;19:15;pasc;Bombus pascuorum;pollen;social;Gen.asc;Gentiana asclepiadea
2010;234;h1;grasing;817;47,590633;12,836133;18:45;pasc;Bombus pascuorum;pollen;social;Gen.asc;Gentiana asclepiadea
2010;234;h1;grasing;817;47,590633;12,836133;18:40;pasc;Bombus pascuorum;pollen;social;Gen.asc;Gentiana asclepiadea
2010;244;h1;grasing;817;47,590633;12,836133;11:55;pasc;Bombus pascuorum;pollen;social;Gen.asc;Gentiana asclepiadea
2010;234;h1;grasing;817;47,590633;12,836133;18:25;pasc;Bombus pascuorum;pollen;social;Gen.asc;Gentiana asclepiadea
2010;234;h1;grasing;817;47,590633;12,836133;18:25;pasc;Bombus pascuorum;pollen;social;Gen.asc;Gentiana asclepiadea
2010;234;h1;grasing;817;47,590633;12,836133;18:50;pasc;Bombus pascuorum;pollen;social;Gen.asc;Gentiana asclepiadea
2010;234;h1;grasing;817;47,590633;12,836133;19:15;pasc;Bombus pascuorum;pollen;social;Gen.asc;Gentiana asclepiadea
2010;234;h1;grasing;817;47,590633;12,836133;18:50;pasc;Bombus pascuorum;pollen;social;Gen.asc;Gentiana asclepiadea
2010;234;h1;grasing;817;47,590633;12,836133;18:50;pasc;Bombus pascuorum;pollen;social;Gen.asc;Gentiana asclepiadea
2010;234;h1;grasing;817;47,590633;12,836133;18:50;pasc;Bombus pascuorum;nopollen;social;Gen.asc;Gentiana asclepiadea
2010;234;h1;grasing;817;47,590633;12,836133;18:45;pasc;Bombus pascuorum;pollen;social;Gen.asc;Gentiana asclepiadea
2010;202;h1;grasing;817;47,590633;12,836133;19:05;pasc;Bombus pascuorum;pollen;social;Lot.cor;Lotus corniculatus 
2010;202;h1;grasing;817;47,590633;12,836133;19:10;pasc;Bombus pascuorum;pollen;social;Lot.cor;Lotus corniculatus 
2010;202;h1;grasing;817;47,590633;12,836133;19:05;pasc;Bombus pascuorum;pollen;social;Lot.cor;Lotus corniculatus 
2010;202;h1;grasing;817;47,590633;12,836133;19:15;pasc;Bombus pascuorum;pollen;social;Lot.cor;Lotus corniculatus 
2010;202;h1;grasing;817;47,590633;12,836133;19:00;pasc;Bombus pascuorum;pollen;social;Lot.cor;Lotus corniculatus 
2010;192;h1;grasing;817;47,590633;12,836133;12:10;pasc;Bombus pascuorum;pollen;social;Lot.cor;Lotus corniculatus 
2010;234;h1;grasing;817;47,590633;12,836133;19:00;pasc;Bombus pascuorum;pollen;social;Lot.cor;Lotus corniculatus 
2010;202;h1;grasing;817;47,590633;12,836133;19:10;pasc;Bombus pascuorum;pollen;social;Lot.cor;Lotus corniculatus 
2010;202;h1;grasing;817;47,590633;12,836133;19:20;pasc;Bombus pascuorum;pollen;social;Lot.cor;Lotus corniculatus 
2010;168;h1;grasing;817;47,590633;12,836133;13:20;soro;Bombus soroeensis;pollen;social;Phy.orb;Phyteuma orbiculare
2010;168;h1;grasing;817;47,590633;12,836133;12:45;prat;Bombus pratorum;pollen;social;Phy.orb;Phyteuma orbiculare
2010;131;h1;grasing;817;47,590633;12,836133;15:05;pasc;Bombus pascuorum;nopollen;social;Pol.cha;Polygala chamaebuxus
2010;131;h1;grasing;817;47,590633;12,836133;15:00;pasc;Bombus pascuorum;nopollen;social;Pol.cha;Polygala chamaebuxus
2010;131;h1;grasing;817;47,590633;12,836133;14:15;pasc;Bombus pascuorum;nopollen;social;Pol.cha;Polygala chamaebuxus
2010;142;h1;grasing;817;47,590633;12,836133;10:45;wurf;Bombus wurflenii;nopollen;social;Pol.cha;Polygala chamaebuxus
2010;198;h1;grasing;817;47,590633;12,836133;10:15;pasc;Bombus pascuorum;nopollen;social;Pru.vul;Prunella vulgaris
2010;202;h1;grasing;817;47,590633;12,836133;18:35;pasc;Bombus pascuorum;pollen;social;Pru.vul;Prunella vulgaris
2010;192;h1;grasing;817;47,590633;12,836133;12:45;pasc;Bombus pascuorum;nopollen;social;Pru.vul;Prunella vulgaris
2010;180;h1;grasing;817;47,590633;12,836133;11:25;pasc;Bombus pascuorum;pollen;social;Pru.vul;Prunella vulgaris
2010;192;h1;grasing;817;47,590633;12,836133;12:25;pasc;Bombus pascuorum;pollen;social;Pru.vul;Prunella vulgaris
2010;202;h1;grasing;817;47,590633;12,836133;19:00;pasc;Bombus pascuorum;pollen;social;Pru.vul;Prunella vulgaris
2010;192;h1;grasing;817;47,590633;12,836133;12:30;pasc;Bombus pascuorum;pollen;social;Pru.vul;Prunella vulgaris
2010;192;h1;grasing;817;47,590633;12,836133;12:50;pasc;Bombus pascuorum;pollen;social;Pru.vul;Prunella vulgaris
2010;198;h1;grasing;817;47,590633;12,836133;09:25;pasc;Bombus pascuorum;nopollen;social;Pru.vul;Prunella vulgaris
2010;192;h1;grasing;817;47,590633;12,836133;12:45;pasc;Bombus pascuorum;nopollen;social;Pru.vul;Prunella vulgaris
2010;192;h1;grasing;817;47,590633;12,836133;12:35;pasc;Bombus pascuorum;pollen;social;Pru.vul;Prunella vulgaris
2010;131;h1;grasing;817;47,590633;12,836133;14:30;pasc;Bombus pascuorum;nopollen;social;Ran.acr;Ranunculus acris s.l.
2010;244;h1;grasing;817;47,590633;12,836133;11:55;wurf;Bombus wurflenii;nopollen;social;Sal.glu;Salvia glutinosa
2010;244;h1;grasing;817;47,590633;12,836133;11:25;pasc;Bombus pascuorum;pollen;social;Sal.glu;Salvia glutinosa
2010;244;h1;grasing;817;47,590633;12,836133;11:55;pasc;Bombus pascuorum;NA;social;Sal.glu;Salvia glutinosa
2010;244;h1;grasing;817;47,590633;12,836133;11:25;wurf;Bombus wurflenii;nopollen;social;Sal.glu;Salvia glutinosa
2010;244;h1;grasing;817;47,590633;12,836133;11:30;pasc;Bombus pascuorum;pollen;social;Sal.glu;Salvia glutinosa
2010;234;h1;grasing;817;47,590633;12,836133;18:35;wurf;Bombus wurflenii;nopollen;social;Sal.glu;Salvia glutinosa
2010;244;h1;grasing;817;47,590633;12,836133;11:55;pasc;Bombus pascuorum;nopollen;social;Sal.glu;Salvia glutinosa
2010;244;h1;grasing;817;47,590633;12,836133;11:30;pasc;Bombus pascuorum;pollen;social;Sal.glu;Salvia glutinosa
2010;244;h1;grasing;817;47,590633;12,836133;11:45;pasc;Bombus pascuorum;nopollen;social;Sal.glu;Salvia glutinosa
2010;244;h1;grasing;817;47,590633;12,836133;11:40;pasc;Bombus pascuorum;pollen;social;Sal.glu;Salvia glutinosa
2010;244;h1;grasing;817;47,590633;12,836133;11:30;pasc;Bombus pascuorum;pollen;social;Sal.glu;Salvia glutinosa
2010;234;h1;grasing;817;47,590633;12,836133;18:30;wurf;Bombus wurflenii;nopollen;social;Sal.glu;Salvia glutinosa
2010;244;h1;grasing;817;47,590633;12,836133;11:50;wurf;Bombus wurflenii;pollen;social;Sal.glu;Salvia glutinosa
2010;244;h1;grasing;817;47,590633;12,836133;11:40;pasc;Bombus pascuorum;pollen;social;Sal.glu;Salvia glutinosa
2010;244;h1;grasing;817;47,590633;12,836133;11:25;pasc;Bombus pascuorum;pollen;social;Sal.glu;Salvia glutinosa
2010;234;h1;grasing;817;47,590633;12,836133;18:30;pasc;Bombus pascuorum;pollen;social;Sal.glu;Salvia glutinosa
2010;244;h1;grasing;817;47,590633;12,836133;11:55;pasc;Bombus pascuorum;nopollen;social;Sal.glu;Salvia glutinosa
2010;234;h1;grasing;817;47,590633;12,836133;19:10;hort;Bombus hortorum;pollen;social;Sal.glu;Salvia glutinosa
2010;244;h1;grasing;817;47,590633;12,836133;11:15;pasc;Bombus pascuorum;pollen;social;Sal.glu;Salvia glutinosa
2010;168;h1;grasing;817;47,590633;12,836133;13:05;pasc;Bombus pascuorum;pollen;social;Tri.pra;Trifolium pratense s.str.
2010;168;h1;grasing;817;47,590633;12,836133;13:05;pasc;Bombus pascuorum;pollen;social;Tri.pra;Trifolium pratense s.str.
2010;198;h1;grasing;817;47,590633;12,836133;09:40;pasc;Bombus pascuorum;pollen;social;Tri.pra;Trifolium pratense s.str.
2010;202;h1;grasing;817;47,590633;12,836133;19:05;pasc;Bombus pascuorum;pollen;social;Tri.pra;Trifolium pratense s.str.
2010;198;h1;grasing;817;47,590633;12,836133;09:45;pasc;Bombus pascuorum;pollen;social;Tri.pra;Trifolium pratense s.str.
2010;198;h1;grasing;817;47,590633;12,836133;09:40;pasc;Bombus pascuorum;pollen;social;Tri.pra;Trifolium pratense s.str.
2010;192;h1;grasing;817;47,590633;12,836133;12:35;pasc;Bombus pascuorum;pollen;social;Tri.pra;Trifolium pratense s.str.
2010;202;h1;grasing;817;47,590633;12,836133;18:35;pasc;Bombus pascuorum;pollen;social;Tri.pra;Trifolium pratense s.str.
2010;198;h1;grasing;817;47,590633;12,836133;09:25;pasc;Bombus pascuorum;nopollen;social;Tri.pra;Trifolium pratense s.str.
2010;198;h1;grasing;817;47,590633;12,836133;10:15;pasc;Bombus pascuorum;pollen;social;Tri.pra;Trifolium pratense s.str.
2010;202;h1;grasing;817;47,590633;12,836133;18:45;pasc;Bombus pascuorum;pollen;social;Tri.pra;Trifolium pratense s.str.
2010;234;h1;grasing;817;47,590633;12,836133;19:10;pasc;Bombus pascuorum;pollen;social;Tri.pra;Trifolium pratense s.str.
2010;202;h1;grasing;817;47,590633;12,836133;19:05;telu;Bombus terrestris/lucorum;nopollen;social;Tri.pra;Trifolium pratense s.str.
2010;202;h1;grasing;817;47,590633;12,836133;18:40;pasc;Bombus pascuorum;pollen;social;Tri.pra;Trifolium pratense s.str.
2010;202;h1;grasing;817;47,590633;12,836133;19:10;pasc;Bombus pascuorum;pollen;social;Tri.pra;Trifolium pratense s.str.
2010;198;h1;grasing;817;47,590633;12,836133;10:15;pasc;Bombus pascuorum;pollen;social;Tri.pra;Trifolium pratense s.str.
2010;198;h1;grasing;817;47,590633;12,836133;10:10;pasc;Bombus pascuorum;pollen;social;Tri.pra;Trifolium pratense s.str.
2010;168;h1;grasing;817;47,590633;12,836133;12:45;pasc;Bombus pascuorum;pollen;social;Tri.pra;Trifolium pratense s.str.
2010;198;h1;grasing;817;47,590633;12,836133;10:00;pasc;Bombus pascuorum;pollen;social;Tri.pra;Trifolium pratense s.str.
2010;168;h1;grasing;817;47,590633;12,836133;12:50;pasc;Bombus pascuorum;pollen;social;Tri.pra;Trifolium pratense s.str.
2010;198;h1;grasing;817;47,590633;12,836133;10:10;pasc;Bombus pascuorum;pollen;social;Tri.rep;Trifolium repens
2010;212;h2;grasing;987;47,574683;12,800967;18:30;prat;Bombus pratorum;nopollen;social;Ach.atr;Achillea atrata
2010;234;h2;grasing;987;47,574683;12,800967;17:15;pasc;Bombus pascuorum;pollen;social;Aci.alp;Acinos alpinus
2010;168;h2;grasing;987;47,574683;12,800967;11:25;pasc;Bombus pascuorum;nopollen;social;Aci.alp;Acinos alpinus
2010;244;h2;grasing;987;47,574683;12,800967;13:40;pasc;Bombus pascuorum;nopollen;social;Aci.alp;Acinos alpinus
2010;168;h2;grasing;987;47,574683;12,800967;11:10;telu;Bombus terrestris/lucorum;nopollen;social;Aci.alp;Acinos alpinus
2010;168;h2;grasing;987;47,574683;12,800967;11:45;pasc;Bombus pascuorum;nopollen;social;Ant.vul;Anthyllis vulneraria s.str.
2010;196;h2;grasing;987;47,574683;12,800967;17:40;pasc;Bombus pascuorum;pollen;social;Ant.vul;Anthyllis vulneraria s.str.
2010;196;h2;grasing;987;47,574683;12,800967;18:00;telu;Bombus terrestris/lucorum;pollen;social;Ant.vul;Anthyllis vulneraria s.str.
2010;168;h2;grasing;987;47,574683;12,800967;11:20;pasc;Bombus pascuorum;pollen;social;Ant.vul;Anthyllis vulneraria s.str.
2010;196;h2;grasing;987;47,574683;12,800967;17:25;telu;Bombus terrestris/lucorum;pollen;social;Ant.vul;Anthyllis vulneraria s.str.
2010;192;h2;grasing;987;47,574683;12,800967;11:00;telu;Bombus terrestris/lucorum;pollen;social;Ant.vul;Anthyllis vulneraria s.str.
2010;196;h2;grasing;987;47,574683;12,800967;17:20;telu;Bombus terrestris/lucorum;nopollen;social;Ant.vul;Anthyllis vulneraria s.str.
2010;196;h2;grasing;987;47,574683;12,800967;17:20;wurf;Bombus wurflenii;pollen;social;Ant.vul;Anthyllis vulneraria s.str.
2010;196;h2;grasing;987;47,574683;12,800967;18:05;telu;Bombus terrestris/lucorum;nopollen;social;Ant.vul;Anthyllis vulneraria s.str.
2010;168;h2;grasing;987;47,574683;12,800967;11:40;pasc;Bombus pascuorum;pollen;social;Ant.vul;Anthyllis vulneraria s.str.
2010;196;h2;grasing;987;47,574683;12,800967;17:25;telu;Bombus terrestris/lucorum;nopollen;social;Ant.vul;Anthyllis vulneraria s.str.
2010;196;h2;grasing;987;47,574683;12,800967;18:05;telu;Bombus terrestris/lucorum;pollen;social;Ant.vul;Anthyllis vulneraria s.str.
2010;196;h2;grasing;987;47,574683;12,800967;17:40;telu;Bombus terrestris/lucorum;nopollen;social;Ant.vul;Anthyllis vulneraria s.str.
2010;196;h2;grasing;987;47,574683;12,800967;18:05;pasc;Bombus pascuorum;pollen;social;Ant.vul;Anthyllis vulneraria s.str.
2010;196;h2;grasing;987;47,574683;12,800967;17:30;pasc;Bombus pascuorum;pollen;social;Ant.vul;Anthyllis vulneraria s.str.
2010;244;h2;grasing;987;47,574683;12,800967;12:40;soro;Bombus soroeensis;NA;social;Car.def;Carduus defloratus s.str.
2010;168;h2;grasing;987;47,574683;12,800967;11:10;soro;Bombus soroeensis;nopollen;social;Car.def;Carduus defloratus s.str.
2010;212;h2;grasing;987;47,574683;12,800967;18:45;soro;Bombus soroeensis;pollen;social;Car.def;Carduus defloratus s.str.
2010;212;h2;grasing;987;47,574683;12,800967;18:15;pasc;Bombus pascuorum;nopollen;social;Car.def;Carduus defloratus s.str.
2010;234;h2;grasing;987;47,574683;12,800967;17:45;pasc;Bombus pascuorum;pollen;social;Car.def;Carduus defloratus s.str.
2010;244;h2;grasing;987;47,574683;12,800967;13:10;soro;Bombus soroeensis;NA;social;Car.def;Carduus defloratus s.str.
2010;244;h2;grasing;987;47,574683;12,800967;13:35;soro;Bombus soroeensis;nopollen;social;Car.def;Carduus defloratus s.str.
2010;212;h2;grasing;987;47,574683;12,800967;18:35;prat;Bombus pratorum;nopollen;social;Car.def;Carduus defloratus s.str.
2010;168;h2;grasing;987;47,574683;12,800967;10:55;wurf;Bombus wurflenii;nopollen;social;Car.def;Carduus defloratus s.str.
2010;244;h2;grasing;987;47,574683;12,800967;13:35;soro;Bombus soroeensis;NA;social;Car.def;Carduus defloratus s.str.
2010;168;h2;grasing;987;47,574683;12,800967;10:55;wurf;Bombus wurflenii;nopollen;social;Car.def;Carduus defloratus s.str.
2010;168;h2;grasing;987;47,574683;12,800967;11:00;wurf;Bombus wurflenii;nopollen;social;Car.def;Carduus defloratus s.str.
2010;244;h2;grasing;987;47,574683;12,800967;13:10;soro;Bombus soroeensis;nopollen;social;Car.def;Carduus defloratus s.str.
2010;234;h2;grasing;987;47,574683;12,800967;17:40;pasc;Bombus pascuorum;NA;social;Car.def;Carduus defloratus s.str.
2010;244;h2;grasing;987;47,574683;12,800967;13:40;soro;Bombus soroeensis;nopollen;social;Car.def;Carduus defloratus s.str.
2010;192;h2;grasing;987;47,574683;12,800967;11:05;soro;Bombus soroeensis;pollen;social;Car.def;Carduus defloratus s.str.
2010;244;h2;grasing;987;47,574683;12,800967;12:45;pasc;Bombus pascuorum;nopollen;social;Car.def;Carduus defloratus s.str.
2010;244;h2;grasing;987;47,574683;12,800967;13:10;soro;Bombus soroeensis;nopollen;social;Car.def;Carduus defloratus s.str.
2010;234;h2;grasing;987;47,574683;12,800967;17:20;soro;Bombus soroeensis;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;234;h2;grasing;987;47,574683;12,800967;17:45;soro;Bombus soroeensis;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;234;h2;grasing;987;47,574683;12,800967;17:05;soro;Bombus soroeensis;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;234;h2;grasing;987;47,574683;12,800967;17:15;pasc;Bombus pascuorum;pollen;social;Cen.jac;Centaurea jacea s.str.
2010;234;h2;grasing;987;47,574683;12,800967;17:50;sylv;Bombus sylvestris;NA;solitary;Cen.jac;Centaurea jacea s.str.
2010;244;h2;grasing;987;47,574683;12,800967;12:40;soro;Bombus soroeensis;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;244;h2;grasing;987;47,574683;12,800967;13:05;soro;Bombus soroeensis;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;234;h2;grasing;987;47,574683;12,800967;17:35;pasc;Bombus pascuorum;pollen;social;Cen.jac;Centaurea jacea s.str.
2010;244;h2;grasing;987;47,574683;12,800967;13:30;soro;Bombus soroeensis;pollen;social;Cen.jac;Centaurea jacea s.str.
2010;244;h2;grasing;987;47,574683;12,800967;13:10;soro;Bombus soroeensis;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;244;h2;grasing;987;47,574683;12,800967;13:35;soro;Bombus soroeensis;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;234;h2;grasing;987;47,574683;12,800967;17:45;soro;Bombus soroeensis;pollen;social;Cen.jac;Centaurea jacea s.str.
2010;244;h2;grasing;987;47,574683;12,800967;13:35;soro;Bombus soroeensis;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;212;h2;grasing;987;47,574683;12,800967;18:10;telu;Bombus terrestris/lucorum;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;244;h2;grasing;987;47,574683;12,800967;13:35;soro;Bombus soroeensis;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;212;h2;grasing;987;47,574683;12,800967;18:45;soro;Bombus soroeensis;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;244;h2;grasing;987;47,574683;12,800967;13:05;soro;Bombus soroeensis;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;234;h2;grasing;987;47,574683;12,800967;17:55;pasc;Bombus pascuorum;NA;social;Cen.jac;Centaurea jacea s.str.
2010;212;h2;grasing;987;47,574683;12,800967;18:05;soro;Bombus soroeensis;pollen;social;Cen.jac;Centaurea jacea s.str.
2010;234;h2;grasing;987;47,574683;12,800967;17:50;soro;Bombus soroeensis;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;234;h2;grasing;987;47,574683;12,800967;17:55;pasc;Bombus pascuorum;pollen;social;Cen.jac;Centaurea jacea s.str.
2010;244;h2;grasing;987;47,574683;12,800967;12:45;soro;Bombus soroeensis;NA;social;Cen.jac;Centaurea jacea s.str.
2010;244;h2;grasing;987;47,574683;12,800967;12:50;soro;Bombus soroeensis;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;244;h2;grasing;987;47,574683;12,800967;12:50;soro;Bombus soroeensis;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;234;h2;grasing;987;47,574683;12,800967;17:50;soro;Bombus soroeensis;NA;social;Cen.jac;Centaurea jacea s.str.
2010;234;h2;grasing;987;47,574683;12,800967;16:55;soro;Bombus soroeensis;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;212;h2;grasing;987;47,574683;12,800967;18:05;soro;Bombus soroeensis;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;244;h2;grasing;987;47,574683;12,800967;13:10;soro;Bombus soroeensis;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;234;h2;grasing;987;47,574683;12,800967;17:20;soro;Bombus soroeensis;NA;social;Cen.jac;Centaurea jacea s.str.
2010;234;h2;grasing;987;47,574683;12,800967;17:20;pasc;Bombus pascuorum;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;244;h2;grasing;987;47,574683;12,800967;13:15;soro;Bombus soroeensis;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;244;h2;grasing;987;47,574683;12,800967;13:00;pasc;Bombus pascuorum;NA;social;Cen.jac;Centaurea jacea s.str.
2010;244;h2;grasing;987;47,574683;12,800967;13:10;soro;Bombus soroeensis;NA;social;Cen.jac;Centaurea jacea s.str.
2010;244;h2;grasing;987;47,574683;12,800967;12:50;soro;Bombus soroeensis;NA;social;Cen.jac;Centaurea jacea s.str.
2010;212;h2;grasing;987;47,574683;12,800967;19:10;soro;Bombus soroeensis;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;234;h2;grasing;987;47,574683;12,800967;17:45;soro;Bombus soroeensis;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;244;h2;grasing;987;47,574683;12,800967;12:45;soro;Bombus soroeensis;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;234;h2;grasing;987;47,574683;12,800967;17:15;sylv;Bombus sylvestris;NA;solitary;Cen.jac;Centaurea jacea s.str.
2010;212;h2;grasing;987;47,574683;12,800967;19:00;pasc;Bombus pascuorum;pollen;social;Cen.jac;Centaurea jacea s.str.
2010;234;h2;grasing;987;47,574683;12,800967;17:30;sylv;Bombus sylvestris;NA;solitary;Cen.jac;Centaurea jacea s.str.
2010;212;h2;grasing;987;47,574683;12,800967;19:10;soro;Bombus soroeensis;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;234;h2;grasing;987;47,574683;12,800967;17:15;wurf;Bombus wurflenii;NA;social;Cen.jac;Centaurea jacea s.str.
2010;244;h2;grasing;987;47,574683;12,800967;13:05;soro;Bombus soroeensis;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;244;h2;grasing;987;47,574683;12,800967;13:05;soro;Bombus soroeensis;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;244;h2;grasing;987;47,574683;12,800967;12:40;soro;Bombus soroeensis;NA;social;Cen.jac;Centaurea jacea s.str.
2010;212;h2;grasing;987;47,574683;12,800967;18:50;prat;Bombus pratorum;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;212;h2;grasing;987;47,574683;12,800967;18:20;soro;Bombus soroeensis;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;244;h2;grasing;987;47,574683;12,800967;13:05;soro;Bombus soroeensis;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;212;h2;grasing;987;47,574683;12,800967;18:05;soro;Bombus soroeensis;pollen;social;Cen.jac;Centaurea jacea s.str.
2010;234;h2;grasing;987;47,574683;12,800967;17:30;soro;Bombus soroeensis;NA;social;Cen.jac;Centaurea jacea s.str.
2010;244;h2;grasing;987;47,574683;12,800967;12:45;pasc;Bombus pascuorum;NA;social;Cen.jac;Centaurea jacea s.str.
2010;244;h2;grasing;987;47,574683;12,800967;13:30;soro;Bombus soroeensis;NA;social;Cen.jac;Centaurea jacea s.str.
2010;244;h2;grasing;987;47,574683;12,800967;12:45;soro;Bombus soroeensis;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;234;h2;grasing;987;47,574683;12,800967;17:15;soro;Bombus soroeensis;nopollen;social;Cen.jac;Centaurea jacea s.str.
2010;244;h2;grasing;987;47,574683;12,800967;13:20;pasc;Bombus pascuorum;nopollen;social;Cli.vul;Clinopodium vulgare
2010;244;h2;grasing;987;47,574683;12,800967;13:20;pasc;Bombus pascuorum;pollen;social;Cli.vul;Clinopodium vulgare
2010;244;h2;grasing;987;47,574683;12,800967;13:30;pasc;Bombus pascuorum;NA;social;Cli.vul;Clinopodium vulgare
2010;244;h2;grasing;987;47,574683;12,800967;12:55;pasc;Bombus pascuorum;nopollen;social;Cli.vul;Clinopodium vulgare
2010;244;h2;grasing;987;47,574683;12,800967;13:00;pasc;Bombus pascuorum;nopollen;social;Cli.vul;Clinopodium vulgare
2010;244;h2;grasing;987;47,574683;12,800967;12:55;pasc;Bombus pascuorum;nopollen;social;Cli.vul;Clinopodium vulgare
2010;142;h2;grasing;987;47,574683;12,800967;16:50;wurf;Bombus wurflenii;nopollen;social;Gen.clu;Gentiana clusii
2010;142;h2;grasing;987;47,574683;12,800967;16:45;telu;Bombus terrestris/lucorum;nopollen;social;Gen.clu;Gentiana clusii
2010;142;h2;grasing;987;47,574683;12,800967;16:45;psyt;B. barbutellus, B. bohemicus, B. sylvestris;NA;solitary;Gen.ver;Gentiana verna
2010;244;h2;grasing;987;47,574683;12,800967;12:55;pasc;Bombus pascuorum;NA;social;Kna.dip;Knautia dipsacifolia
2010;244;h2;grasing;987;47,574683;12,800967;12:55;soro;Bombus soroeensis;nopollen;social;Kna.dip;Knautia dipsacifolia
2010;196;h2;grasing;987;47,574683;12,800967;17:40;pasc;Bombus pascuorum;pollen;social;Lot.cor;Lotus corniculatus 
2010;130;h2;grasing;987;47,574683;12,800967;14:30;wurf;Bombus wurflenii;nopollen;social;Pol.alp;Polygala alpestris
2010;142;h2;grasing;987;47,574683;12,800967;17:10;telu;Bombus terrestris/lucorum;nopollen;social;Pol.cha;Polygala chamaebuxus
2010;142;h2;grasing;987;47,574683;12,800967;17:15;telu;Bombus terrestris/lucorum;nopollen;social;Pol.cha;Polygala chamaebuxus
