site,elev.mean,date,yday,bb.sp,ktype,visits,prop.visits,flower.cover,perc.flower.cover,bb.sp.abund,tongue,elev.mean0,yday0,prop.flower.cover0,bb.sp.abund0,visits.bin
h1,817,2010-06-18,169,prat,6,0,0,0.29000000000000004,6.079664570230609,1,short,-1.3332435961488247,-0.5514768483646593,0.3030136662297355,-0.575804383312893,0
h1,817,2010-06-18,169,prat,7,1,1,0.25,5.2410901467505235,1,short,-1.3332435961488247,-0.5514768483646593,0.18332364194453432,-0.575804383312893,1
h1,817,2010-06-18,169,soro,0,0,0,0.04,0.8385744234800837,1,short,-1.3332435961488247,-0.5514768483646593,-0.44504898555277145,-0.575804383312893,0
h1,817,2010-06-18,169,soro,1,0,0,0.62,12.997903563941298,1,short,-1.3332435961488247,-0.5514768483646593,1.2904563665826445,-0.575804383312893,0
h1,817,2010-06-18,169,soro,2,0,0,0.04,0.8385744234800837,1,short,-1.3332435961488247,-0.5514768483646593,-0.44504898555277145,-0.575804383312893,0
h1,817,2010-06-18,169,soro,3,0,0,0.07,1.4675052410901468,1,short,-1.3332435961488247,-0.5514768483646593,-0.35528146733887067,-0.575804383312893,0
h1,817,2010-06-18,169,soro,4,0,0,0.02,0.41928721174004185,1,short,-1.3332435961488247,-0.5514768483646593,-0.504893997695372,-0.575804383312893,0
h1,817,2010-06-18,169,soro,5,0,0,0.26,5.450733752620545,1,short,-1.3332435961488247,-0.5514768483646593,0.2132461480158346,-0.575804383312893,0
h1,817,2010-06-18,169,soro,6,0,0,0.29000000000000004,6.079664570230609,1,short,-1.3332435961488247,-0.5514768483646593,0.3030136662297355,-0.575804383312893,0
h1,817,2010-06-18,169,soro,7,1,1,0.25,5.2410901467505235,1,short,-1.3332435961488247,-0.5514768483646593,0.18332364194453432,-0.575804383312893,1
h1,817,2010-06-30,181,pasc,0,0,0,0.04,3.5398230088495577,1,med,-1.3332435961488247,-0.20160258426106153,-0.059498818828760826,-0.575804383312893,0
h1,817,2010-06-30,181,pasc,1,0,0,0.31,27.43362831858407,1,med,-1.3332435961488247,-0.20160258426106153,3.3508724704834183,-0.575804383312893,0
h1,817,2010-06-30,181,pasc,2,0,0,0.04,3.5398230088495577,1,med,-1.3332435961488247,-0.20160258426106153,-0.059498818828760826,-0.575804383312893,0
h1,817,2010-06-30,181,pasc,3,0,0,0.05,4.424778761061947,1,med,-1.3332435961488247,-0.20160258426106153,0.0668112289235421,-0.575804383312893,0
h1,817,2010-06-30,181,pasc,4,0,0,0.01,0.8849557522123894,1,med,-1.3332435961488247,-0.20160258426106153,-0.4384289620856696,-0.575804383312893,0
h1,817,2010-06-30,181,pasc,5,1,1,0.2,17.699115044247787,1,med,-1.3332435961488247,-0.20160258426106153,1.9614619452080861,-0.575804383312893,1
h1,817,2010-06-30,181,pasc,6,0,0,0.33,29.20353982300885,1,med,-1.3332435961488247,-0.20160258426106153,3.6034925659880246,-0.575804383312893,0
h1,817,2010-06-30,181,pasc,7,0,0,0.15,13.27433628318584,1,med,-1.3332435961488247,-0.20160258426106153,1.3299117064465713,-0.575804383312893,0
h1,817,2010-07-12,193,pasc,0,0,0,0.04,2.4096385542168677,8,med,-1.3332435961488247,0.14827167984253622,-0.22081044607868985,0.7106817473583283,0
h1,817,2010-07-12,193,pasc,1,0,0,0.32,19.27710843373494,8,med,-1.3332435961488247,0.14827167984253622,2.186689500236289,0.7106817473583283,0
h1,817,2010-07-12,193,pasc,2,0,0,0.02,1.2048192771084338,8,med,-1.3332435961488247,0.14827167984253622,-0.39277472795833124,0.7106817473583283,0
h1,817,2010-07-12,193,pasc,3,0,0,0.04,2.4096385542168677,8,med,-1.3332435961488247,0.14827167984253622,-0.22081044607868985,0.7106817473583283,0
h1,817,2010-07-12,193,pasc,5,6,0.75,0.25,15.060240963855422,8,med,-1.3332435961488247,0.14827167984253622,1.5848145136575444,0.7106817473583283,1
h1,817,2010-07-12,193,pasc,6,2,0.25,0.88,53.01204819277109,8,med,-1.3332435961488247,0.14827167984253622,7.001689392866248,0.7106817473583283,1
h1,817,2010-07-12,193,pasc,7,0,0,0.11,6.626506024096386,8,med,-1.3332435961488247,0.14827167984253622,0.38106454050005495,0.7106817473583283,0
h1,817,2010-07-18,199,pasc,0,0,0,0.05,3.4722222222222223,18.5,med,-1.3332435961488247,0.3232088118943351,-0.06914750303206171,2.6404109433651604,0
h1,817,2010-07-18,199,pasc,1,0,0,0.16,11.111111111111112,18.5,med,-1.3332435961488247,0.3232088118943351,1.0211538119409422,2.6404109433651604,0
h1,817,2010-07-18,199,pasc,2,0,0,0.01,0.6944444444444445,18.5,med,-1.3332435961488247,0.3232088118943351,-0.4656207084767904,2.6404109433651604,0
h1,817,2010-07-18,199,pasc,3,0,0,0.02,1.388888888888889,18.5,med,-1.3332435961488247,0.3232088118943351,-0.3665024071156083,2.6404109433651604,0
h1,817,2010-07-18,199,pasc,5,2,0.10810810810810811,0.16,11.111111111111112,18.5,med,-1.3332435961488247,0.3232088118943351,1.0211538119409422,2.6404109433651604,1
h1,817,2010-07-18,199,pasc,6,14,0.7837837837837838,0.16,11.111111111111112,18.5,med,-1.3332435961488247,0.3232088118943351,1.0211538119409422,2.6404109433651604,1
h1,817,2010-07-18,199,pasc,7,2,0.10810810810810811,0.16,11.111111111111112,18.5,med,-1.3332435961488247,0.3232088118943351,1.0211538119409422,2.6404109433651604,1
h1,817,2010-07-18,199,telu,0,0,0,0.05,3.4722222222222223,1,short,-1.3332435961488247,0.3232088118943351,-0.06914750303206171,-0.575804383312893,0
h1,817,2010-07-18,199,telu,1,0,0,0.16,11.111111111111112,1,short,-1.3332435961488247,0.3232088118943351,1.0211538119409422,-0.575804383312893,0
h1,817,2010-07-18,199,telu,2,0,0,0.01,0.6944444444444445,1,short,-1.3332435961488247,0.3232088118943351,-0.4656207084767904,-0.575804383312893,0
h1,817,2010-07-18,199,telu,3,0,0,0.02,1.388888888888889,1,short,-1.3332435961488247,0.3232088118943351,-0.3665024071156083,-0.575804383312893,0
h1,817,2010-07-18,199,telu,5,0,0,0.16,11.111111111111112,1,short,-1.3332435961488247,0.3232088118943351,1.0211538119409422,-0.575804383312893,0
h1,817,2010-07-18,199,telu,6,1,1,0.16,11.111111111111112,1,short,-1.3332435961488247,0.3232088118943351,1.0211538119409422,-0.575804383312893,1
h1,817,2010-07-18,199,telu,7,0,0,0.16,11.111111111111112,1,short,-1.3332435961488247,0.3232088118943351,1.0211538119409422,-0.575804383312893,0
h1,817,2010-07-26,207,pasc,0,0,0,0.04,2.7027027027027026,14,med,-1.3332435961488247,0.5564583212967337,-0.1789812964322906,1.8133841450765182,0
h1,817,2010-07-26,207,pasc,1,0,0,0.14,9.45945945945946,14,med,-1.3332435961488247,0.5564583212967337,0.7854129870819143,1.8133841450765182,0
h1,817,2010-07-26,207,pasc,2,0,0,0.02,1.3513513513513513,14,med,-1.3332435961488247,0.5564583212967337,-0.3718601531351316,1.8133841450765182,0
h1,817,2010-07-26,207,pasc,3,0,0,0.02,1.3513513513513513,14,med,-1.3332435961488247,0.5564583212967337,-0.3718601531351316,1.8133841450765182,0
h1,817,2010-07-26,207,pasc,5,2,0.14285714285714285,0.2,13.513513513513514,14,med,-1.3332435961488247,0.5564583212967337,1.3640495571904372,1.8133841450765182,1
h1,817,2010-07-26,207,pasc,6,12,0.8571428571428571,0.14,9.45945945945946,14,med,-1.3332435961488247,0.5564583212967337,0.7854129870819143,1.8133841450765182,1
h1,817,2010-07-26,207,pasc,7,0,0,0.18,12.162162162162161,14,med,-1.3332435961488247,0.5564583212967337,1.1711707004875962,1.8133841450765182,0
h1,817,2010-07-26,207,telu,0,0,0,0.04,2.7027027027027026,1,short,-1.3332435961488247,0.5564583212967337,-0.1789812964322906,-0.575804383312893,0
h1,817,2010-07-26,207,telu,1,0,0,0.14,9.45945945945946,1,short,-1.3332435961488247,0.5564583212967337,0.7854129870819143,-0.575804383312893,0
h1,817,2010-07-26,207,telu,2,0,0,0.02,1.3513513513513513,1,short,-1.3332435961488247,0.5564583212967337,-0.3718601531351316,-0.575804383312893,0
h1,817,2010-07-26,207,telu,3,0,0,0.02,1.3513513513513513,1,short,-1.3332435961488247,0.5564583212967337,-0.3718601531351316,-0.575804383312893,0
h1,817,2010-07-26,207,telu,5,0,0,0.2,13.513513513513514,1,short,-1.3332435961488247,0.5564583212967337,1.3640495571904372,-0.575804383312893,0
h1,817,2010-07-26,207,telu,6,1,1,0.14,9.45945945945946,1,short,-1.3332435961488247,0.5564583212967337,0.7854129870819143,-0.575804383312893,1
h1,817,2010-07-26,207,telu,7,0,0,0.18,12.162162162162161,1,short,-1.3332435961488247,0.5564583212967337,1.1711707004875962,-0.575804383312893,0
h1,817,2010-08-23,235,hort,0,0,0,0.04,2.777777777777778,2,long,-1.3332435961488247,1.3728316042051285,-0.16826580439324387,-0.3920206503598614,0
h1,817,2010-08-23,235,hort,1,0,0,0.11,7.638888888888889,2,long,-1.3332435961488247,1.3728316042051285,0.5255623051350313,-0.3920206503598614,0
h1,817,2010-08-23,235,hort,2,1,0.5,0.05,3.4722222222222223,2,long,-1.3332435961488247,1.3728316042051285,-0.06914750303206171,-0.3920206503598614,1
h1,817,2010-08-23,235,hort,5,1,0.5,0.06,4.166666666666666,2,long,-1.3332435961488247,1.3728316042051285,0.029970798329120394,-0.3920206503598614,1
h1,817,2010-08-23,235,hort,6,0,0,0.06,4.166666666666666,2,long,-1.3332435961488247,1.3728316042051285,0.029970798329120394,-0.3920206503598614,0
h1,817,2010-08-23,235,hort,7,0,0,0.16,11.111111111111112,2,long,-1.3332435961488247,1.3728316042051285,1.0211538119409422,-0.3920206503598614,0
h1,817,2010-08-23,235,pasc,0,0,0,0.04,2.777777777777778,18,med,-1.3332435961488247,1.3728316042051285,-0.16826580439324387,2.5485190768886445,0
h1,817,2010-08-23,235,pasc,1,0,0,0.11,7.638888888888889,18,med,-1.3332435961488247,1.3728316042051285,0.5255623051350313,2.5485190768886445,0
h1,817,2010-08-23,235,pasc,2,15,0.8333333333333334,0.05,3.4722222222222223,18,med,-1.3332435961488247,1.3728316042051285,-0.06914750303206171,2.5485190768886445,1
h1,817,2010-08-23,235,pasc,5,1,0.05555555555555555,0.06,4.166666666666666,18,med,-1.3332435961488247,1.3728316042051285,0.029970798329120394,2.5485190768886445,1
h1,817,2010-08-23,235,pasc,6,2,0.1111111111111111,0.06,4.166666666666666,18,med,-1.3332435961488247,1.3728316042051285,0.029970798329120394,2.5485190768886445,1
h1,817,2010-08-23,235,pasc,7,0,0,0.16,11.111111111111112,18,med,-1.3332435961488247,1.3728316042051285,1.0211538119409422,2.5485190768886445,0
h1,817,2010-08-23,235,wurf,0,0,0,0.04,2.777777777777778,2,med,-1.3332435961488247,1.3728316042051285,-0.16826580439324387,-0.3920206503598614,0
h1,817,2010-08-23,235,wurf,1,0,0,0.11,7.638888888888889,2,med,-1.3332435961488247,1.3728316042051285,0.5255623051350313,-0.3920206503598614,0
h1,817,2010-08-23,235,wurf,2,0,0,0.05,3.4722222222222223,2,med,-1.3332435961488247,1.3728316042051285,-0.06914750303206171,-0.3920206503598614,0
h1,817,2010-08-23,235,wurf,5,2,1,0.06,4.166666666666666,2,med,-1.3332435961488247,1.3728316042051285,0.029970798329120394,-0.3920206503598614,1
h1,817,2010-08-23,235,wurf,6,0,0,0.06,4.166666666666666,2,med,-1.3332435961488247,1.3728316042051285,0.029970798329120394,-0.3920206503598614,0
h1,817,2010-08-23,235,wurf,7,0,0,0.16,11.111111111111112,2,med,-1.3332435961488247,1.3728316042051285,1.0211538119409422,-0.3920206503598614,0
h1,817,2010-09-02,245,pasc,0,0,0,0.02,1.550387596899225,15,med,-1.3332435961488247,1.6643934909581266,-0.3434516393571938,1.9971678780295499,0
h1,817,2010-09-02,245,pasc,1,0,0,0.09,6.976744186046512,15,med,-1.3332435961488247,1.6643934909581266,0.431054157325532,1.9971678780295499,0
h1,817,2010-09-02,245,pasc,2,1,0.06666666666666667,0.03,2.3255813953488373,15,med,-1.3332435961488247,1.6643934909581266,-0.23280795411680438,1.9971678780295499,1
h1,817,2010-09-02,245,pasc,5,12,0.8,0.11,8.527131782945736,15,med,-1.3332435961488247,1.6643934909581266,0.6523415278063107,1.9971678780295499,1
h1,817,2010-09-02,245,pasc,6,0,0,0.01,0.7751937984496124,15,med,-1.3332435961488247,1.6643934909581266,-0.45409532459758317,1.9971678780295499,0
h1,817,2010-09-02,245,pasc,7,2,0.13333333333333333,0.17,13.178294573643413,15,med,-1.3332435961488247,1.6643934909581266,1.3162036392486474,1.9971678780295499,1
h1,817,2010-09-02,245,soro,0,0,0,0.02,1.550387596899225,1,short,-1.3332435961488247,1.6643934909581266,-0.3434516393571938,-0.575804383312893,0
h1,817,2010-09-02,245,soro,1,0,0,0.09,6.976744186046512,1,short,-1.3332435961488247,1.6643934909581266,0.431054157325532,-0.575804383312893,0
h1,817,2010-09-02,245,soro,2,0,0,0.03,2.3255813953488373,1,short,-1.3332435961488247,1.6643934909581266,-0.23280795411680438,-0.575804383312893,0
h1,817,2010-09-02,245,soro,5,0,0,0.11,8.527131782945736,1,short,-1.3332435961488247,1.6643934909581266,0.6523415278063107,-0.575804383312893,0
h1,817,2010-09-02,245,soro,6,0,0,0.01,0.7751937984496124,1,short,-1.3332435961488247,1.6643934909581266,-0.45409532459758317,-0.575804383312893,0
h1,817,2010-09-02,245,soro,7,1,1,0.17,13.178294573643413,1,short,-1.3332435961488247,1.6643934909581266,1.3162036392486474,-0.575804383312893,1
h1,817,2010-09-02,245,wurf,0,0,0,0.02,1.550387596899225,3,med,-1.3332435961488247,1.6643934909581266,-0.3434516393571938,-0.20823691740682979,0
h1,817,2010-09-02,245,wurf,1,0,0,0.09,6.976744186046512,3,med,-1.3332435961488247,1.6643934909581266,0.431054157325532,-0.20823691740682979,0
h1,817,2010-09-02,245,wurf,2,0,0,0.03,2.3255813953488373,3,med,-1.3332435961488247,1.6643934909581266,-0.23280795411680438,-0.20823691740682979,0
h1,817,2010-09-02,245,wurf,5,3,1,0.11,8.527131782945736,3,med,-1.3332435961488247,1.6643934909581266,0.6523415278063107,-0.20823691740682979,1
h1,817,2010-09-02,245,wurf,6,0,0,0.01,0.7751937984496124,3,med,-1.3332435961488247,1.6643934909581266,-0.45409532459758317,-0.20823691740682979,0
h1,817,2010-09-02,245,wurf,7,0,0,0.17,13.178294573643413,3,med,-1.3332435961488247,1.6643934909581266,1.3162036392486474,-0.20823691740682979,0
h1,817,2011-06-04,155,pasc,0,0,0,0.060000000000000005,1.153846153846154,4,med,-1.3332435961488247,-0.9596634898188567,-0.40005013988400834,-0.024453184453798165,0
h1,817,2011-06-04,155,pasc,1,0,0,0.48,9.23076923076923,4,med,-1.3332435961488247,-0.9596634898188567,0.7527719497937411,-0.024453184453798165,0
h1,817,2011-06-04,155,pasc,3,0,0,0.01,0.1923076923076923,4,med,-1.3332435961488247,-0.9596634898188567,-0.5372908648456453,-0.024453184453798165,0
h1,817,2011-06-04,155,pasc,4,0,0,0.03,0.5769230769230769,4,med,-1.3332435961488247,-0.9596634898188567,-0.48239457486099047,-0.024453184453798165,0
h1,817,2011-06-04,155,pasc,5,0,0,0.11,2.115384615384615,4,med,-1.3332435961488247,-0.9596634898188567,-0.26280941492237153,-0.024453184453798165,0
h1,817,2011-06-04,155,pasc,6,4,1,0.21,4.038461538461538,4,med,-1.3332435961488247,-0.9596634898188567,0.011672035000902114,-0.024453184453798165,1
h1,817,2011-06-04,155,pasc,7,0,0,0.4,7.6923076923076925,4,med,-1.3332435961488247,-0.9596634898188567,0.5331867898551222,-0.024453184453798165,0
h1,817,2011-06-04,155,prat,0,0,0,0.060000000000000005,1.153846153846154,1,short,-1.3332435961488247,-0.9596634898188567,-0.40005013988400834,-0.575804383312893,0
h1,817,2011-06-04,155,prat,1,0,0,0.48,9.23076923076923,1,short,-1.3332435961488247,-0.9596634898188567,0.7527719497937411,-0.575804383312893,0
h1,817,2011-06-04,155,prat,3,0,0,0.01,0.1923076923076923,1,short,-1.3332435961488247,-0.9596634898188567,-0.5372908648456453,-0.575804383312893,0
h1,817,2011-06-04,155,prat,4,0,0,0.03,0.5769230769230769,1,short,-1.3332435961488247,-0.9596634898188567,-0.48239457486099047,-0.575804383312893,0
h1,817,2011-06-04,155,prat,5,0,0,0.11,2.115384615384615,1,short,-1.3332435961488247,-0.9596634898188567,-0.26280941492237153,-0.575804383312893,0
h1,817,2011-06-04,155,prat,6,0,0,0.21,4.038461538461538,1,short,-1.3332435961488247,-0.9596634898188567,0.011672035000902114,-0.575804383312893,0
h1,817,2011-06-04,155,prat,7,1,1,0.4,7.6923076923076925,1,short,-1.3332435961488247,-0.9596634898188567,0.5331867898551222,-0.575804383312893,1
h1,817,2011-06-04,155,soro,0,0,0,0.060000000000000005,1.153846153846154,4,short,-1.3332435961488247,-0.9596634898188567,-0.40005013988400834,-0.024453184453798165,0
h1,817,2011-06-04,155,soro,1,0,0,0.48,9.23076923076923,4,short,-1.3332435961488247,-0.9596634898188567,0.7527719497937411,-0.024453184453798165,0
h1,817,2011-06-04,155,soro,3,0,0,0.01,0.1923076923076923,4,short,-1.3332435961488247,-0.9596634898188567,-0.5372908648456453,-0.024453184453798165,0
h1,817,2011-06-04,155,soro,4,0,0,0.03,0.5769230769230769,4,short,-1.3332435961488247,-0.9596634898188567,-0.48239457486099047,-0.024453184453798165,0
h1,817,2011-06-04,155,soro,5,0,0,0.11,2.115384615384615,4,short,-1.3332435961488247,-0.9596634898188567,-0.26280941492237153,-0.024453184453798165,0
h1,817,2011-06-04,155,soro,6,0,0,0.21,4.038461538461538,4,short,-1.3332435961488247,-0.9596634898188567,0.011672035000902114,-0.024453184453798165,0
h1,817,2011-06-04,155,soro,7,4,1,0.4,7.6923076923076925,4,short,-1.3332435961488247,-0.9596634898188567,0.5331867898551222,-0.024453184453798165,1
h1,817,2011-06-04,155,telu,0,0,0,0.060000000000000005,1.153846153846154,1,short,-1.3332435961488247,-0.9596634898188567,-0.40005013988400834,-0.575804383312893,0
h1,817,2011-06-04,155,telu,1,1,1,0.48,9.23076923076923,1,short,-1.3332435961488247,-0.9596634898188567,0.7527719497937411,-0.575804383312893,1
h1,817,2011-06-04,155,telu,3,0,0,0.01,0.1923076923076923,1,short,-1.3332435961488247,-0.9596634898188567,-0.5372908648456453,-0.575804383312893,0
h1,817,2011-06-04,155,telu,4,0,0,0.03,0.5769230769230769,1,short,-1.3332435961488247,-0.9596634898188567,-0.48239457486099047,-0.575804383312893,0
h1,817,2011-06-04,155,telu,5,0,0,0.11,2.115384615384615,1,short,-1.3332435961488247,-0.9596634898188567,-0.26280941492237153,-0.575804383312893,0
h1,817,2011-06-04,155,telu,6,0,0,0.21,4.038461538461538,1,short,-1.3332435961488247,-0.9596634898188567,0.011672035000902114,-0.575804383312893,0
h1,817,2011-06-04,155,telu,7,0,0,0.4,7.6923076923076925,1,short,-1.3332435961488247,-0.9596634898188567,0.5331867898551222,-0.575804383312893,0
h1,817,2011-06-09,160,jone,0,0,0,0.06,1,1,short,-1.3332435961488247,-0.8138825464423576,-0.42200865587787023,-0.575804383312893,0
h1,817,2011-06-09,160,jone,1,0,0,0.28,4.666666666666667,1,short,-1.3332435961488247,-0.8138825464423576,0.10133597530917161,-0.575804383312893,0
h1,817,2011-06-09,160,jone,4,0,0,0.01,0.16666666666666669,1,short,-1.3332435961488247,-0.8138825464423576,-0.5409506175112889,-0.575804383312893,0
h1,817,2011-06-09,160,jone,5,0,0,0.13,2.166666666666667,1,short,-1.3332435961488247,-0.8138825464423576,-0.2554899095910842,-0.575804383312893,0
h1,817,2011-06-09,160,jone,6,0,0,0.21,3.4999999999999996,1,short,-1.3332435961488247,-0.8138825464423576,-0.0651827709776145,-0.575804383312893,0
h1,817,2011-06-09,160,jone,7,1,1,0.51,8.5,1,short,-1.3332435961488247,-0.8138825464423576,0.6484689988228972,-0.575804383312893,1
h1,817,2011-06-09,160,pasc,0,0,0,0.06,1,10,med,-1.3332435961488247,-0.8138825464423576,-0.42200865587787023,1.0782492132643915,0
h1,817,2011-06-09,160,pasc,1,1,0.1,0.28,4.666666666666667,10,med,-1.3332435961488247,-0.8138825464423576,0.10133597530917161,1.0782492132643915,1
h1,817,2011-06-09,160,pasc,4,0,0,0.01,0.16666666666666669,10,med,-1.3332435961488247,-0.8138825464423576,-0.5409506175112889,1.0782492132643915,0
h1,817,2011-06-09,160,pasc,5,0,0,0.13,2.166666666666667,10,med,-1.3332435961488247,-0.8138825464423576,-0.2554899095910842,1.0782492132643915,0
h1,817,2011-06-09,160,pasc,6,9,0.9,0.21,3.4999999999999996,10,med,-1.3332435961488247,-0.8138825464423576,-0.0651827709776145,1.0782492132643915,1
h1,817,2011-06-09,160,pasc,7,0,0,0.51,8.5,10,med,-1.3332435961488247,-0.8138825464423576,0.6484689988228972,1.0782492132643915,0
h1,817,2011-06-09,160,prat,0,0,0,0.06,1,3,short,-1.3332435961488247,-0.8138825464423576,-0.42200865587787023,-0.20823691740682979,0
h1,817,2011-06-09,160,prat,1,0,0,0.28,4.666666666666667,3,short,-1.3332435961488247,-0.8138825464423576,0.10133597530917161,-0.20823691740682979,0
