site,date,bb.sp,plant.sp,visits
h4,2012-05-28,psit,Soldanella alpina,0
h4,2012-05-28,soro,Cardamine enneaphyllos,0
h4,2012-05-28,soro,Erica carnea,0
h4,2012-05-28,soro,Polygala chamaebuxus,0
h4,2012-05-28,soro,Primula elatior,0
h4,2012-05-28,soro,Soldanella alpina,2
h4,2012-05-28,wurf,Cardamine enneaphyllos,0
h4,2012-05-28,wurf,Erica carnea,0
h4,2012-05-28,wurf,Polygala chamaebuxus,1
h4,2012-05-28,wurf,Primula elatior,0
h4,2012-05-28,wurf,Soldanella alpina,1
h4,2012-06-01,pasc,Vaccinium myrtillus,2
h4,2012-06-01,prat,Vaccinium myrtillus,2
h4,2012-06-01,soro,Vaccinium myrtillus,3
h4,2012-06-01,wurf,Vaccinium myrtillus,1
h4,2012-06-04,pasc,Cardamine enneaphyllos,1
h4,2012-06-04,pasc,Erica carnea,0
h4,2012-06-04,pasc,Vaccinium myrtillus,0
h4,2012-06-04,prat,Cardamine enneaphyllos,0
h4,2012-06-04,prat,Erica carnea,1
h4,2012-06-04,prat,Vaccinium myrtillus,4
h4,2012-06-04,psit,Cardamine enneaphyllos,0
h4,2012-06-04,psit,Erica carnea,4
h4,2012-06-04,psit,Vaccinium myrtillus,0
h4,2012-06-04,telu,Cardamine enneaphyllos,0
h4,2012-06-04,telu,Erica carnea,0
h4,2012-06-04,telu,Vaccinium myrtillus,1
h4,2012-06-04,wurf,Cardamine enneaphyllos,0
h4,2012-06-04,wurf,Erica carnea,0
h4,2012-06-04,wurf,Vaccinium myrtillus,2
h4,2012-06-07,prat,Gentiana verna,0
h4,2012-06-07,prat,Polygala chamaebuxus,0
h4,2012-06-07,prat,Vaccinium myrtillus,3
h4,2012-06-07,wurf,Gentiana verna,1
h4,2012-06-07,wurf,Polygala chamaebuxus,2
h4,2012-06-07,wurf,Vaccinium myrtillus,2
h4,2012-06-18,pasc,Ajuga reptans,1
h4,2012-06-18,pasc,Anthyllis vulneraria,0
h4,2012-06-18,pasc,Geum rivale,0
h4,2012-06-18,pasc,Polygala chamaebuxus,0
h4,2012-06-18,prat,Ajuga reptans,0
h4,2012-06-18,prat,Anthyllis vulneraria,0
h4,2012-06-18,prat,Geum rivale,1
h4,2012-06-18,prat,Polygala chamaebuxus,0
h4,2012-06-18,wurf,Ajuga reptans,0
h4,2012-06-18,wurf,Anthyllis vulneraria,3
h4,2012-06-18,wurf,Geum rivale,0
h4,2012-06-18,wurf,Polygala chamaebuxus,6
h4,2012-06-20,pasc,Ajuga reptans,1
h4,2012-06-20,pasc,Anthyllis vulneraria,0
h4,2012-06-20,pasc,Geum rivale,0
h4,2012-06-20,pasc,Polygala alpestris,0
h4,2012-06-20,prat,Ajuga reptans,1
h4,2012-06-20,prat,Anthyllis vulneraria,1
h4,2012-06-20,prat,Geum rivale,8
h4,2012-06-20,prat,Polygala alpestris,0
h4,2012-06-20,soro,Ajuga reptans,0
h4,2012-06-20,soro,Anthyllis vulneraria,0
h4,2012-06-20,soro,Geum rivale,1
h4,2012-06-20,soro,Polygala alpestris,0
h4,2012-06-20,wurf,Ajuga reptans,0
h4,2012-06-20,wurf,Anthyllis vulneraria,0
h4,2012-06-20,wurf,Geum rivale,1
h4,2012-06-20,wurf,Polygala alpestris,1
h4,2012-06-24,hort,Ajuga reptans,0
h4,2012-06-24,hort,Anthyllis vulneraria,0
h4,2012-06-24,hort,Geranium sylvaticum,0
h4,2012-06-24,hort,Geum rivale,1
h4,2012-06-24,hort,Polygala chamaebuxus,0
h4,2012-06-24,prat,Ajuga reptans,0
h4,2012-06-24,prat,Anthyllis vulneraria,0
h4,2012-06-24,prat,Geranium sylvaticum,0
h4,2012-06-24,prat,Geum rivale,5
h4,2012-06-24,prat,Polygala chamaebuxus,0
h4,2012-06-24,psit,Ajuga reptans,0
h4,2012-06-24,psit,Anthyllis vulneraria,0
h4,2012-06-24,psit,Geranium sylvaticum,1
h4,2012-06-24,psit,Geum rivale,0
h4,2012-06-24,psit,Polygala chamaebuxus,0
h4,2012-06-24,soro,Ajuga reptans,0
h4,2012-06-24,soro,Anthyllis vulneraria,0
h4,2012-06-24,soro,Geranium sylvaticum,1
h4,2012-06-24,soro,Geum rivale,9
h4,2012-06-24,soro,Polygala chamaebuxus,0
h4,2012-06-24,telu,Ajuga reptans,1
h4,2012-06-24,telu,Anthyllis vulneraria,2
h4,2012-06-24,telu,Geranium sylvaticum,0
h4,2012-06-24,telu,Geum rivale,0
h4,2012-06-24,telu,Polygala chamaebuxus,0
h4,2012-06-24,wurf,Ajuga reptans,0
h4,2012-06-24,wurf,Anthyllis vulneraria,0
h4,2012-06-24,wurf,Geranium sylvaticum,0
h4,2012-06-24,wurf,Geum rivale,0
h4,2012-06-24,wurf,Polygala chamaebuxus,1
h4,2012-07-03,prat,Acinos alpinus,0
h4,2012-07-03,prat,Anthyllis vulneraria,0
h4,2012-07-03,prat,Geum rivale,3
h4,2012-07-03,prat,Rhododendron hirsutum,0
h4,2012-07-03,psit,Acinos alpinus,1
h4,2012-07-03,psit,Anthyllis vulneraria,0
h4,2012-07-03,psit,Geum rivale,0
h4,2012-07-03,psit,Rhododendron hirsutum,2
h4,2012-07-03,telu,Acinos alpinus,0
h4,2012-07-03,telu,Anthyllis vulneraria,0
h4,2012-07-03,telu,Geum rivale,1
h4,2012-07-03,telu,Rhododendron hirsutum,0
h4,2012-07-03,wurf,Acinos alpinus,0
h4,2012-07-03,wurf,Anthyllis vulneraria,1
h4,2012-07-03,wurf,Geum rivale,0
h4,2012-07-03,wurf,Rhododendron hirsutum,0
h4,2012-07-13,pasc,Acinos alpinus,1
h4,2012-07-13,pasc,Prunella vulgaris,1
h4,2012-07-13,pasc,Thymus praecox,0
h4,2012-07-13,prat,Acinos alpinus,0
h4,2012-07-13,prat,Prunella vulgaris,0
h4,2012-07-13,prat,Thymus praecox,1
h4,2012-07-20,pasc,Prunella vulgaris,1
h4,2012-07-26,prat,Campanula scheuchzeri,0
h4,2012-07-26,prat,Hypericum maculatum,1
h4,2012-07-26,pyre,Campanula scheuchzeri,1
h4,2012-07-26,pyre,Hypericum maculatum,0
h4,2012-07-30,pasc,Acinos alpinus,0
h4,2012-07-30,pasc,Campanula scheuchzeri,0
h4,2012-07-30,pasc,Prunella vulgaris,0
h4,2012-07-30,pasc,Trifolium pratense,2
h4,2012-07-30,prat,Acinos alpinus,0
h4,2012-07-30,prat,Campanula scheuchzeri,0
h4,2012-07-30,prat,Prunella vulgaris,1
h4,2012-07-30,prat,Trifolium pratense,0
h4,2012-07-30,pyre,Acinos alpinus,0
h4,2012-07-30,pyre,Campanula scheuchzeri,1
h4,2012-07-30,pyre,Prunella vulgaris,0
h4,2012-07-30,pyre,Trifolium pratense,0
h4,2012-07-30,soro,Acinos alpinus,0
h4,2012-07-30,soro,Campanula scheuchzeri,2
h4,2012-07-30,soro,Prunella vulgaris,1
h4,2012-07-30,soro,Trifolium pratense,0
h4,2012-07-30,wurf,Acinos alpinus,1
h4,2012-07-30,wurf,Campanula scheuchzeri,0
h4,2012-07-30,wurf,Prunella vulgaris,0
h4,2012-07-30,wurf,Trifolium pratense,0
h4,2012-08-03,pasc,Gentiana pannonica,0
h4,2012-08-03,pasc,Lotus corniculatus,0
h4,2012-08-03,pasc,Prunella vulgaris,1
h4,2012-08-03,pasc,Thymus praecox,0
h4,2012-08-03,prat,Gentiana pannonica,1
h4,2012-08-03,prat,Lotus corniculatus,0
h4,2012-08-03,prat,Prunella vulgaris,0
h4,2012-08-03,prat,Thymus praecox,0
h4,2012-08-03,psit,Gentiana pannonica,0
h4,2012-08-03,psit,Lotus corniculatus,0
h4,2012-08-03,psit,Prunella vulgaris,0
h4,2012-08-03,psit,Thymus praecox,1
h4,2012-08-03,wurf,Gentiana pannonica,0
h4,2012-08-03,wurf,Lotus corniculatus,1
h4,2012-08-03,wurf,Prunella vulgaris,0
h4,2012-08-03,wurf,Thymus praecox,0
h4,2012-08-07,pasc,Lotus corniculatus,1
h4,2012-08-07,pasc,Origanum vulgare,0
h4,2012-08-07,pasc,Rhinanthus glacialis,3
h4,2012-08-07,pasc,Trifolium pratense,2
h4,2012-08-07,prat,Lotus corniculatus,0
h4,2012-08-07,prat,Origanum vulgare,0
h4,2012-08-07,prat,Rhinanthus glacialis,1
h4,2012-08-07,prat,Trifolium pratense,0
h4,2012-08-07,telu,Lotus corniculatus,0
h4,2012-08-07,telu,Origanum vulgare,1
h4,2012-08-07,telu,Rhinanthus glacialis,0
h4,2012-08-07,telu,Trifolium pratense,0
h4,2012-08-11,pasc,Lotus corniculatus,1
h4,2012-08-11,pasc,Origanum vulgare,0
h4,2012-08-11,pasc,Rhinanthus glacialis,3
h4,2012-08-11,pasc,Trifolium pratense,2
h4,2012-08-11,prat,Lotus corniculatus,0
h4,2012-08-11,prat,Origanum vulgare,0
h4,2012-08-11,prat,Rhinanthus glacialis,1
h4,2012-08-11,prat,Trifolium pratense,0
h4,2012-08-11,telu,Lotus corniculatus,0
h4,2012-08-11,telu,Origanum vulgare,1
h4,2012-08-11,telu,Rhinanthus glacialis,0
h4,2012-08-11,telu,Trifolium pratense,0
h4,2012-08-15,pasc,Acinos alpinus,1
h4,2012-08-15,pasc,Carlina vulgaris,2
h4,2012-08-15,pasc,Lotus corniculatus,1
h4,2012-08-15,pasc,Prunella vulgaris,1
h4,2012-08-15,pasc,Rhinanthus glacialis,1
h4,2012-08-15,prat,Acinos alpinus,0
h4,2012-08-15,prat,Carlina vulgaris,1
h4,2012-08-15,prat,Lotus corniculatus,0
h4,2012-08-15,prat,Prunella vulgaris,0
h4,2012-08-15,prat,Rhinanthus glacialis,0
h4,2012-08-15,wurf,Acinos alpinus,1
h4,2012-08-15,wurf,Carlina vulgaris,0
h4,2012-08-15,wurf,Lotus corniculatus,0
h4,2012-08-15,wurf,Prunella vulgaris,0
h4,2012-08-15,wurf,Rhinanthus glacialis,0
h4,2012-08-21,pasc,Carlina vulgaris,2
h4,2012-08-21,pasc,Clinopodium vulgare,0
h4,2012-08-21,pasc,Trifolium pratense,2
h4,2012-08-21,prat,Carlina vulgaris,2
h4,2012-08-21,prat,Clinopodium vulgare,1
h4,2012-08-21,prat,Trifolium pratense,0
h4,2012-08-21,wurf,Carlina vulgaris,1
h4,2012-08-21,wurf,Clinopodium vulgare,1
h4,2012-08-21,wurf,Trifolium pratense,0
h4,2012-08-30,hort,Carlina vulgaris,0
h4,2012-08-30,hort,Gentiana asclepiadea,2
h4,2012-08-30,hort,Gentianella aspera,0
h4,2012-08-30,hort,Prunella vulgaris,0
h4,2012-08-30,hort,Rhinanthus glacialis,0
h4,2012-08-30,pasc,Carlina vulgaris,1
h4,2012-08-30,pasc,Gentiana asclepiadea,0
h4,2012-08-30,pasc,Gentianella aspera,0
h4,2012-08-30,pasc,Prunella vulgaris,2
h4,2012-08-30,pasc,Rhinanthus glacialis,1
h4,2012-08-30,prat,Carlina vulgaris,0
h4,2012-08-30,prat,Gentiana asclepiadea,1
h4,2012-08-30,prat,Gentianella aspera,1
h4,2012-08-30,prat,Prunella vulgaris,0
h4,2012-08-30,prat,Rhinanthus glacialis,0
h4,2012-08-30,wurf,Carlina vulgaris,0
h4,2012-08-30,wurf,Gentiana asclepiadea,4
h4,2012-08-30,wurf,Gentianella aspera,0
h4,2012-08-30,wurf,Prunella vulgaris,0
h4,2012-08-30,wurf,Rhinanthus glacialis,1
h4,2012-09-05,hort,Gentiana asclepiadea,6
h4,2012-09-05,wurf,Gentiana asclepiadea,3
h4,2012-09-13,pasc,Prunella vulgaris,1
h5,2010-07-11,prat,Acinos alpinus,1
h5,2010-07-11,prat,Trifolium pratense,1
h5,2010-07-11,telu,Acinos alpinus,0
h5,2010-07-11,telu,Trifolium pratense,1
h5,2010-07-16,telu,Lotus corniculatus,1
h5,2010-07-16,telu,Trifolium pratense,0
h5,2010-07-16,wurf,Lotus corniculatus,0
h5,2010-07-16,wurf,Trifolium pratense,1
h5,2010-07-22,jone,Acinos alpinus,0
h5,2010-07-22,jone,Campanula scheuchzeri,0
h5,2010-07-22,jone,Carduus defloratus,0
h5,2010-07-22,jone,Phyteuma orbiculare,1
h5,2010-07-22,jone,Prunella vulgaris,1
h5,2010-07-22,jone,Thymus praecox,0
h5,2010-07-22,jone,Trifolium pratense,0
h5,2010-07-22,mend,Acinos alpinus,0
h5,2010-07-22,mend,Campanula scheuchzeri,0
h5,2010-07-22,mend,Carduus defloratus,0
h5,2010-07-22,mend,Phyteuma orbiculare,0
h5,2010-07-22,mend,Prunella vulgaris,0
h5,2010-07-22,mend,Thymus praecox,0
h5,2010-07-22,mend,Trifolium pratense,1
h5,2010-07-22,prat,Acinos alpinus,0
h5,2010-07-22,prat,Campanula scheuchzeri,0
h5,2010-07-22,prat,Carduus defloratus,1
h5,2010-07-22,prat,Phyteuma orbiculare,0
h5,2010-07-22,prat,Prunella vulgaris,2
h5,2010-07-22,prat,Thymus praecox,1
h5,2010-07-22,prat,Trifolium pratense,0
h5,2010-07-22,soro,Acinos alpinus,0
h5,2010-07-22,soro,Campanula scheuchzeri,2
h5,2010-07-22,soro,Carduus defloratus,0
h5,2010-07-22,soro,Phyteuma orbiculare,2
h5,2010-07-22,soro,Prunella vulgaris,0
h5,2010-07-22,soro,Thymus praecox,0
h5,2010-07-22,soro,Trifolium pratense,0
h5,2010-07-22,telu,Acinos alpinus,2
h5,2010-07-22,telu,Campanula scheuchzeri,0
h5,2010-07-22,telu,Carduus defloratus,0
h5,2010-07-22,telu,Phyteuma orbiculare,0
h5,2010-07-22,telu,Prunella vulgaris,0
h5,2010-07-22,telu,Thymus praecox,0
h5,2010-07-22,telu,Trifolium pratense,6
h5,2010-07-22,wurf,Acinos alpinus,1
h5,2010-07-22,wurf,Campanula scheuchzeri,0
h5,2010-07-22,wurf,Carduus defloratus,0
h5,2010-07-22,wurf,Phyteuma orbiculare,0
h5,2010-07-22,wurf,Prunella vulgaris,0
h5,2010-07-22,wurf,Thymus praecox,0
h5,2010-07-22,wurf,Trifolium pratense,0
h5,2010-08-01,pasc,Acinos alpinus,0
h5,2010-08-01,pasc,Carduus defloratus,0
h5,2010-08-01,pasc,Prunella vulgaris,0
h5,2010-08-01,pasc,Thymus pulegioides,0
h5,2010-08-01,pasc,Trifolium pratense,1
h5,2010-08-01,prat,Acinos alpinus,3
h5,2010-08-01,prat,Carduus defloratus,4
h5,2010-08-01,prat,Prunella vulgaris,5
h5,2010-08-01,prat,Thymus pulegioides,1
h5,2010-08-01,prat,Trifolium pratense,1
h5,2010-08-01,psit,Acinos alpinus,0
h5,2010-08-01,psit,Carduus defloratus,1
h5,2010-08-01,psit,Prunella vulgaris,0
h5,2010-08-01,psit,Thymus pulegioides,0
h5,2010-08-01,psit,Trifolium pratense,0
h5,2010-08-01,telu,Acinos alpinus,0
h5,2010-08-01,telu,Carduus defloratus,0
h5,2010-08-01,telu,Prunella vulgaris,2
h5,2010-08-01,telu,Thymus pulegioides,0
h5,2010-08-01,telu,Trifolium pratense,5
h5,2010-08-01,wurf,Acinos alpinus,0
h5,2010-08-01,wurf,Carduus defloratus,0
h5,2010-08-01,wurf,Prunella vulgaris,5
h5,2010-08-01,wurf,Thymus pulegioides,0
h5,2010-08-01,wurf,Trifolium pratense,2
h5,2010-08-23,jone,Carduus defloratus,0
h5,2010-08-23,jone,Clinopodium vulgare,0
h5,2010-08-23,jone,Prunella vulgaris,1
h5,2010-08-23,jone,Trifolium pratense,0
h5,2010-08-23,pasc,Carduus defloratus,0
h5,2010-08-23,pasc,Clinopodium vulgare,3
h5,2010-08-23,pasc,Prunella vulgaris,0
h5,2010-08-23,pasc,Trifolium pratense,2
h5,2010-08-23,prat,Carduus defloratus,3
h5,2010-08-23,prat,Clinopodium vulgare,5
h5,2010-08-23,prat,Prunella vulgaris,0
h5,2010-08-23,prat,Trifolium pratense,0
h5,2010-08-23,soro,Carduus defloratus,1
h5,2010-08-23,soro,Clinopodium vulgare,0
h5,2010-08-23,soro,Prunella vulgaris,0
h5,2010-08-23,soro,Trifolium pratense,0
h5,2010-08-23,wurf,Carduus defloratus,0
h5,2010-08-23,wurf,Clinopodium vulgare,2
h5,2010-08-23,wurf,Prunella vulgaris,0
h5,2010-08-23,wurf,Trifolium pratense,0
h5,2010-08-28,pasc,Carduus defloratus,0
h5,2010-08-28,pasc,Clinopodium vulgare,0
h5,2010-08-28,pasc,Lotus corniculatus,1
h5,2010-08-28,pasc,Prunella vulgaris,0
h5,2010-08-28,prat,Carduus defloratus,2
h5,2010-08-28,prat,Clinopodium vulgare,2
h5,2010-08-28,prat,Lotus corniculatus,0
h5,2010-08-28,prat,Prunella vulgaris,1
h5,2010-08-28,wurf,Carduus defloratus,0
h5,2010-08-28,wurf,Clinopodium vulgare,2
h5,2010-08-28,wurf,Lotus corniculatus,0
h5,2010-08-28,wurf,Prunella vulgaris,0
h5,2011-05-26,hort,Ajuga reptans,1
h5,2011-05-26,hort,Lamium galeobdolon,1
h5,2011-05-26,pasc,Ajuga reptans,1
h5,2011-05-26,pasc,Lamium galeobdolon,1
h5,2011-05-30,mont,Ajuga reptans,0
h5,2011-05-30,mont,Hippocrepis comosa,1
h5,2011-05-30,mont,Lamium galeobdolon,0
h5,2011-05-30,pasc,Ajuga reptans,1
h5,2011-05-30,pasc,Hippocrepis comosa,0
h5,2011-05-30,pasc,Lamium galeobdolon,1
h5,2011-06-06,jone,Acinos alpinus,0
h5,2011-06-06,jone,Ajuga reptans,1
h5,2011-06-06,jone,Hippocrepis comosa,0
h5,2011-06-06,jone,Lamium galeobdolon,0
h5,2011-06-06,jone,Lotus corniculatus,0
h5,2011-06-06,jone,Myosotis alpestris,0
h5,2011-06-06,jone,Plantago lanceolata,0
h5,2011-06-06,jone,Trifolium pratense,0
h5,2011-06-06,jone,Veronica chamaedrys,0
h5,2011-06-06,mend,Acinos alpinus,0
h5,2011-06-06,mend,Ajuga reptans,0
h5,2011-06-06,mend,Hippocrepis comosa,0
h5,2011-06-06,mend,Lamium galeobdolon,0
h5,2011-06-06,mend,Lotus corniculatus,0
h5,2011-06-06,mend,Myosotis alpestris,0
h5,2011-06-06,mend,Plantago lanceolata,0
h5,2011-06-06,mend,Trifolium pratense,1
h5,2011-06-06,mend,Veronica chamaedrys,0
h5,2011-06-06,mont,Acinos alpinus,0
h5,2011-06-06,mont,Ajuga reptans,0
h5,2011-06-06,mont,Hippocrepis comosa,3
h5,2011-06-06,mont,Lamium galeobdolon,0
h5,2011-06-06,mont,Lotus corniculatus,1
h5,2011-06-06,mont,Myosotis alpestris,0
h5,2011-06-06,mont,Plantago lanceolata,0
h5,2011-06-06,mont,Trifolium pratense,0
h5,2011-06-06,mont,Veronica chamaedrys,1
h5,2011-06-06,pasc,Acinos alpinus,0
h5,2011-06-06,pasc,Ajuga reptans,1
h5,2011-06-06,pasc,Hippocrepis comosa,0
h5,2011-06-06,pasc,Lamium galeobdolon,0
h5,2011-06-06,pasc,Lotus corniculatus,0
h5,2011-06-06,pasc,Myosotis alpestris,0
h5,2011-06-06,pasc,Plantago lanceolata,0
h5,2011-06-06,pasc,Trifolium pratense,1
h5,2011-06-06,pasc,Veronica chamaedrys,0
h5,2011-06-06,prat,Acinos alpinus,1
h5,2011-06-06,prat,Ajuga reptans,1
h5,2011-06-06,prat,Hippocrepis comosa,0
h5,2011-06-06,prat,Lamium galeobdolon,2
h5,2011-06-06,prat,Lotus corniculatus,0
h5,2011-06-06,prat,Myosotis alpestris,1
h5,2011-06-06,prat,Plantago lanceolata,0
h5,2011-06-06,prat,Trifolium pratense,0
h5,2011-06-06,prat,Veronica chamaedrys,2
h5,2011-06-06,telu,Acinos alpinus,0
h5,2011-06-06,telu,Ajuga reptans,0
h5,2011-06-06,telu,Hippocrepis comosa,1
h5,2011-06-06,telu,Lamium galeobdolon,0
h5,2011-06-06,telu,Lotus corniculatus,0
h5,2011-06-06,telu,Myosotis alpestris,2
h5,2011-06-06,telu,Plantago lanceolata,2
h5,2011-06-06,telu,Trifolium pratense,0
h5,2011-06-06,telu,Veronica chamaedrys,2
h5,2011-06-06,wurf,Acinos alpinus,0
h5,2011-06-06,wurf,Ajuga reptans,2
h5,2011-06-06,wurf,Hippocrepis comosa,0
h5,2011-06-06,wurf,Lamium galeobdolon,0
h5,2011-06-06,wurf,Lotus corniculatus,1
h5,2011-06-06,wurf,Myosotis alpestris,0
h5,2011-06-06,wurf,Plantago lanceolata,0
h5,2011-06-06,wurf,Trifolium pratense,0
h5,2011-06-06,wurf,Veronica chamaedrys,0
h5,2011-06-22,hort,Acinos alpinus,0
h5,2011-06-22,hort,Carduus defloratus,0
h5,2011-06-22,hort,Helianthemum nummularium,0
h5,2011-06-22,hort,Hippocrepis comosa,1
h5,2011-06-22,hort,Lotus corniculatus,0
h5,2011-06-22,hort,Myosotis alpestris,0
h5,2011-06-22,hort,Potentilla erecta,0
h5,2011-06-22,hort,Thymus pulegioides,0
h5,2011-06-22,hort,Trifolium pratense,2
h5,2011-06-22,hort,Veronica chamaedrys,1
h5,2011-06-22,jone,Acinos alpinus,0
h5,2011-06-22,jone,Carduus defloratus,0
h5,2011-06-22,jone,Helianthemum nummularium,0
h5,2011-06-22,jone,Hippocrepis comosa,0
h5,2011-06-22,jone,Lotus corniculatus,0
h5,2011-06-22,jone,Myosotis alpestris,2
h5,2011-06-22,jone,Potentilla erecta,1
h5,2011-06-22,jone,Thymus pulegioides,0
h5,2011-06-22,jone,Trifolium pratense,1
h5,2011-06-22,jone,Veronica chamaedrys,1
h5,2011-06-22,mont,Acinos alpinus,1
h5,2011-06-22,mont,Carduus defloratus,0
h5,2011-06-22,mont,Helianthemum nummularium,0
h5,2011-06-22,mont,Hippocrepis comosa,3
h5,2011-06-22,mont,Lotus corniculatus,0
h5,2011-06-22,mont,Myosotis alpestris,1
h5,2011-06-22,mont,Potentilla erecta,2
h5,2011-06-22,mont,Thymus pulegioides,0
h5,2011-06-22,mont,Trifolium pratense,6
h5,2011-06-22,mont,Veronica chamaedrys,9
h5,2011-06-22,pasc,Acinos alpinus,0
h5,2011-06-22,pasc,Carduus defloratus,0
h5,2011-06-22,pasc,Helianthemum nummularium,0
h5,2011-06-22,pasc,Hippocrepis comosa,0
h5,2011-06-22,pasc,Lotus corniculatus,0
h5,2011-06-22,pasc,Myosotis alpestris,0
h5,2011-06-22,pasc,Potentilla erecta,0
h5,2011-06-22,pasc,Thymus pulegioides,0
h5,2011-06-22,pasc,Trifolium pratense,4
h5,2011-06-22,pasc,Veronica chamaedrys,0
h5,2011-06-22,prat,Acinos alpinus,2
h5,2011-06-22,prat,Carduus defloratus,1
h5,2011-06-22,prat,Helianthemum nummularium,0
h5,2011-06-22,prat,Hippocrepis comosa,0
h5,2011-06-22,prat,Lotus corniculatus,0
h5,2011-06-22,prat,Myosotis alpestris,0
h5,2011-06-22,prat,Potentilla erecta,1
h5,2011-06-22,prat,Thymus pulegioides,1
h5,2011-06-22,prat,Trifolium pratense,0
h5,2011-06-22,prat,Veronica chamaedrys,5
h5,2011-06-22,psit,Acinos alpinus,1
h5,2011-06-22,psit,Carduus defloratus,0
h5,2011-06-22,psit,Helianthemum nummularium,0
h5,2011-06-22,psit,Hippocrepis comosa,0
h5,2011-06-22,psit,Lotus corniculatus,0
h5,2011-06-22,psit,Myosotis alpestris,0
h5,2011-06-22,psit,Potentilla erecta,0
h5,2011-06-22,psit,Thymus pulegioides,0
h5,2011-06-22,psit,Trifolium pratense,0
h5,2011-06-22,psit,Veronica chamaedrys,0
h5,2011-06-22,pyre,Acinos alpinus,1
h5,2011-06-22,pyre,Carduus defloratus,0
h5,2011-06-22,pyre,Helianthemum nummularium,0
h5,2011-06-22,pyre,Hippocrepis comosa,0
h5,2011-06-22,pyre,Lotus corniculatus,0
h5,2011-06-22,pyre,Myosotis alpestris,0
h5,2011-06-22,pyre,Potentilla erecta,0
h5,2011-06-22,pyre,Thymus pulegioides,0
h5,2011-06-22,pyre,Trifolium pratense,0
h5,2011-06-22,pyre,Veronica chamaedrys,0
h5,2011-06-22,soro,Acinos alpinus,3
h5,2011-06-22,soro,Carduus defloratus,1
h5,2011-06-22,soro,Helianthemum nummularium,0
h5,2011-06-22,soro,Hippocrepis comosa,1
h5,2011-06-22,soro,Lotus corniculatus,0
h5,2011-06-22,soro,Myosotis alpestris,0
h5,2011-06-22,soro,Potentilla erecta,0
h5,2011-06-22,soro,Thymus pulegioides,0
h5,2011-06-22,soro,Trifolium pratense,1
h5,2011-06-22,soro,Veronica chamaedrys,5
h5,2011-06-22,telu,Acinos alpinus,1
h5,2011-06-22,telu,Carduus defloratus,0
h5,2011-06-22,telu,Helianthemum nummularium,1
h5,2011-06-22,telu,Hippocrepis comosa,0
h5,2011-06-22,telu,Lotus corniculatus,1
h5,2011-06-22,telu,Myosotis alpestris,0
h5,2011-06-22,telu,Potentilla erecta,6
h5,2011-06-22,telu,Thymus pulegioides,0
h5,2011-06-22,telu,Trifolium pratense,1
h5,2011-06-22,telu,Veronica chamaedrys,17
h5,2011-06-22,wurf,Acinos alpinus,1
h5,2011-06-22,wurf,Carduus defloratus,0
h5,2011-06-22,wurf,Helianthemum nummularium,0
h5,2011-06-22,wurf,Hippocrepis comosa,0
h5,2011-06-22,wurf,Lotus corniculatus,0
h5,2011-06-22,wurf,Myosotis alpestris,0
h5,2011-06-22,wurf,Potentilla erecta,0
h5,2011-06-22,wurf,Thymus pulegioides,0
h5,2011-06-22,wurf,Trifolium pratense,1
h5,2011-06-22,wurf,Veronica chamaedrys,0
h5,2011-06-29,hort,Acinos alpinus,2
h5,2011-06-29,hort,Carduus defloratus,0
h5,2011-06-29,hort,Hippocrepis comosa,0
h5,2011-06-29,hort,Potentilla erecta,0
h5,2011-06-29,hort,Thymus pulegioides,0
h5,2011-06-29,hort,Trifolium pratense,1
h5,2011-06-29,hort,Veronica chamaedrys,0
h5,2011-06-29,mont,Acinos alpinus,1
h5,2011-06-29,mont,Carduus defloratus,2
h5,2011-06-29,mont,Hippocrepis comosa,1
h5,2011-06-29,mont,Potentilla erecta,0
h5,2011-06-29,mont,Thymus pulegioides,0
h5,2011-06-29,mont,Trifolium pratense,5
h5,2011-06-29,mont,Veronica chamaedrys,2
h5,2011-06-29,pasc,Acinos alpinus,2
h5,2011-06-29,pasc,Carduus defloratus,1
h5,2011-06-29,pasc,Hippocrepis comosa,0
h5,2011-06-29,pasc,Potentilla erecta,0
h5,2011-06-29,pasc,Thymus pulegioides,0
h5,2011-06-29,pasc,Trifolium pratense,6
h5,2011-06-29,pasc,Veronica chamaedrys,0
h5,2011-06-29,prat,Acinos alpinus,1
h5,2011-06-29,prat,Carduus defloratus,0
h5,2011-06-29,prat,Hippocrepis comosa,0
h5,2011-06-29,prat,Potentilla erecta,0
h5,2011-06-29,prat,Thymus pulegioides,1
h5,2011-06-29,prat,Trifolium pratense,1
h5,2011-06-29,prat,Veronica chamaedrys,1
h5,2011-06-29,pyre,Acinos alpinus,0
h5,2011-06-29,pyre,Carduus defloratus,0
h5,2011-06-29,pyre,Hippocrepis comosa,0
h5,2011-06-29,pyre,Potentilla erecta,0
h5,2011-06-29,pyre,Thymus pulegioides,1
h5,2011-06-29,pyre,Trifolium pratense,0
h5,2011-06-29,pyre,Veronica chamaedrys,0
h5,2011-06-29,soro,Acinos alpinus,0
h5,2011-06-29,soro,Carduus defloratus,5
h5,2011-06-29,soro,Hippocrepis comosa,0
h5,2011-06-29,soro,Potentilla erecta,0
h5,2011-06-29,soro,Thymus pulegioides,3
h5,2011-06-29,soro,Trifolium pratense,1
h5,2011-06-29,soro,Veronica chamaedrys,0
h5,2011-06-29,telu,Acinos alpinus,3
h5,2011-06-29,telu,Carduus defloratus,0
