site,elev.mean,date,yday,bb.sp,ktype,visits,prop.visits,flower.cover,perc.flower.cover,bb.sp.abund,tongue,elev.mean0,yday0,prop.flower.cover0,bb.sp.abund0,visits.bin
ho5,1825,2011-06-05,156,telu,2,1,0.2,0.08,0.8205128205128205,5,short,1.446134818843969,-0.9323573555833202,-0.4463455488503561,0.16415509844284923,1
ho5,1825,2011-06-05,156,telu,3,0,0,0.01,0.10256410256410256,5,short,1.446134818843969,-0.9323573555833202,-0.5490807202011302,0.16415509844284923,0
ho5,1825,2011-06-05,156,telu,4,1,0.2,0.25,2.564102564102564,5,short,1.446134818843969,-0.9323573555833202,-0.1968458469984764,0.16415509844284923,1
ho5,1825,2011-06-05,156,telu,5,1,0.2,0.13,1.3333333333333335,5,short,1.446134818843969,-0.9323573555833202,-0.37296328359980324,0.16415509844284923,1
ho5,1825,2011-06-05,156,telu,6,0,0,0.03,0.3076923076923077,5,short,1.446134818843969,-0.9323573555833202,-0.5197278141009091,0.16415509844284923,0
ho5,1825,2011-06-05,156,telu,7,0,0,0.04,0.41025641025641024,5,short,1.446134818843969,-0.9323573555833202,-0.5050513610507984,0.16415509844284923,0
ho5,1825,2011-06-05,156,wurf,1,0,0,1.4100000000000001,14.461538461538462,1,med,1.446134818843969,-0.9323573555833202,1.50562270681435,-0.5722460446066416,0
ho5,1825,2011-06-05,156,wurf,2,0,0,0.08,0.8205128205128205,1,med,1.446134818843969,-0.9323573555833202,-0.4463455488503561,-0.5722460446066416,0
ho5,1825,2011-06-05,156,wurf,3,0,0,0.01,0.10256410256410256,1,med,1.446134818843969,-0.9323573555833202,-0.5490807202011302,-0.5722460446066416,0
ho5,1825,2011-06-05,156,wurf,4,0,0,0.25,2.564102564102564,1,med,1.446134818843969,-0.9323573555833202,-0.1968458469984764,-0.5722460446066416,0
ho5,1825,2011-06-05,156,wurf,5,0,0,0.13,1.3333333333333335,1,med,1.446134818843969,-0.9323573555833202,-0.37296328359980324,-0.5722460446066416,0
ho5,1825,2011-06-05,156,wurf,6,1,1,0.03,0.3076923076923077,1,med,1.446134818843969,-0.9323573555833202,-0.5197278141009091,-0.5722460446066416,1
ho5,1825,2011-06-05,156,wurf,7,0,0,0.04,0.41025641025641024,1,med,1.446134818843969,-0.9323573555833202,-0.5050513610507984,-0.5722460446066416,0
