site,sp.pair,bb.sp1,bb.sp2,subgenus1,subgenus2,tongue1,tongue2,elev.mean,tongue.diff,tongue.pair,subgenus.diff,niche.overlap,level,niche.overlap.genus,niche.overlap.family,niche.overlap.ktype
wmb2,mont:wurf,mont,wurf,Pyrobombus,Alpigenobombus,med,med,1140,FALSE,med:med,different,0.17588153168230303,genus,0.17588153168230303,NA,NA
wmb2,pasc:prat,pasc,prat,Thoracobombus,Pyrobombus,med,short,1140,TRUE,short:med,different,0.46721366239748763,genus,0.46721366239748763,NA,NA
wmb2,pasc:psit,pasc,psit,Thoracobombus,Psithyrus,med,short,1140,TRUE,short:med,different,0.3691287054676635,genus,0.3691287054676635,NA,NA
wmb2,pasc:soro,pasc,soro,Thoracobombus,Kallobombus,med,short,1140,TRUE,short:med,different,0.2337204075265391,genus,0.2337204075265391,NA,NA
wmb2,pasc:telu,pasc,telu,Thoracobombus,Bombus,med,short,1140,TRUE,short:med,different,0.21049509238013453,genus,0.21049509238013453,NA,NA
wmb2,pasc:wurf,pasc,wurf,Thoracobombus,Alpigenobombus,med,med,1140,FALSE,med:med,different,0.3524757730808685,genus,0.3524757730808685,NA,NA
wmb2,prat:psit,prat,psit,Pyrobombus,Psithyrus,short,short,1140,FALSE,short:short,different,0.19013411018732262,genus,0.19013411018732262,NA,NA
wmb2,prat:soro,prat,soro,Pyrobombus,Kallobombus,short,short,1140,FALSE,short:short,different,0.30868459054785413,genus,0.30868459054785413,NA,NA
wmb2,prat:telu,prat,telu,Pyrobombus,Bombus,short,short,1140,FALSE,short:short,different,0.3374194981041414,genus,0.3374194981041414,NA,NA
wmb2,prat:wurf,prat,wurf,Pyrobombus,Alpigenobombus,short,med,1140,TRUE,short:med,different,0.377106741344738,genus,0.377106741344738,NA,NA
wmb2,psit:soro,psit,soro,Psithyrus,Kallobombus,short,short,1140,FALSE,short:short,different,0.15071220919751038,genus,0.15071220919751038,NA,NA
wmb2,psit:telu,psit,telu,Psithyrus,Bombus,short,short,1140,FALSE,short:short,different,0.2933398529779392,genus,0.2933398529779392,NA,NA
wmb2,psit:wurf,psit,wurf,Psithyrus,Alpigenobombus,short,med,1140,TRUE,short:med,different,0.17776876754068516,genus,0.17776876754068516,NA,NA
wmb2,soro:telu,soro,telu,Kallobombus,Bombus,short,short,1140,FALSE,short:short,different,0.5308787515785177,genus,0.5308787515785177,NA,NA
wmb2,soro:wurf,soro,wurf,Kallobombus,Alpigenobombus,short,med,1140,TRUE,short:med,different,0.40865351398867267,genus,0.40865351398867267,NA,NA
wmb2,telu:wurf,telu,wurf,Bombus,Alpigenobombus,short,med,1140,TRUE,short:med,different,0.45300454531062195,genus,0.45300454531062195,NA,NA
wmb3,gers:hort,gers,hort,Megabombus,Megabombus,long,long,1420,FALSE,long:long,same,0.3991179047858521,genus,0.3991179047858521,NA,NA
wmb3,gers:hypn,gers,hypn,Megabombus,Pyrobombus,long,med,1420,TRUE,med:long,different,0,genus,0,NA,NA
wmb3,gers:jone,gers,jone,Megabombus,Pyrobombus,long,short,1420,TRUE,short:long,different,0,genus,0,NA,NA
wmb3,gers:lapi,gers,lapi,Megabombus,Melanobombus,long,short,1420,TRUE,short:long,different,0,genus,0,NA,NA
wmb3,gers:mont,gers,mont,Megabombus,Pyrobombus,long,med,1420,TRUE,med:long,different,0,genus,0,NA,NA
wmb3,gers:muci,gers,muci,Megabombus,Thoracobombus,long,med,1420,TRUE,med:long,different,0,genus,0,NA,NA
wmb3,gers:pasc,gers,pasc,Megabombus,Thoracobombus,long,med,1420,TRUE,med:long,different,0.1357986199186686,genus,0.1357986199186686,NA,NA
wmb3,gers:prat,gers,prat,Megabombus,Pyrobombus,long,short,1420,TRUE,short:long,different,0.1427919908910673,genus,0.1427919908910673,NA,NA
wmb3,gers:psit,gers,psit,Megabombus,Psithyrus,long,short,1420,TRUE,short:long,different,0,genus,0,NA,NA
wmb3,gers:soro,gers,soro,Megabombus,Kallobombus,long,short,1420,TRUE,short:long,different,0.17560643502651863,genus,0.17560643502651863,NA,NA
wmb3,gers:telu,gers,telu,Megabombus,Bombus,long,short,1420,TRUE,short:long,different,0,genus,0,NA,NA
wmb3,gers:wurf,gers,wurf,Megabombus,Alpigenobombus,long,med,1420,TRUE,med:long,different,0.14444926002289238,genus,0.14444926002289238,NA,NA
wmb3,hort:hypn,hort,hypn,Megabombus,Pyrobombus,long,med,1420,TRUE,med:long,different,0.24158727721507267,genus,0.24158727721507267,NA,NA
wmb3,hort:jone,hort,jone,Megabombus,Pyrobombus,long,short,1420,TRUE,short:long,different,0.17180648259487308,genus,0.17180648259487308,NA,NA
wmb3,hort:lapi,hort,lapi,Megabombus,Melanobombus,long,short,1420,TRUE,short:long,different,0,genus,0,NA,NA
wmb3,hort:mont,hort,mont,Megabombus,Pyrobombus,long,med,1420,TRUE,med:long,different,0.017878827512600948,genus,0.017878827512600948,NA,NA
wmb3,hort:muci,hort,muci,Megabombus,Thoracobombus,long,med,1420,TRUE,med:long,different,0.15382669246954717,genus,0.15382669246954717,NA,NA
wmb3,hort:pasc,hort,pasc,Megabombus,Thoracobombus,long,med,1420,TRUE,med:long,different,0.7653550871794517,genus,0.7653550871794517,NA,NA
wmb3,hort:prat,hort,prat,Megabombus,Pyrobombus,long,short,1420,TRUE,short:long,different,0.4035794041756968,genus,0.4035794041756968,NA,NA
wmb3,hort:psit,hort,psit,Megabombus,Psithyrus,long,short,1420,TRUE,short:long,different,0.4607327205473517,genus,0.4607327205473517,NA,NA
wmb3,hort:soro,hort,soro,Megabombus,Kallobombus,long,short,1420,TRUE,short:long,different,0.46841379138119255,genus,0.46841379138119255,NA,NA
wmb3,hort:telu,hort,telu,Megabombus,Bombus,long,short,1420,TRUE,short:long,different,0.24522996462587543,genus,0.24522996462587543,NA,NA
wmb3,hort:wurf,hort,wurf,Megabombus,Alpigenobombus,long,med,1420,TRUE,med:long,different,0.5491086473382342,genus,0.5491086473382342,NA,NA
wmb3,hypn:jone,hypn,jone,Pyrobombus,Pyrobombus,med,short,1420,TRUE,short:med,same,0.36363636363636365,genus,0.36363636363636365,NA,NA
wmb3,hypn:lapi,hypn,lapi,Pyrobombus,Melanobombus,med,short,1420,TRUE,short:med,different,0,genus,0,NA,NA
wmb3,hypn:mont,hypn,mont,Pyrobombus,Pyrobombus,med,med,1420,FALSE,med:med,same,0,genus,0,NA,NA
wmb3,hypn:muci,hypn,muci,Pyrobombus,Thoracobombus,med,med,1420,FALSE,med:med,different,0,genus,0,NA,NA
wmb3,hypn:pasc,hypn,pasc,Pyrobombus,Thoracobombus,med,med,1420,FALSE,med:med,different,0.2378115928527409,genus,0.2378115928527409,NA,NA
wmb3,hypn:prat,hypn,prat,Pyrobombus,Pyrobombus,med,short,1420,TRUE,short:med,same,0.03612726657465193,genus,0.03612726657465193,NA,NA
wmb3,hypn:psit,hypn,psit,Pyrobombus,Psithyrus,med,short,1420,TRUE,short:med,different,0.5263157894736842,genus,0.5263157894736842,NA,NA
wmb3,hypn:soro,hypn,soro,Pyrobombus,Kallobombus,med,short,1420,TRUE,short:med,different,0.0301039602902603,genus,0.0301039602902603,NA,NA
wmb3,hypn:telu,hypn,telu,Pyrobombus,Bombus,med,short,1420,TRUE,short:med,different,0.0033812625352306336,genus,0.0033812625352306336,NA,NA
wmb3,hypn:wurf,hypn,wurf,Pyrobombus,Alpigenobombus,med,med,1420,FALSE,med:med,different,0.12888773237870832,genus,0.12888773237870832,NA,NA
wmb3,jone:lapi,jone,lapi,Pyrobombus,Melanobombus,short,short,1420,FALSE,short:short,different,0,genus,0,NA,NA
wmb3,jone:mont,jone,mont,Pyrobombus,Pyrobombus,short,med,1420,TRUE,short:med,same,0.6293706293706294,genus,0.6293706293706294,NA,NA
wmb3,jone:muci,jone,muci,Pyrobombus,Thoracobombus,short,med,1420,TRUE,short:med,different,0,genus,0,NA,NA
wmb3,jone:pasc,jone,pasc,Pyrobombus,Thoracobombus,short,med,1420,TRUE,short:med,different,0.1655953613522918,genus,0.1655953613522918,NA,NA
wmb3,jone:prat,jone,prat,Pyrobombus,Pyrobombus,short,short,1420,FALSE,short:short,same,0.13965873301913068,genus,0.13965873301913068,NA,NA
wmb3,jone:psit,jone,psit,Pyrobombus,Psithyrus,short,short,1420,FALSE,short:short,different,0.26845637583892623,genus,0.26845637583892623,NA,NA
wmb3,jone:soro,jone,soro,Pyrobombus,Kallobombus,short,short,1420,FALSE,short:short,different,0.1077958612858444,genus,0.1077958612858444,NA,NA
wmb3,jone:telu,jone,telu,Pyrobombus,Bombus,short,short,1420,FALSE,short:short,different,0.051739864527183044,genus,0.051739864527183044,NA,NA
wmb3,jone:wurf,jone,wurf,Pyrobombus,Alpigenobombus,short,med,1420,TRUE,short:med,different,0.07657950644207412,genus,0.07657950644207412,NA,NA
wmb3,lapi:mont,lapi,mont,Melanobombus,Pyrobombus,short,med,1420,TRUE,short:med,different,0,genus,0,NA,NA
wmb3,lapi:muci,lapi,muci,Melanobombus,Thoracobombus,short,med,1420,TRUE,short:med,different,0,genus,0,NA,NA
wmb3,lapi:pasc,lapi,pasc,Melanobombus,Thoracobombus,short,med,1420,TRUE,short:med,different,0.08091061090162222,genus,0.08091061090162222,NA,NA
wmb3,lapi:prat,lapi,prat,Melanobombus,Pyrobombus,short,short,1420,FALSE,short:short,different,0,genus,0,NA,NA
wmb3,lapi:psit,lapi,psit,Melanobombus,Psithyrus,short,short,1420,FALSE,short:short,different,0,genus,0,NA,NA
wmb3,lapi:soro,lapi,soro,Melanobombus,Kallobombus,short,short,1420,FALSE,short:short,different,0,genus,0,NA,NA
wmb3,lapi:telu,lapi,telu,Melanobombus,Bombus,short,short,1420,FALSE,short:short,different,0.0642439881693816,genus,0.0642439881693816,NA,NA
wmb3,lapi:wurf,lapi,wurf,Melanobombus,Alpigenobombus,short,med,1420,TRUE,short:med,different,0.10079603727775532,genus,0.10079603727775532,NA,NA
wmb3,mont:muci,mont,muci,Pyrobombus,Thoracobombus,med,med,1420,FALSE,med:med,different,0,genus,0,NA,NA
wmb3,mont:pasc,mont,pasc,Pyrobombus,Thoracobombus,med,med,1420,FALSE,med:med,different,0.027768886654950475,genus,0.027768886654950475,NA,NA
wmb3,mont:prat,mont,prat,Pyrobombus,Pyrobombus,med,short,1420,TRUE,short:med,same,0.06000257445483581,genus,0.06000257445483581,NA,NA
wmb3,mont:psit,mont,psit,Pyrobombus,Psithyrus,med,short,1420,TRUE,short:med,different,0,genus,0,NA,NA
wmb3,mont:soro,mont,soro,Pyrobombus,Kallobombus,med,short,1420,TRUE,short:med,different,0.05869114262756403,genus,0.05869114262756403,NA,NA
wmb3,mont:telu,mont,telu,Pyrobombus,Bombus,med,short,1420,TRUE,short:med,different,0.09761548092242889,genus,0.09761548092242889,NA,NA
wmb3,mont:wurf,mont,wurf,Pyrobombus,Alpigenobombus,med,med,1420,FALSE,med:med,different,0,genus,0,NA,NA
wmb3,muci:pasc,muci,pasc,Thoracobombus,Thoracobombus,med,med,1420,FALSE,med:med,same,0.09090280454070787,genus,0.09090280454070787,NA,NA
wmb3,muci:prat,muci,prat,Thoracobombus,Pyrobombus,med,short,1420,TRUE,short:med,different,0.0674295512541151,genus,0.0674295512541151,NA,NA
wmb3,muci:psit,muci,psit,Thoracobombus,Psithyrus,med,short,1420,TRUE,short:med,different,0,genus,0,NA,NA
wmb3,muci:soro,muci,soro,Thoracobombus,Kallobombus,med,short,1420,TRUE,short:med,different,0.03351911544923947,genus,0.03351911544923947,NA,NA
wmb3,muci:telu,muci,telu,Thoracobombus,Bombus,med,short,1420,TRUE,short:med,different,0.19120234574220718,genus,0.19120234574220718,NA,NA
wmb3,muci:wurf,muci,wurf,Thoracobombus,Alpigenobombus,med,med,1420,FALSE,med:med,different,0.26644874144700614,genus,0.26644874144700614,NA,NA
wmb3,pasc:prat,pasc,prat,Thoracobombus,Pyrobombus,med,short,1420,TRUE,short:med,different,0.5218788896579621,genus,0.5218788896579621,NA,NA
wmb3,pasc:psit,pasc,psit,Thoracobombus,Psithyrus,med,short,1420,TRUE,short:med,different,0.5206814585875977,genus,0.5206814585875977,NA,NA
wmb3,pasc:soro,pasc,soro,Thoracobombus,Kallobombus,med,short,1420,TRUE,short:med,different,0.4328573838389391,genus,0.4328573838389391,NA,NA
wmb3,pasc:telu,pasc,telu,Thoracobombus,Bombus,med,short,1420,TRUE,short:med,different,0.3203450180726657,genus,0.3203450180726657,NA,NA
wmb3,pasc:wurf,pasc,wurf,Thoracobombus,Alpigenobombus,med,med,1420,FALSE,med:med,different,0.617044913505005,genus,0.617044913505005,NA,NA
wmb3,prat:psit,prat,psit,Pyrobombus,Psithyrus,short,short,1420,FALSE,short:short,different,0.25268522482751454,genus,0.25268522482751454,NA,NA
wmb3,prat:soro,prat,soro,Pyrobombus,Kallobombus,short,short,1420,FALSE,short:short,different,0.6462101908235102,genus,0.6462101908235102,NA,NA
wmb3,prat:telu,prat,telu,Pyrobombus,Bombus,short,short,1420,FALSE,short:short,different,0.21943369576678462,genus,0.21943369576678462,NA,NA
wmb3,prat:wurf,prat,wurf,Pyrobombus,Alpigenobombus,short,med,1420,TRUE,short:med,different,0.42272973940576464,genus,0.42272973940576464,NA,NA
wmb3,psit:soro,psit,soro,Psithyrus,Kallobombus,short,short,1420,FALSE,short:short,different,0.19453847647894462,genus,0.19453847647894462,NA,NA
wmb3,psit:telu,psit,telu,Psithyrus,Bombus,short,short,1420,FALSE,short:short,different,0.22006360846399986,genus,0.22006360846399986,NA,NA
wmb3,psit:wurf,psit,wurf,Psithyrus,Alpigenobombus,short,med,1420,TRUE,short:med,different,0.4094714251162106,genus,0.4094714251162106,NA,NA
wmb3,soro:telu,soro,telu,Kallobombus,Bombus,short,short,1420,FALSE,short:short,different,0.19035596050331827,genus,0.19035596050331827,NA,NA
wmb3,soro:wurf,soro,wurf,Kallobombus,Alpigenobombus,short,med,1420,TRUE,short:med,different,0.39926522262965514,genus,0.39926522262965514,NA,NA
wmb3,telu:wurf,telu,wurf,Bombus,Alpigenobombus,short,med,1420,TRUE,short:med,different,0.46015154553564086,genus,0.46015154553564086,NA,NA
wmb4,gers:hort,gers,hort,Megabombus,Megabombus,long,long,1655,FALSE,long:long,same,0,genus,0,NA,NA
wmb4,gers:hypn,gers,hypn,Megabombus,Pyrobombus,long,med,1655,TRUE,med:long,different,0,genus,0,NA,NA
wmb4,gers:lapi,gers,lapi,Megabombus,Melanobombus,long,short,1655,TRUE,short:long,different,0,genus,0,NA,NA
wmb4,gers:mend,gers,mend,Megabombus,Mendacibombus,long,long,1655,FALSE,long:long,different,0,genus,0,NA,NA
wmb4,gers:mont,gers,mont,Megabombus,Pyrobombus,long,med,1655,TRUE,med:long,different,0,genus,0,NA,NA
wmb4,gers:muci,gers,muci,Megabombus,Thoracobombus,long,med,1655,TRUE,med:long,different,0,genus,0,NA,NA
wmb4,gers:pasc,gers,pasc,Megabombus,Thoracobombus,long,med,1655,TRUE,med:long,different,0.031162539682230372,genus,0.031162539682230372,NA,NA
wmb4,gers:prat,gers,prat,Megabombus,Pyrobombus,long,short,1655,TRUE,short:long,different,0,genus,0,NA,NA
wmb4,gers:psit,gers,psit,Megabombus,Psithyrus,long,short,1655,TRUE,short:long,different,0,genus,0,NA,NA
wmb4,gers:pyre,gers,pyre,Megabombus,Pyrobombus,long,short,1655,TRUE,short:long,different,0,genus,0,NA,NA
wmb4,gers:soro,gers,soro,Megabombus,Kallobombus,long,short,1655,TRUE,short:long,different,0,genus,0,NA,NA
wmb4,gers:telu,gers,telu,Megabombus,Bombus,long,short,1655,TRUE,short:long,different,0.3412591351835257,genus,0.3412591351835257,NA,NA
wmb4,gers:wurf,gers,wurf,Megabombus,Alpigenobombus,long,med,1655,TRUE,med:long,different,0,genus,0,NA,NA
wmb4,hort:hypn,hort,hypn,Megabombus,Pyrobombus,long,med,1655,TRUE,med:long,different,0.2517560187994281,genus,0.2517560187994281,NA,NA
wmb4,hort:lapi,hort,lapi,Megabombus,Melanobombus,long,short,1655,TRUE,short:long,different,0,genus,0,NA,NA
wmb4,hort:mend,hort,mend,Megabombus,Mendacibombus,long,long,1655,FALSE,long:long,different,0.12489855464562583,genus,0.12489855464562583,NA,NA
wmb4,hort:mont,hort,mont,Megabombus,Pyrobombus,long,med,1655,TRUE,med:long,different,0.08963756444268256,genus,0.08963756444268256,NA,NA
wmb4,hort:muci,hort,muci,Megabombus,Thoracobombus,long,med,1655,TRUE,med:long,different,0.5727681744390443,genus,0.5727681744390443,NA,NA
wmb4,hort:pasc,hort,pasc,Megabombus,Thoracobombus,long,med,1655,TRUE,med:long,different,0.23843680638073772,genus,0.23843680638073772,NA,NA
wmb4,hort:prat,hort,prat,Megabombus,Pyrobombus,long,short,1655,TRUE,short:long,different,0.35455712596612776,genus,0.35455712596612776,NA,NA
wmb4,hort:psit,hort,psit,Megabombus,Psithyrus,long,short,1655,TRUE,short:long,different,0,genus,0,NA,NA
wmb4,hort:pyre,hort,pyre,Megabombus,Pyrobombus,long,short,1655,TRUE,short:long,different,0.10150997159816966,genus,0.10150997159816966,NA,NA
wmb4,hort:soro,hort,soro,Megabombus,Kallobombus,long,short,1655,TRUE,short:long,different,0.17749821037445002,genus,0.17749821037445002,NA,NA
wmb4,hort:telu,hort,telu,Megabombus,Bombus,long,short,1655,TRUE,short:long,different,0.06481646024317189,genus,0.06481646024317189,NA,NA
wmb4,hort:wurf,hort,wurf,Megabombus,Alpigenobombus,long,med,1655,TRUE,med:long,different,0.268381753315019,genus,0.268381753315019,NA,NA
wmb4,hypn:lapi,hypn,lapi,Pyrobombus,Melanobombus,med,short,1655,TRUE,short:med,different,0,genus,0,NA,NA
wmb4,hypn:mend,hypn,mend,Pyrobombus,Mendacibombus,med,long,1655,TRUE,med:long,different,0.2541118650693921,genus,0.2541118650693921,NA,NA
wmb4,hypn:mont,hypn,mont,Pyrobombus,Pyrobombus,med,med,1655,FALSE,med:med,same,0.3016349329425154,genus,0.3016349329425154,NA,NA
wmb4,hypn:muci,hypn,muci,Pyrobombus,Thoracobombus,med,med,1655,FALSE,med:med,different,0.2827895073576455,genus,0.2827895073576455,NA,NA
wmb4,hypn:pasc,hypn,pasc,Pyrobombus,Thoracobombus,med,med,1655,FALSE,med:med,different,0.35390013338503956,genus,0.35390013338503956,NA,NA
wmb4,hypn:prat,hypn,prat,Pyrobombus,Pyrobombus,med,short,1655,TRUE,short:med,same,0.3182640291044534,genus,0.3182640291044534,NA,NA
wmb4,hypn:psit,hypn,psit,Pyrobombus,Psithyrus,med,short,1655,TRUE,short:med,different,0,genus,0,NA,NA
wmb4,hypn:pyre,hypn,pyre,Pyrobombus,Pyrobombus,med,short,1655,TRUE,short:med,same,0.2513310779316811,genus,0.2513310779316811,NA,NA
wmb4,hypn:soro,hypn,soro,Pyrobombus,Kallobombus,med,short,1655,TRUE,short:med,different,0.2538224976460002,genus,0.2538224976460002,NA,NA
wmb4,hypn:telu,hypn,telu,Pyrobombus,Bombus,med,short,1655,TRUE,short:med,different,0.21099912801573661,genus,0.21099912801573661,NA,NA
wmb4,hypn:wurf,hypn,wurf,Pyrobombus,Alpigenobombus,med,med,1655,FALSE,med:med,different,0.28561726236757157,genus,0.28561726236757157,NA,NA
wmb4,lapi:mend,lapi,mend,Melanobombus,Mendacibombus,short,long,1655,TRUE,short:long,different,0.23866348448687347,genus,0.23866348448687347,NA,NA
wmb4,lapi:mont,lapi,mont,Melanobombus,Pyrobombus,short,med,1655,TRUE,short:med,different,0.04872173605858943,genus,0.04872173605858943,NA,NA
wmb4,lapi:muci,lapi,muci,Melanobombus,Thoracobombus,short,med,1655,TRUE,short:med,different,0.3798882681564246,genus,0.3798882681564246,NA,NA
wmb4,lapi:pasc,lapi,pasc,Melanobombus,Thoracobombus,short,med,1655,TRUE,short:med,different,0.15909296574612353,genus,0.15909296574612353,NA,NA
wmb4,lapi:prat,lapi,prat,Melanobombus,Pyrobombus,short,short,1655,FALSE,short:short,different,0.0020653826111095563,genus,0.0020653826111095563,NA,NA
wmb4,lapi:psit,lapi,psit,Melanobombus,Psithyrus,short,short,1655,FALSE,short:short,different,0,genus,0,NA,NA
wmb4,lapi:pyre,lapi,pyre,Melanobombus,Pyrobombus,short,short,1655,FALSE,short:short,different,0,genus,0,NA,NA
wmb4,lapi:soro,lapi,soro,Melanobombus,Kallobombus,short,short,1655,FALSE,short:short,different,0,genus,0,NA,NA
wmb4,lapi:telu,lapi,telu,Melanobombus,Bombus,short,short,1655,FALSE,short:short,different,0.056425121558122626,genus,0.056425121558122626,NA,NA
wmb4,lapi:wurf,lapi,wurf,Melanobombus,Alpigenobombus,short,med,1655,TRUE,short:med,different,0.2262173639204672,genus,0.2262173639204672,NA,NA
wmb4,mend:mont,mend,mont,Mendacibombus,Pyrobombus,long,med,1655,TRUE,med:long,different,0.0660647057499304,genus,0.0660647057499304,NA,NA
wmb4,mend:muci,mend,muci,Mendacibombus,Thoracobombus,long,med,1655,TRUE,med:long,different,0.24359488737318735,genus,0.24359488737318735,NA,NA
wmb4,mend:pasc,mend,pasc,Mendacibombus,Thoracobombus,long,med,1655,TRUE,med:long,different,0.37928825916853404,genus,0.37928825916853404,NA,NA
wmb4,mend:prat,mend,prat,Mendacibombus,Pyrobombus,long,short,1655,TRUE,short:long,different,0.23546188776094057,genus,0.23546188776094057,NA,NA
wmb4,mend:psit,mend,psit,Mendacibombus,Psithyrus,long,short,1655,TRUE,short:long,different,0,genus,0,NA,NA
wmb4,mend:pyre,mend,pyre,Mendacibombus,Pyrobombus,long,short,1655,TRUE,short:long,different,0.20872122231167256,genus,0.20872122231167256,NA,NA
wmb4,mend:soro,mend,soro,Mendacibombus,Kallobombus,long,short,1655,TRUE,short:long,different,0.2892948831412768,genus,0.2892948831412768,NA,NA
wmb4,mend:telu,mend,telu,Mendacibombus,Bombus,long,short,1655,TRUE,short:long,different,0.10746117111021924,genus,0.10746117111021924,NA,NA
wmb4,mend:wurf,mend,wurf,Mendacibombus,Alpigenobombus,long,med,1655,TRUE,med:long,different,0.24366265177957125,genus,0.24366265177957125,NA,NA
wmb4,mont:muci,mont,muci,Pyrobombus,Thoracobombus,med,med,1655,FALSE,med:med,different,0.029375627902995305,genus,0.029375627902995305,NA,NA
wmb4,mont:pasc,mont,pasc,Pyrobombus,Thoracobombus,med,med,1655,FALSE,med:med,different,0.09867875352151745,genus,0.09867875352151745,NA,NA
wmb4,mont:prat,mont,prat,Pyrobombus,Pyrobombus,med,short,1655,TRUE,short:med,same,0.19863327347097504,genus,0.19863327347097504,NA,NA
wmb4,mont:psit,mont,psit,Pyrobombus,Psithyrus,med,short,1655,TRUE,short:med,different,0,genus,0,NA,NA
wmb4,mont:pyre,mont,pyre,Pyrobombus,Pyrobombus,med,short,1655,TRUE,short:med,same,0.18996313388682162,genus,0.18996313388682162,NA,NA
wmb4,mont:soro,mont,soro,Pyrobombus,Kallobombus,med,short,1655,TRUE,short:med,different,0.2230619955213221,genus,0.2230619955213221,NA,NA
wmb4,mont:telu,mont,telu,Pyrobombus,Bombus,med,short,1655,TRUE,short:med,different,0.13450248073743754,genus,0.13450248073743754,NA,NA
wmb4,mont:wurf,mont,wurf,Pyrobombus,Alpigenobombus,med,med,1655,FALSE,med:med,different,0.3522015410282031,genus,0.3522015410282031,NA,NA
wmb4,muci:pasc,muci,pasc,Thoracobombus,Thoracobombus,med,med,1655,FALSE,med:med,same,0.30527287765399946,genus,0.30527287765399946,NA,NA
wmb4,muci:prat,muci,prat,Thoracobombus,Pyrobombus,med,short,1655,TRUE,short:med,different,0.19249069492468174,genus,0.19249069492468174,NA,NA
wmb4,muci:psit,muci,psit,Thoracobombus,Psithyrus,med,short,1655,TRUE,short:med,different,0,genus,0,NA,NA
wmb4,muci:pyre,muci,pyre,Thoracobombus,Pyrobombus,med,short,1655,TRUE,short:med,different,0.044222798898754356,genus,0.044222798898754356,NA,NA
wmb4,muci:soro,muci,soro,Thoracobombus,Kallobombus,med,short,1655,TRUE,short:med,different,0.06969222567531697,genus,0.06969222567531697,NA,NA
wmb4,muci:telu,muci,telu,Thoracobombus,Bombus,med,short,1655,TRUE,short:med,different,0.08438372306969621,genus,0.08438372306969621,NA,NA
wmb4,muci:wurf,muci,wurf,Thoracobombus,Alpigenobombus,med,med,1655,FALSE,med:med,different,0.338422946825627,genus,0.338422946825627,NA,NA
wmb4,pasc:prat,pasc,prat,Thoracobombus,Pyrobombus,med,short,1655,TRUE,short:med,different,0.5644876455506629,genus,0.5644876455506629,NA,NA
wmb4,pasc:psit,pasc,psit,Thoracobombus,Psithyrus,med,short,1655,TRUE,short:med,different,0.518620285949486,genus,0.518620285949486,NA,NA
wmb4,pasc:pyre,pasc,pyre,Thoracobombus,Pyrobombus,med,short,1655,TRUE,short:med,different,0.18661186622234627,genus,0.18661186622234627,NA,NA
wmb4,pasc:soro,pasc,soro,Thoracobombus,Kallobombus,med,short,1655,TRUE,short:med,different,0.31946073839214684,genus,0.31946073839214684,NA,NA
wmb4,pasc:telu,pasc,telu,Thoracobombus,Bombus,med,short,1655,TRUE,short:med,different,0.6273995523237261,genus,0.6273995523237261,NA,NA
wmb4,pasc:wurf,pasc,wurf,Thoracobombus,Alpigenobombus,med,med,1655,FALSE,med:med,different,0.5659939276943273,genus,0.5659939276943273,NA,NA
wmb4,prat:psit,prat,psit,Pyrobombus,Psithyrus,short,short,1655,FALSE,short:short,different,0.25205437240135,genus,0.25205437240135,NA,NA
wmb4,prat:pyre,prat,pyre,Pyrobombus,Pyrobombus,short,short,1655,FALSE,short:short,same,0.35369448311834617,genus,0.35369448311834617,NA,NA
wmb4,prat:soro,prat,soro,Pyrobombus,Kallobombus,short,short,1655,FALSE,short:short,different,0.3738773593304525,genus,0.3738773593304525,NA,NA
wmb4,prat:telu,prat,telu,Pyrobombus,Bombus,short,short,1655,FALSE,short:short,different,0.34290263124294096,genus,0.34290263124294096,NA,NA
wmb4,prat:wurf,prat,wurf,Pyrobombus,Alpigenobombus,short,med,1655,TRUE,short:med,different,0.3834738491150659,genus,0.3834738491150659,NA,NA
wmb4,psit:pyre,psit,pyre,Psithyrus,Pyrobombus,short,short,1655,FALSE,short:short,different,0.07422551737138006,genus,0.07422551737138006,NA,NA
wmb4,psit:soro,psit,soro,Psithyrus,Kallobombus,short,short,1655,FALSE,short:short,different,0.2899527143304086,genus,0.2899527143304086,NA,NA
wmb4,psit:telu,psit,telu,Psithyrus,Bombus,short,short,1655,FALSE,short:short,different,0.3162700373536116,genus,0.3162700373536116,NA,NA
wmb4,psit:wurf,psit,wurf,Psithyrus,Alpigenobombus,short,med,1655,TRUE,short:med,different,0.18165663913233265,genus,0.18165663913233265,NA,NA
wmb4,pyre:soro,pyre,soro,Pyrobombus,Kallobombus,short,short,1655,FALSE,short:short,different,0.4863964338557345,genus,0.4863964338557345,NA,NA
wmb4,pyre:telu,pyre,telu,Pyrobombus,Bombus,short,short,1655,FALSE,short:short,different,0.1575247034368773,genus,0.1575247034368773,NA,NA
wmb4,pyre:wurf,pyre,wurf,Pyrobombus,Alpigenobombus,short,med,1655,TRUE,short:med,different,0.16515162715197174,genus,0.16515162715197174,NA,NA
wmb4,soro:telu,soro,telu,Kallobombus,Bombus,short,short,1655,FALSE,short:short,different,0.2608049187868171,genus,0.2608049187868171,NA,NA
wmb4,soro:wurf,soro,wurf,Kallobombus,Alpigenobombus,short,med,1655,TRUE,short:med,different,0.19186073242762802,genus,0.19186073242762802,NA,NA
wmb4,telu:wurf,telu,wurf,Bombus,Alpigenobombus,short,med,1655,TRUE,short:med,different,0.2906258782237403,genus,0.2906258782237403,NA,NA
wmb5,gers:hort,gers,hort,Megabombus,Megabombus,long,long,1813,FALSE,long:long,same,0,genus,0,NA,NA
