site,elev,sp.pair,bb.sp1,bb.sp2,bb.sp1.abund,bb.sp2.abund,niche.overlap,same.class,log.bb.sp1.abund,log.bb.sp2.abund
ho3,133.3,jone_wurf,jone,wurf,10,34,0.02282491944146081,short:med,2.302585092994046,3.5263605246161616
ho3,133.3,mont_muci,mont,muci,9,7,0,med:med,2.1972245773362196,1.9459101490553132
ho3,133.3,mont_pasc,mont,pasc,9,85,0.04061156235069274,med:med,2.1972245773362196,4.442651256490317
ho3,133.3,mont_prat,mont,prat,9,147,0.0667777104784979,short:med,2.1972245773362196,4.990432586778736
ho3,133.3,mont_psit,mont,psit,9,8,0.851063829787234,short:med,2.1972245773362196,2.0794415416798357
ho3,133.3,mont_pyre,mont,pyre,9,1,0,short:med,2.1972245773362196,0
ho3,133.3,mont_soro,mont,soro,9,43,0.5915735167669819,short:med,2.1972245773362196,3.7612001156935624
ho3,133.3,mont_telu,mont,telu,9,112,0.049344641480339235,short:med,2.1972245773362196,4.718498871295094
ho3,133.3,mont_wurf,mont,wurf,9,34,0.044795783926218746,med:med,2.1972245773362196,3.5263605246161616
ho3,133.3,muci_pasc,muci,pasc,7,85,0.6024192688905468,med:med,1.9459101490553132,4.442651256490317
ho3,133.3,muci_prat,muci,prat,7,147,0.3944971537001899,short:med,1.9459101490553132,4.990432586778736
ho3,133.3,muci_psit,muci,psit,7,8,0.09730668983492619,short:med,1.9459101490553132,2.0794415416798357
ho3,133.3,muci_pyre,muci,pyre,7,1,0,short:med,1.9459101490553132,0
ho3,133.3,muci_soro,muci,soro,7,43,0.20316388947479436,short:med,1.9459101490553132,3.7612001156935624
ho3,133.3,muci_telu,muci,telu,7,112,0.3435473048535005,short:med,1.9459101490553132,4.718498871295094
ho3,133.3,muci_wurf,muci,wurf,7,34,0.79899896233901,med:med,1.9459101490553132,3.5263605246161616
ho3,133.3,pasc_prat,pasc,prat,85,147,0.5353551571878924,short:med,4.442651256490317,4.990432586778736
ho3,133.3,pasc_psit,pasc,psit,85,8,0.14998724832677368,short:med,4.442651256490317,2.0794415416798357
ho3,133.3,pasc_pyre,pasc,pyre,85,1,0,short:med,4.442651256490317,0
ho3,133.3,pasc_soro,pasc,soro,85,43,0.27968280952045643,short:med,4.442651256490317,3.7612001156935624
ho3,133.3,pasc_telu,pasc,telu,85,112,0.4729757445788303,short:med,4.442651256490317,4.718498871295094
ho3,133.3,pasc_wurf,pasc,wurf,85,34,0.31529549787358846,med:med,4.442651256490317,3.5263605246161616
ho3,133.3,prat_psit,prat,psit,147,8,0.4010553206446579,short:short,4.990432586778736,2.0794415416798357
ho3,133.3,prat_pyre,prat,pyre,147,1,0,short:short,4.990432586778736,0
ho3,133.3,prat_soro,prat,soro,147,43,0.6724175223993621,short:short,4.990432586778736,3.7612001156935624
ho3,133.3,prat_telu,prat,telu,147,112,0.4545433451526377,short:short,4.990432586778736,4.718498871295094
ho3,133.3,prat_wurf,prat,wurf,147,34,0.11804519651552581,short:med,4.990432586778736,3.5263605246161616
ho3,133.3,psit_pyre,psit,pyre,8,1,0,short:short,2.0794415416798357,0
ho3,133.3,psit_soro,psit,soro,8,43,0.8880206516430614,short:short,2.0794415416798357,3.7612001156935624
ho3,133.3,psit_telu,psit,telu,8,112,0.0560292326431181,short:short,2.0794415416798357,4.718498871295094
ho3,133.3,psit_wurf,psit,wurf,8,34,0.04701977596459683,short:med,2.0794415416798357,3.5263605246161616
ho3,133.3,pyre_soro,pyre,soro,1,43,0.03697334479793635,short:short,0,3.7612001156935624
ho3,133.3,pyre_telu,pyre,telu,1,112,0.024672320740169673,short:short,0,4.718498871295094
ho3,133.3,pyre_wurf,pyre,wurf,1,34,0,short:med,0,3.5263605246161616
ho3,133.3,soro_telu,soro,telu,43,112,0.13891367602608062,short:short,3.7612001156935624,4.718498871295094
ho3,133.3,soro_wurf,soro,wurf,43,34,0.06227646938357567,short:med,3.7612001156935624,3.5263605246161616
ho3,133.3,telu_wurf,telu,wurf,112,34,0.2879117866552948,short:med,4.718498871295094,3.5263605246161616
wmb4,165.5,gers_hort,gers,hort,5,23,0,long:long,1.6094379124341003,3.1354942159291497
wmb4,165.5,gers_hypn,gers,hypn,5,5,0,med:long,1.6094379124341003,1.6094379124341003
wmb4,165.5,gers_lapi,gers,lapi,5,1,0,short:long,1.6094379124341003,0
wmb4,165.5,gers_mend,gers,mend,5,14,0,long:long,1.6094379124341003,2.6390573296152584
wmb4,165.5,gers_mont,gers,mont,5,31,0,med:long,1.6094379124341003,3.4339872044851463
wmb4,165.5,gers_muci,gers,muci,5,8,0,med:long,1.6094379124341003,2.0794415416798357
wmb4,165.5,gers_pasc,gers,pasc,5,136,0.012199205855618844,med:long,1.6094379124341003,4.912654885736052
wmb4,165.5,gers_prat,gers,prat,5,276,0,short:long,1.6094379124341003,5.62040086571715
wmb4,165.5,gers_psit,gers,psit,5,3,0,short:long,1.6094379124341003,1.0986122886681098
wmb4,165.5,gers_pyre,gers,pyre,5,19,0,short:long,1.6094379124341003,2.9444389791664403
