site,date,bb.sp,bb.abund,elev.class,management,elev.mean,transect,lat,lon,elev.class2,year,yday,bb.annual.abund,abund.class,bb.sp.ord,clade,subgenus,bb.sp.lat,pbl.w,pbl.w.class,pbl.w.class2,pbl.w.ref,Notes,pbl.w.durieaux,notes_durieaux
ho2,2012-06-08,pyre,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,160,56,high elev.,pyre,SF,Pyrobombus,Bombus pyrenaeus,6.1,1,short,Arbetman.2017,NA,7.8,NA
ho2,2012-06-08,soro,2,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,160,449,dominant,soro,K,Kallobombus,Bombus soroeensis,6.2,1,short,Arbetman.2017,NA,8,NA
ho2,2012-06-08,telu,1,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,160,685,dominant,telu,SF,Bombus,Bombus telu,6.9,1,short,Arbetman.2017,"B. terrestris = 7.6, B. lucorum = 6.1, B. cryptarum not given, but observed only once.",8.2,"terr = 8.9, luc = 7.5"
ho2,2012-06-08,wurf,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,160,1038,dominant,wurf,SF,Alpigenobombus,Bombus wurflenii,7.5,2,med,Arbetman.2017,NA,9,NA
ho2,2012-06-18,gers,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,170,29,minor,gers,LF,Megabombus,Bombus gerstaeckeri,16.8,5,long,Obeso.1992,NA,16.8,"Missing in Durieaux, added from Obeso."
ho2,2012-06-18,hort,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,170,364,common,hort,LF,Megabombus,Bombus hortorum,12.7,5,long,Arbetman.2017,NA,12.18,NA
ho2,2012-06-18,humi,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,170,3,minor,humi,LF,Thoracobombus,Bombus humilis,7.9,2,med,Arbetman.2017,NA,9.1,NA
ho2,2012-06-18,hypn,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,170,3,high elev.,hypn,SF,Pyrobombus,Bombus hypnorum,8.9,4,med,Arbetman.2017,NA,7.7,NA
ho2,2012-06-18,jone,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,170,24,common,jone,SF,Pyrobombus,Bombus jonellus,6,1,short,Arbetman.2017,NA,6,"Missing in Durieaux, added from Arbetman."
ho2,2012-06-18,lapi,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,170,23,high elev.,lapi,SF,Melanobombus,Bombus lapidarius,7,1,short,Arbetman.2017,NA,7.7,NA
ho2,2012-06-18,mend,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,170,54,high elev.,mend,M,Mendacibombus,Bombus mendax,10.3,5,long,Durieux.2000,NA,10.26,NA
ho2,2012-06-18,mont,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,170,42,high elev.,mont,SF,Pyrobombus,Bombus monticola,7.5,2,med,Arbetman.2017,NA,7.5,NA
ho2,2012-06-18,muci,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,170,7,minor,muci,LF,Thoracobombus,Bombus mucidus,8,2,med,Arbetman.2017,NA,7.7,NA
ho2,2012-06-18,pasc,4,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,170,1305,dominant,pasc,LF,Thoracobombus,Bombus pascuorum,8.4,3,med,Arbetman.2017,NA,9.15,NA
ho2,2012-06-18,prat,10,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,170,799,dominant,prat,SF,Pyrobombus,Bombus pratorum,7.3,2,short,Arbetman.2017,NA,8,NA
ho2,2012-06-18,psit,1,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,170,429,common,psit,LF,Psithyrus,Psithyrus,6.6,1,short,Arbetman.2017,"Tongue lengths are given only for B. silvestris and B. quadricolor, both 6.6 mm.",6.6,"Missing in Durieaux, added from Arbetman."
ho2,2012-06-18,pyre,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,170,56,high elev.,pyre,SF,Pyrobombus,Bombus pyrenaeus,6.1,1,short,Arbetman.2017,NA,7.8,NA
ho2,2012-06-18,soro,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,170,449,dominant,soro,K,Kallobombus,Bombus soroeensis,6.2,1,short,Arbetman.2017,NA,8,NA
ho2,2012-06-18,telu,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,170,685,dominant,telu,SF,Bombus,Bombus telu,6.9,1,short,Arbetman.2017,"B. terrestris = 7.6, B. lucorum = 6.1, B. cryptarum not given, but observed only once.",8.2,"terr = 8.9, luc = 7.5"
ho2,2012-06-18,wurf,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,170,1038,dominant,wurf,SF,Alpigenobombus,Bombus wurflenii,7.5,2,med,Arbetman.2017,NA,9,NA
ho2,2012-06-21,gers,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,173,29,minor,gers,LF,Megabombus,Bombus gerstaeckeri,16.8,5,long,Obeso.1992,NA,16.8,"Missing in Durieaux, added from Obeso."
ho2,2012-06-21,hort,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,173,364,common,hort,LF,Megabombus,Bombus hortorum,12.7,5,long,Arbetman.2017,NA,12.18,NA
ho2,2012-06-21,humi,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,173,3,minor,humi,LF,Thoracobombus,Bombus humilis,7.9,2,med,Arbetman.2017,NA,9.1,NA
ho2,2012-06-21,hypn,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,173,3,high elev.,hypn,SF,Pyrobombus,Bombus hypnorum,8.9,4,med,Arbetman.2017,NA,7.7,NA
ho2,2012-06-21,jone,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,173,24,common,jone,SF,Pyrobombus,Bombus jonellus,6,1,short,Arbetman.2017,NA,6,"Missing in Durieaux, added from Arbetman."
ho2,2012-06-21,lapi,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,173,23,high elev.,lapi,SF,Melanobombus,Bombus lapidarius,7,1,short,Arbetman.2017,NA,7.7,NA
ho2,2012-06-21,mend,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,173,54,high elev.,mend,M,Mendacibombus,Bombus mendax,10.3,5,long,Durieux.2000,NA,10.26,NA
ho2,2012-06-21,mont,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,173,42,high elev.,mont,SF,Pyrobombus,Bombus monticola,7.5,2,med,Arbetman.2017,NA,7.5,NA
ho2,2012-06-21,muci,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,173,7,minor,muci,LF,Thoracobombus,Bombus mucidus,8,2,med,Arbetman.2017,NA,7.7,NA
ho2,2012-06-21,pasc,2,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,173,1305,dominant,pasc,LF,Thoracobombus,Bombus pascuorum,8.4,3,med,Arbetman.2017,NA,9.15,NA
ho2,2012-06-21,prat,5,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,173,799,dominant,prat,SF,Pyrobombus,Bombus pratorum,7.3,2,short,Arbetman.2017,NA,8,NA
ho2,2012-06-21,psit,1,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,173,429,common,psit,LF,Psithyrus,Psithyrus,6.6,1,short,Arbetman.2017,"Tongue lengths are given only for B. silvestris and B. quadricolor, both 6.6 mm.",6.6,"Missing in Durieaux, added from Arbetman."
ho2,2012-06-21,pyre,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,173,56,high elev.,pyre,SF,Pyrobombus,Bombus pyrenaeus,6.1,1,short,Arbetman.2017,NA,7.8,NA
ho2,2012-06-21,soro,9,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,173,449,dominant,soro,K,Kallobombus,Bombus soroeensis,6.2,1,short,Arbetman.2017,NA,8,NA
ho2,2012-06-21,telu,1,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,173,685,dominant,telu,SF,Bombus,Bombus telu,6.9,1,short,Arbetman.2017,"B. terrestris = 7.6, B. lucorum = 6.1, B. cryptarum not given, but observed only once.",8.2,"terr = 8.9, luc = 7.5"
ho2,2012-06-21,wurf,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,173,1038,dominant,wurf,SF,Alpigenobombus,Bombus wurflenii,7.5,2,med,Arbetman.2017,NA,9,NA
ho2,2012-06-26,gers,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,178,29,minor,gers,LF,Megabombus,Bombus gerstaeckeri,16.8,5,long,Obeso.1992,NA,16.8,"Missing in Durieaux, added from Obeso."
ho2,2012-06-26,hort,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,178,364,common,hort,LF,Megabombus,Bombus hortorum,12.7,5,long,Arbetman.2017,NA,12.18,NA
ho2,2012-06-26,humi,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,178,3,minor,humi,LF,Thoracobombus,Bombus humilis,7.9,2,med,Arbetman.2017,NA,9.1,NA
ho2,2012-06-26,hypn,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,178,3,high elev.,hypn,SF,Pyrobombus,Bombus hypnorum,8.9,4,med,Arbetman.2017,NA,7.7,NA
ho2,2012-06-26,jone,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,178,24,common,jone,SF,Pyrobombus,Bombus jonellus,6,1,short,Arbetman.2017,NA,6,"Missing in Durieaux, added from Arbetman."
ho2,2012-06-26,lapi,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,178,23,high elev.,lapi,SF,Melanobombus,Bombus lapidarius,7,1,short,Arbetman.2017,NA,7.7,NA
ho2,2012-06-26,mend,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,178,54,high elev.,mend,M,Mendacibombus,Bombus mendax,10.3,5,long,Durieux.2000,NA,10.26,NA
ho2,2012-06-26,mont,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,178,42,high elev.,mont,SF,Pyrobombus,Bombus monticola,7.5,2,med,Arbetman.2017,NA,7.5,NA
ho2,2012-06-26,muci,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,178,7,minor,muci,LF,Thoracobombus,Bombus mucidus,8,2,med,Arbetman.2017,NA,7.7,NA
ho2,2012-06-26,pasc,2,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,178,1305,dominant,pasc,LF,Thoracobombus,Bombus pascuorum,8.4,3,med,Arbetman.2017,NA,9.15,NA
ho2,2012-06-26,prat,1,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,178,799,dominant,prat,SF,Pyrobombus,Bombus pratorum,7.3,2,short,Arbetman.2017,NA,8,NA
ho2,2012-06-26,psit,3,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,178,429,common,psit,LF,Psithyrus,Psithyrus,6.6,1,short,Arbetman.2017,"Tongue lengths are given only for B. silvestris and B. quadricolor, both 6.6 mm.",6.6,"Missing in Durieaux, added from Arbetman."
ho2,2012-06-26,pyre,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,178,56,high elev.,pyre,SF,Pyrobombus,Bombus pyrenaeus,6.1,1,short,Arbetman.2017,NA,7.8,NA
ho2,2012-06-26,soro,5,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,178,449,dominant,soro,K,Kallobombus,Bombus soroeensis,6.2,1,short,Arbetman.2017,NA,8,NA
ho2,2012-06-26,telu,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,178,685,dominant,telu,SF,Bombus,Bombus telu,6.9,1,short,Arbetman.2017,"B. terrestris = 7.6, B. lucorum = 6.1, B. cryptarum not given, but observed only once.",8.2,"terr = 8.9, luc = 7.5"
ho2,2012-06-26,wurf,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,178,1038,dominant,wurf,SF,Alpigenobombus,Bombus wurflenii,7.5,2,med,Arbetman.2017,NA,9,NA
ho2,2012-06-30,gers,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,182,29,minor,gers,LF,Megabombus,Bombus gerstaeckeri,16.8,5,long,Obeso.1992,NA,16.8,"Missing in Durieaux, added from Obeso."
ho2,2012-06-30,hort,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,182,364,common,hort,LF,Megabombus,Bombus hortorum,12.7,5,long,Arbetman.2017,NA,12.18,NA
ho2,2012-06-30,humi,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,182,3,minor,humi,LF,Thoracobombus,Bombus humilis,7.9,2,med,Arbetman.2017,NA,9.1,NA
ho2,2012-06-30,hypn,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,182,3,high elev.,hypn,SF,Pyrobombus,Bombus hypnorum,8.9,4,med,Arbetman.2017,NA,7.7,NA
ho2,2012-06-30,jone,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,182,24,common,jone,SF,Pyrobombus,Bombus jonellus,6,1,short,Arbetman.2017,NA,6,"Missing in Durieaux, added from Arbetman."
ho2,2012-06-30,lapi,1,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,182,23,high elev.,lapi,SF,Melanobombus,Bombus lapidarius,7,1,short,Arbetman.2017,NA,7.7,NA
ho2,2012-06-30,mend,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,182,54,high elev.,mend,M,Mendacibombus,Bombus mendax,10.3,5,long,Durieux.2000,NA,10.26,NA
ho2,2012-06-30,mont,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,182,42,high elev.,mont,SF,Pyrobombus,Bombus monticola,7.5,2,med,Arbetman.2017,NA,7.5,NA
ho2,2012-06-30,muci,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,182,7,minor,muci,LF,Thoracobombus,Bombus mucidus,8,2,med,Arbetman.2017,NA,7.7,NA
ho2,2012-06-30,pasc,2,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,182,1305,dominant,pasc,LF,Thoracobombus,Bombus pascuorum,8.4,3,med,Arbetman.2017,NA,9.15,NA
ho2,2012-06-30,prat,2,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,182,799,dominant,prat,SF,Pyrobombus,Bombus pratorum,7.3,2,short,Arbetman.2017,NA,8,NA
ho2,2012-06-30,psit,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,182,429,common,psit,LF,Psithyrus,Psithyrus,6.6,1,short,Arbetman.2017,"Tongue lengths are given only for B. silvestris and B. quadricolor, both 6.6 mm.",6.6,"Missing in Durieaux, added from Arbetman."
ho2,2012-06-30,pyre,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,182,56,high elev.,pyre,SF,Pyrobombus,Bombus pyrenaeus,6.1,1,short,Arbetman.2017,NA,7.8,NA
ho2,2012-06-30,soro,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,182,449,dominant,soro,K,Kallobombus,Bombus soroeensis,6.2,1,short,Arbetman.2017,NA,8,NA
ho2,2012-06-30,telu,1,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,182,685,dominant,telu,SF,Bombus,Bombus telu,6.9,1,short,Arbetman.2017,"B. terrestris = 7.6, B. lucorum = 6.1, B. cryptarum not given, but observed only once.",8.2,"terr = 8.9, luc = 7.5"
ho2,2012-06-30,wurf,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,182,1038,dominant,wurf,SF,Alpigenobombus,Bombus wurflenii,7.5,2,med,Arbetman.2017,NA,9,NA
ho2,2012-07-06,gers,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,188,29,minor,gers,LF,Megabombus,Bombus gerstaeckeri,16.8,5,long,Obeso.1992,NA,16.8,"Missing in Durieaux, added from Obeso."
ho2,2012-07-06,hort,1,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,188,364,common,hort,LF,Megabombus,Bombus hortorum,12.7,5,long,Arbetman.2017,NA,12.18,NA
ho2,2012-07-06,humi,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,188,3,minor,humi,LF,Thoracobombus,Bombus humilis,7.9,2,med,Arbetman.2017,NA,9.1,NA
ho2,2012-07-06,hypn,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,188,3,high elev.,hypn,SF,Pyrobombus,Bombus hypnorum,8.9,4,med,Arbetman.2017,NA,7.7,NA
ho2,2012-07-06,jone,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,188,24,common,jone,SF,Pyrobombus,Bombus jonellus,6,1,short,Arbetman.2017,NA,6,"Missing in Durieaux, added from Arbetman."
ho2,2012-07-06,lapi,1,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,188,23,high elev.,lapi,SF,Melanobombus,Bombus lapidarius,7,1,short,Arbetman.2017,NA,7.7,NA
ho2,2012-07-06,mend,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,188,54,high elev.,mend,M,Mendacibombus,Bombus mendax,10.3,5,long,Durieux.2000,NA,10.26,NA
ho2,2012-07-06,mont,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,188,42,high elev.,mont,SF,Pyrobombus,Bombus monticola,7.5,2,med,Arbetman.2017,NA,7.5,NA
ho2,2012-07-06,muci,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,188,7,minor,muci,LF,Thoracobombus,Bombus mucidus,8,2,med,Arbetman.2017,NA,7.7,NA
ho2,2012-07-06,pasc,2,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,188,1305,dominant,pasc,LF,Thoracobombus,Bombus pascuorum,8.4,3,med,Arbetman.2017,NA,9.15,NA
ho2,2012-07-06,prat,3,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,188,799,dominant,prat,SF,Pyrobombus,Bombus pratorum,7.3,2,short,Arbetman.2017,NA,8,NA
ho2,2012-07-06,psit,1,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,188,429,common,psit,LF,Psithyrus,Psithyrus,6.6,1,short,Arbetman.2017,"Tongue lengths are given only for B. silvestris and B. quadricolor, both 6.6 mm.",6.6,"Missing in Durieaux, added from Arbetman."
ho2,2012-07-06,pyre,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,188,56,high elev.,pyre,SF,Pyrobombus,Bombus pyrenaeus,6.1,1,short,Arbetman.2017,NA,7.8,NA
ho2,2012-07-06,soro,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,188,449,dominant,soro,K,Kallobombus,Bombus soroeensis,6.2,1,short,Arbetman.2017,NA,8,NA
ho2,2012-07-06,telu,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,188,685,dominant,telu,SF,Bombus,Bombus telu,6.9,1,short,Arbetman.2017,"B. terrestris = 7.6, B. lucorum = 6.1, B. cryptarum not given, but observed only once.",8.2,"terr = 8.9, luc = 7.5"
ho2,2012-07-06,wurf,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,188,1038,dominant,wurf,SF,Alpigenobombus,Bombus wurflenii,7.5,2,med,Arbetman.2017,NA,9,NA
ho2,2012-07-13,gers,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,195,29,minor,gers,LF,Megabombus,Bombus gerstaeckeri,16.8,5,long,Obeso.1992,NA,16.8,"Missing in Durieaux, added from Obeso."
ho2,2012-07-13,hort,3,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,195,364,common,hort,LF,Megabombus,Bombus hortorum,12.7,5,long,Arbetman.2017,NA,12.18,NA
ho2,2012-07-13,humi,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,195,3,minor,humi,LF,Thoracobombus,Bombus humilis,7.9,2,med,Arbetman.2017,NA,9.1,NA
ho2,2012-07-13,hypn,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,195,3,high elev.,hypn,SF,Pyrobombus,Bombus hypnorum,8.9,4,med,Arbetman.2017,NA,7.7,NA
ho2,2012-07-13,jone,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,195,24,common,jone,SF,Pyrobombus,Bombus jonellus,6,1,short,Arbetman.2017,NA,6,"Missing in Durieaux, added from Arbetman."
ho2,2012-07-13,lapi,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,195,23,high elev.,lapi,SF,Melanobombus,Bombus lapidarius,7,1,short,Arbetman.2017,NA,7.7,NA
ho2,2012-07-13,mend,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,195,54,high elev.,mend,M,Mendacibombus,Bombus mendax,10.3,5,long,Durieux.2000,NA,10.26,NA
ho2,2012-07-13,mont,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,195,42,high elev.,mont,SF,Pyrobombus,Bombus monticola,7.5,2,med,Arbetman.2017,NA,7.5,NA
ho2,2012-07-13,muci,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,195,7,minor,muci,LF,Thoracobombus,Bombus mucidus,8,2,med,Arbetman.2017,NA,7.7,NA
ho2,2012-07-13,pasc,8,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,195,1305,dominant,pasc,LF,Thoracobombus,Bombus pascuorum,8.4,3,med,Arbetman.2017,NA,9.15,NA
ho2,2012-07-13,prat,1,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,195,799,dominant,prat,SF,Pyrobombus,Bombus pratorum,7.3,2,short,Arbetman.2017,NA,8,NA
ho2,2012-07-13,psit,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,195,429,common,psit,LF,Psithyrus,Psithyrus,6.6,1,short,Arbetman.2017,"Tongue lengths are given only for B. silvestris and B. quadricolor, both 6.6 mm.",6.6,"Missing in Durieaux, added from Arbetman."
ho2,2012-07-13,pyre,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,195,56,high elev.,pyre,SF,Pyrobombus,Bombus pyrenaeus,6.1,1,short,Arbetman.2017,NA,7.8,NA
ho2,2012-07-13,soro,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,195,449,dominant,soro,K,Kallobombus,Bombus soroeensis,6.2,1,short,Arbetman.2017,NA,8,NA
ho2,2012-07-13,telu,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,195,685,dominant,telu,SF,Bombus,Bombus telu,6.9,1,short,Arbetman.2017,"B. terrestris = 7.6, B. lucorum = 6.1, B. cryptarum not given, but observed only once.",8.2,"terr = 8.9, luc = 7.5"
ho2,2012-07-13,wurf,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,195,1038,dominant,wurf,SF,Alpigenobombus,Bombus wurflenii,7.5,2,med,Arbetman.2017,NA,9,NA
ho2,2012-07-19,gers,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,201,29,minor,gers,LF,Megabombus,Bombus gerstaeckeri,16.8,5,long,Obeso.1992,NA,16.8,"Missing in Durieaux, added from Obeso."
ho2,2012-07-19,hort,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,201,364,common,hort,LF,Megabombus,Bombus hortorum,12.7,5,long,Arbetman.2017,NA,12.18,NA
ho2,2012-07-19,humi,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,201,3,minor,humi,LF,Thoracobombus,Bombus humilis,7.9,2,med,Arbetman.2017,NA,9.1,NA
ho2,2012-07-19,hypn,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,201,3,high elev.,hypn,SF,Pyrobombus,Bombus hypnorum,8.9,4,med,Arbetman.2017,NA,7.7,NA
ho2,2012-07-19,jone,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,201,24,common,jone,SF,Pyrobombus,Bombus jonellus,6,1,short,Arbetman.2017,NA,6,"Missing in Durieaux, added from Arbetman."
ho2,2012-07-19,lapi,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,201,23,high elev.,lapi,SF,Melanobombus,Bombus lapidarius,7,1,short,Arbetman.2017,NA,7.7,NA
ho2,2012-07-19,mend,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,201,54,high elev.,mend,M,Mendacibombus,Bombus mendax,10.3,5,long,Durieux.2000,NA,10.26,NA
ho2,2012-07-19,mont,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,201,42,high elev.,mont,SF,Pyrobombus,Bombus monticola,7.5,2,med,Arbetman.2017,NA,7.5,NA
ho2,2012-07-19,muci,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,201,7,minor,muci,LF,Thoracobombus,Bombus mucidus,8,2,med,Arbetman.2017,NA,7.7,NA
ho2,2012-07-19,pasc,1,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,201,1305,dominant,pasc,LF,Thoracobombus,Bombus pascuorum,8.4,3,med,Arbetman.2017,NA,9.15,NA
ho2,2012-07-19,prat,2,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,201,799,dominant,prat,SF,Pyrobombus,Bombus pratorum,7.3,2,short,Arbetman.2017,NA,8,NA
ho2,2012-07-19,psit,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,201,429,common,psit,LF,Psithyrus,Psithyrus,6.6,1,short,Arbetman.2017,"Tongue lengths are given only for B. silvestris and B. quadricolor, both 6.6 mm.",6.6,"Missing in Durieaux, added from Arbetman."
ho2,2012-07-19,pyre,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,201,56,high elev.,pyre,SF,Pyrobombus,Bombus pyrenaeus,6.1,1,short,Arbetman.2017,NA,7.8,NA
ho2,2012-07-19,soro,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,201,449,dominant,soro,K,Kallobombus,Bombus soroeensis,6.2,1,short,Arbetman.2017,NA,8,NA
ho2,2012-07-19,telu,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,201,685,dominant,telu,SF,Bombus,Bombus telu,6.9,1,short,Arbetman.2017,"B. terrestris = 7.6, B. lucorum = 6.1, B. cryptarum not given, but observed only once.",8.2,"terr = 8.9, luc = 7.5"
ho2,2012-07-19,wurf,0,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,2012,201,1038,dominant,wurf,SF,Alpigenobombus,Bombus wurflenii,7.5,2,med,Arbetman.2017,NA,9,NA
