site,date,yday,elev.mean,sp.pair,bb.sp1,bb.sp2,bb.sp1.abund,bb.sp2.abund,niche.overlap,same.class,log.bb.sp1.abund,log.bb.sp2.abund
wmb4,2011-07-05,186,1655,pasc_telu,pasc,telu,6,12,0.5,short:med,1.791759469228055,2.4849066497880004
wmb4,2011-07-05,186,1655,pasc_wurf,pasc,wurf,6,5,0.5789473684210527,med:med,1.791759469228055,1.6094379124341003
wmb4,2011-07-05,186,1655,prat_pyre,prat,pyre,7,1,0,short:short,1.9459101490553132,0
wmb4,2011-07-05,186,1655,prat_soro,prat,soro,7,13,0.5294117647058824,short:short,1.9459101490553132,2.5649493574615367
wmb4,2011-07-05,186,1655,prat_telu,prat,telu,7,12,0.48672566371681425,short:short,1.9459101490553132,2.4849066497880004
wmb4,2011-07-05,186,1655,prat_wurf,prat,wurf,7,5,0.37254901960784315,short:med,1.9459101490553132,1.6094379124341003
wmb4,2011-07-05,186,1655,pyre_soro,pyre,soro,1,13,0.18181818181818188,short:short,0,2.5649493574615367
wmb4,2011-07-05,186,1655,pyre_telu,pyre,telu,1,12,0,short:short,0,2.4849066497880004
wmb4,2011-07-05,186,1655,pyre_wurf,pyre,wurf,1,5,0,short:med,0,1.6094379124341003
wmb4,2011-07-05,186,1655,soro_telu,soro,telu,13,12,0.4511627906976744,short:short,2.5649493574615367,2.4849066497880004
wmb4,2011-07-05,186,1655,soro_wurf,soro,wurf,13,5,0.2499999999999999,short:med,2.5649493574615367,1.6094379124341003
wmb4,2011-07-05,186,1655,telu_wurf,telu,wurf,12,5,0.2499999999999999,short:med,2.4849066497880004,1.6094379124341003
wmb4,2011-07-13,194,1655,hypn_mont,hypn,mont,1,5,0.6666666666666667,med:med,0,1.6094379124341003
wmb4,2011-07-13,194,1655,hypn_pasc,hypn,pasc,1,7,0.16666666666666663,med:med,0,1.9459101490553132
wmb4,2011-07-13,194,1655,hypn_prat,hypn,prat,1,20,0.6,short:med,0,2.995732273553991
wmb4,2011-07-13,194,1655,hypn_soro,hypn,soro,1,19,0.52,short:med,0,2.9444389791664403
wmb4,2011-07-13,194,1655,hypn_telu,hypn,telu,1,7,0.5555555555555556,short:med,0,1.9459101490553132
wmb4,2011-07-13,194,1655,hypn_wurf,hypn,wurf,1,3,0.4999999999999999,med:med,0,1.0986122886681098
wmb4,2011-07-13,194,1655,mont_pasc,mont,pasc,5,7,0.16666666666666674,med:med,1.6094379124341003,1.9459101490553132
wmb4,2011-07-13,194,1655,mont_prat,mont,prat,5,20,0.6,short:med,1.6094379124341003,2.995732273553991
wmb4,2011-07-13,194,1655,mont_soro,mont,soro,5,19,0.52,short:med,1.6094379124341003,2.9444389791664403
wmb4,2011-07-13,194,1655,mont_telu,mont,telu,5,7,0.5555555555555556,short:med,1.6094379124341003,1.9459101490553132
wmb4,2011-07-13,194,1655,mont_wurf,mont,wurf,5,3,0.5,med:med,1.6094379124341003,1.0986122886681098
wmb4,2011-07-13,194,1655,pasc_prat,pasc,prat,7,20,0.36585365853658536,short:med,1.9459101490553132,2.995732273553991
wmb4,2011-07-13,194,1655,pasc_soro,pasc,soro,7,19,0.2429906542056075,short:med,1.9459101490553132,2.9444389791664403
wmb4,2011-07-13,194,1655,pasc_telu,pasc,telu,7,7,0.3999999999999999,short:med,1.9459101490553132,1.9459101490553132
wmb4,2011-07-13,194,1655,pasc_wurf,pasc,wurf,7,3,0.4482758620689654,med:med,1.9459101490553132,1.0986122886681098
wmb4,2011-07-13,194,1655,prat_soro,prat,soro,20,19,0.6521739130434783,short:short,2.995732273553991,2.9444389791664403
wmb4,2011-07-13,194,1655,prat_telu,prat,telu,20,7,0.75,short:short,2.995732273553991,1.9459101490553132
wmb4,2011-07-13,194,1655,prat_wurf,prat,wurf,20,3,0.846153846153846,short:med,2.995732273553991,1.0986122886681098
wmb4,2011-07-13,194,1655,soro_telu,soro,telu,19,7,0.6521739130434783,short:short,2.9444389791664403,1.9459101490553132
wmb4,2011-07-13,194,1655,soro_wurf,soro,wurf,19,3,0.6285714285714286,short:med,2.9444389791664403,1.0986122886681098
wmb4,2011-07-13,194,1655,telu_wurf,telu,wurf,7,3,0.6799999999999999,short:med,1.9459101490553132,1.0986122886681098
wmb4,2011-07-28,209,1655,hypn_pasc,hypn,pasc,1,9,0.6363636363636365,med:med,0,2.1972245773362196
wmb4,2011-07-28,209,1655,hypn_prat,hypn,prat,1,19,0.22580645161290325,short:med,0,2.9444389791664403
wmb4,2011-07-28,209,1655,hypn_pyre,hypn,pyre,1,1,0,short:med,0,0
wmb4,2011-07-28,209,1655,hypn_soro,hypn,soro,1,13,0,short:med,0,2.5649493574615367
wmb4,2011-07-28,209,1655,hypn_telu,hypn,telu,1,5,0,short:med,0,1.6094379124341003
wmb4,2011-07-28,209,1655,hypn_wurf,hypn,wurf,1,11,0.46666666666666656,med:med,0,2.3978952727983707
wmb4,2011-07-28,209,1655,pasc_prat,pasc,prat,9,19,0.36254980079681265,short:med,2.1972245773362196,2.9444389791664403
wmb4,2011-07-28,209,1655,pasc_pyre,pasc,pyre,9,1,0,short:med,2.1972245773362196,0
wmb4,2011-07-28,209,1655,pasc_soro,pasc,soro,9,13,0.12499999999999989,short:med,2.1972245773362196,2.5649493574615367
wmb4,2011-07-28,209,1655,pasc_telu,pasc,telu,9,5,0.05882352941176461,short:med,2.1972245773362196,1.6094379124341003
wmb4,2011-07-28,209,1655,pasc_wurf,pasc,wurf,9,11,0.46666666666666656,med:med,2.1972245773362196,2.3978952727983707
wmb4,2011-07-28,209,1655,prat_pyre,prat,pyre,19,1,0,short:short,2.9444389791664403,0
wmb4,2011-07-28,209,1655,prat_soro,prat,soro,19,13,0.11512415349887128,short:short,2.9444389791664403,2.5649493574615367
wmb4,2011-07-28,209,1655,prat_telu,prat,telu,19,5,0.11111111111111105,short:short,2.9444389791664403,1.6094379124341003
wmb4,2011-07-28,209,1655,prat_wurf,prat,wurf,19,11,0.22580645161290325,short:med,2.9444389791664403,2.3978952727983707
wmb4,2011-07-28,209,1655,pyre_soro,pyre,soro,1,13,0.18181818181818188,short:short,0,2.5649493574615367
wmb4,2011-07-28,209,1655,pyre_telu,pyre,telu,1,5,0.4285714285714285,short:short,0,1.6094379124341003
wmb4,2011-07-28,209,1655,pyre_wurf,pyre,wurf,1,11,0.04761904761904767,short:med,0,2.3978952727983707
wmb4,2011-07-28,209,1655,soro_telu,soro,telu,13,5,0.29999999999999993,short:short,2.5649493574615367,1.6094379124341003
wmb4,2011-07-28,209,1655,soro_wurf,soro,wurf,13,11,0.04761904761904767,short:med,2.5649493574615367,2.3978952727983707
wmb4,2011-07-28,209,1655,telu_wurf,telu,wurf,5,11,0.04761904761904767,short:med,1.6094379124341003,2.3978952727983707
ho1,2010-07-14,195,841,hypn_pasc,hypn,pasc,1,2,0,med:med,0,0.6931471805599453
wmb4,2010-07-17,198,1655,hypn_mend,hypn,mend,1,1,0,med:long,0,0
wmb4,2010-07-17,198,1655,hypn_pasc,hypn,pasc,1,1,0,med:med,0,0
wmb4,2010-07-17,198,1655,hypn_prat,hypn,prat,1,35,0.06060606060606066,short:med,0,3.5553480614894135
wmb4,2010-07-17,198,1655,hypn_pyre,hypn,pyre,1,1,0,short:med,0,0
wmb4,2010-07-17,198,1655,hypn_soro,hypn,soro,1,4,0,short:med,0,1.3862943611198906
wmb4,2010-07-17,198,1655,hypn_telu,hypn,telu,1,10,0,short:med,0,2.302585092994046
wmb4,2010-07-17,198,1655,hypn_wurf,hypn,wurf,1,7,0.07692307692307687,med:med,0,1.9459101490553132
wmb4,2010-07-17,198,1655,mend_pasc,mend,pasc,1,1,0,med:long,0,0
wmb4,2010-07-17,198,1655,mend_prat,mend,prat,1,35,0.01449275362318836,short:long,0,3.5553480614894135
wmb4,2010-07-17,198,1655,mend_pyre,mend,pyre,1,1,0,short:long,0,0
wmb4,2010-07-17,198,1655,mend_soro,mend,soro,1,4,0,short:long,0,1.3862943611198906
wmb4,2010-07-17,198,1655,mend_telu,mend,telu,1,10,0,short:long,0,2.302585092994046
wmb4,2010-07-17,198,1655,mend_wurf,mend,wurf,1,7,0,med:long,0,1.9459101490553132
wmb4,2010-07-17,198,1655,pasc_prat,pasc,prat,1,35,0.627906976744186,short:med,0,3.5553480614894135
wmb4,2010-07-17,198,1655,pasc_pyre,pasc,pyre,1,1,0,short:med,0,0
wmb4,2010-07-17,198,1655,pasc_soro,pasc,soro,1,4,1,short:med,0,1.3862943611198906
wmb4,2010-07-17,198,1655,pasc_telu,pasc,telu,1,10,0.6666666666666667,short:med,0,2.302585092994046
wmb4,2010-07-17,198,1655,pasc_wurf,pasc,wurf,1,7,0.5555555555555556,med:med,0,1.9459101490553132
wmb4,2010-07-17,198,1655,prat_pyre,prat,pyre,35,1,0.01449275362318847,short:short,3.5553480614894135,0
wmb4,2010-07-17,198,1655,prat_soro,prat,soro,35,4,0.627906976744186,short:short,3.5553480614894135,1.3862943611198906
wmb4,2010-07-17,198,1655,prat_telu,prat,telu,35,10,0.6666666666666666,short:short,3.5553480614894135,2.302585092994046
wmb4,2010-07-17,198,1655,prat_wurf,prat,wurf,35,7,0.7073170731707317,short:med,3.5553480614894135,1.9459101490553132
wmb4,2010-07-17,198,1655,pyre_soro,pyre,soro,1,4,0,short:short,0,1.3862943611198906
wmb4,2010-07-17,198,1655,pyre_telu,pyre,telu,1,10,0.05263157894736836,short:short,0,2.302585092994046
wmb4,2010-07-17,198,1655,pyre_wurf,pyre,wurf,1,7,0,short:med,0,1.9459101490553132
wmb4,2010-07-17,198,1655,soro_telu,soro,telu,4,10,0.6666666666666667,short:short,1.3862943611198906,2.302585092994046
wmb4,2010-07-17,198,1655,soro_wurf,soro,wurf,4,7,0.5555555555555556,short:med,1.3862943611198906,1.9459101490553132
wmb4,2010-07-17,198,1655,telu_wurf,telu,wurf,10,7,0.6867469879518072,short:med,2.302585092994046,1.9459101490553132
h2,2011-06-04,155,987,jone_muci,jone,muci,6,1,0,short:med,1.791759469228055,0
h2,2011-06-04,155,987,jone_pasc,jone,pasc,6,14,0.21739130434782605,short:med,1.791759469228055,2.6390573296152584
h2,2011-06-04,155,987,jone_prat,jone,prat,6,4,0.33333333333333337,short:short,1.791759469228055,1.3862943611198906
h2,2011-06-04,155,987,jone_soro,jone,soro,6,4,0,short:short,1.791759469228055,1.3862943611198906
h2,2011-06-04,155,987,jone_telu,jone,telu,6,10,0.11111111111111105,short:short,1.791759469228055,2.302585092994046
h2,2011-06-04,155,987,jone_wurf,jone,wurf,6,3,0.09090909090909094,short:med,1.791759469228055,1.0986122886681098
h2,2011-06-04,155,987,muci_pasc,muci,pasc,1,14,0.21739130434782616,med:med,0,2.6390573296152584
h2,2011-06-04,155,987,muci_prat,muci,prat,1,4,0,short:med,0,1.3862943611198906
h2,2011-06-04,155,987,muci_soro,muci,soro,1,4,0.1428571428571429,short:med,0,1.3862943611198906
h2,2011-06-04,155,987,muci_telu,muci,telu,1,10,0,short:med,0,2.302585092994046
h2,2011-06-04,155,987,muci_wurf,muci,wurf,1,3,0,med:med,0,1.0986122886681098
h2,2011-06-04,155,987,pasc_prat,pasc,prat,14,4,0.21739130434782616,short:med,2.6390573296152584,1.3862943611198906
h2,2011-06-04,155,987,pasc_soro,pasc,soro,14,4,0.1428571428571429,short:med,2.6390573296152584,1.3862943611198906
h2,2011-06-04,155,987,pasc_telu,pasc,telu,14,10,0.1382113821138211,short:med,2.6390573296152584,2.302585092994046
h2,2011-06-04,155,987,pasc_wurf,pasc,wurf,14,3,0.03703703703703698,med:med,2.6390573296152584,1.0986122886681098
h2,2011-06-04,155,987,prat_soro,prat,soro,4,4,0.1428571428571429,short:short,1.3862943611198906,1.3862943611198906
h2,2011-06-04,155,987,prat_telu,prat,telu,4,10,0.17647058823529416,short:short,1.3862943611198906,2.302585092994046
h2,2011-06-04,155,987,prat_wurf,prat,wurf,4,3,0,short:med,1.3862943611198906,1.0986122886681098
h2,2011-06-04,155,987,soro_telu,soro,telu,4,10,0,short:short,1.3862943611198906,2.302585092994046
h2,2011-06-04,155,987,soro_wurf,soro,wurf,4,3,0,short:med,1.3862943611198906,1.0986122886681098
h2,2011-06-04,155,987,telu_wurf,telu,wurf,10,3,0.052631578947368474,short:med,2.302585092994046,1.0986122886681098
h4,2011-06-04,155,1330,jone_mont,jone,mont,4,6,0,short:med,1.3862943611198906,1.791759469228055
h4,2011-06-04,155,1330,jone_pasc,jone,pasc,4,6,0.5,short:med,1.3862943611198906,1.791759469228055
h4,2011-06-04,155,1330,jone_prat,jone,prat,4,9,0,short:short,1.3862943611198906,2.1972245773362196
h4,2011-06-04,155,1330,jone_soro,jone,soro,4,3,0,short:short,1.3862943611198906,1.0986122886681098
h4,2011-06-04,155,1330,jone_telu,jone,telu,4,2,0,short:short,1.3862943611198906,0.6931471805599453
h4,2011-06-04,155,1330,jone_wurf,jone,wurf,4,5,0.2499999999999999,short:med,1.3862943611198906,1.6094379124341003
h4,2011-06-04,155,1330,mont_pasc,mont,pasc,6,6,0,med:med,1.791759469228055,1.791759469228055
h4,2011-06-04,155,1330,mont_prat,mont,prat,6,9,0,short:med,1.791759469228055,2.1972245773362196
h4,2011-06-04,155,1330,mont_soro,mont,soro,6,3,0,short:med,1.791759469228055,1.0986122886681098
h4,2011-06-04,155,1330,mont_telu,mont,telu,6,2,0,short:med,1.791759469228055,0.6931471805599453
h4,2011-06-04,155,1330,mont_wurf,mont,wurf,6,5,0,med:med,1.791759469228055,1.6094379124341003
h4,2011-06-04,155,1330,pasc_prat,pasc,prat,6,9,0.09090909090909094,short:med,1.791759469228055,2.1972245773362196
h4,2011-06-04,155,1330,pasc_soro,pasc,soro,6,3,0.09090909090909094,short:med,1.791759469228055,1.0986122886681098
h4,2011-06-04,155,1330,pasc_telu,pasc,telu,6,2,0,short:med,1.791759469228055,0.6931471805599453
h4,2011-06-04,155,1330,pasc_wurf,pasc,wurf,6,5,0.39534883720930236,med:med,1.791759469228055,1.6094379124341003
h4,2011-06-04,155,1330,prat_soro,prat,soro,9,3,1,short:short,2.1972245773362196,1.0986122886681098
h4,2011-06-04,155,1330,prat_telu,prat,telu,9,2,0,short:short,2.1972245773362196,0.6931471805599453
h4,2011-06-04,155,1330,prat_wurf,prat,wurf,9,5,0.2499999999999999,short:med,2.1972245773362196,1.6094379124341003
h4,2011-06-04,155,1330,soro_telu,soro,telu,3,2,0,short:short,1.0986122886681098,0.6931471805599453
h4,2011-06-04,155,1330,soro_wurf,soro,wurf,3,5,0.2499999999999999,short:med,1.0986122886681098,1.6094379124341003
h4,2011-06-04,155,1330,telu_wurf,telu,wurf,2,5,0,short:med,0.6931471805599453,1.6094379124341003
h5,2011-06-06,157,1579,jone_mend,jone,mend,1,1,0,short:long,0,0
h5,2011-06-06,157,1579,jone_mont,jone,mont,1,5,0,short:med,0,1.6094379124341003
h5,2011-06-06,157,1579,jone_pasc,jone,pasc,1,2,0.33333333333333337,short:med,0,0.6931471805599453
h5,2011-06-06,157,1579,jone_prat,jone,prat,1,7,0.07692307692307687,short:short,0,1.9459101490553132
h5,2011-06-06,157,1579,jone_telu,jone,telu,1,7,0,short:short,0,1.9459101490553132
h5,2011-06-06,157,1579,jone_wurf,jone,wurf,1,3,0.4999999999999999,short:med,0,1.0986122886681098
h5,2011-06-06,157,1579,mend_mont,mend,mont,1,5,0,med:long,0,1.6094379124341003
h5,2011-06-06,157,1579,mend_pasc,mend,pasc,1,2,0.33333333333333337,med:long,0,0.6931471805599453
h5,2011-06-06,157,1579,mend_prat,mend,prat,1,7,0,short:long,0,1.9459101490553132
h5,2011-06-06,157,1579,mend_telu,mend,telu,1,7,0,short:long,0,1.9459101490553132
h5,2011-06-06,157,1579,mend_wurf,mend,wurf,1,3,0,med:long,0,1.0986122886681098
h5,2011-06-06,157,1579,mont_pasc,mont,pasc,5,2,0,med:med,1.6094379124341003,0.6931471805599453
h5,2011-06-06,157,1579,mont_prat,mont,prat,5,7,0.11111111111111105,short:med,1.6094379124341003,1.9459101490553132
h5,2011-06-06,157,1579,mont_telu,mont,telu,5,7,0.206896551724138,short:med,1.6094379124341003,1.9459101490553132
h5,2011-06-06,157,1579,mont_wurf,mont,wurf,5,3,0.11111111111111105,med:med,1.6094379124341003,1.0986122886681098
h5,2011-06-06,157,1579,pasc_prat,pasc,prat,2,7,0.07692307692307687,short:med,0.6931471805599453,1.9459101490553132
h5,2011-06-06,157,1579,pasc_telu,pasc,telu,2,7,0,short:med,0.6931471805599453,1.9459101490553132
h5,2011-06-06,157,1579,pasc_wurf,pasc,wurf,2,3,0.33333333333333315,med:med,0.6931471805599453,1.0986122886681098
h5,2011-06-06,157,1579,prat_telu,prat,telu,7,7,0.2727272727272727,short:short,1.9459101490553132,1.9459101490553132
h5,2011-06-06,157,1579,prat_wurf,prat,wurf,7,3,0.07692307692307698,short:med,1.9459101490553132,1.0986122886681098
h5,2011-06-06,157,1579,telu_wurf,telu,wurf,7,3,0,short:med,1.9459101490553132,1.0986122886681098
wmb2,2011-06-06,157,1140,jone_mont,jone,mont,4,5,0,short:med,1.3862943611198906,1.6094379124341003
wmb2,2011-06-06,157,1140,jone_pasc,jone,pasc,4,3,0.1428571428571429,short:med,1.3862943611198906,1.0986122886681098
wmb2,2011-06-06,157,1140,jone_prat,jone,prat,4,4,0.33333333333333337,short:short,1.3862943611198906,1.3862943611198906
wmb2,2011-06-06,157,1140,jone_telu,jone,telu,4,25,0.11111111111111105,short:short,1.3862943611198906,3.2188758248682006
wmb2,2011-06-06,157,1140,jone_wurf,jone,wurf,4,7,0.4,short:med,1.3862943611198906,1.9459101490553132
wmb2,2011-06-06,157,1140,mont_pasc,mont,pasc,5,3,0.11111111111111105,med:med,1.6094379124341003,1.0986122886681098
wmb2,2011-06-06,157,1140,mont_prat,mont,prat,5,4,0,short:med,1.6094379124341003,1.3862943611198906
wmb2,2011-06-06,157,1140,mont_telu,mont,telu,5,25,0.08695652173913038,short:med,1.6094379124341003,3.2188758248682006
wmb2,2011-06-06,157,1140,mont_wurf,mont,wurf,5,7,0.2068965517241379,med:med,1.6094379124341003,1.9459101490553132
wmb2,2011-06-06,157,1140,pasc_prat,pasc,prat,3,4,0,short:med,1.0986122886681098,1.3862943611198906
wmb2,2011-06-06,157,1140,pasc_telu,pasc,telu,3,25,0.06382978723404253,short:med,1.0986122886681098,3.2188758248682006
wmb2,2011-06-06,157,1140,pasc_wurf,pasc,wurf,3,7,0.2727272727272727,med:med,1.0986122886681098,1.9459101490553132
wmb2,2011-06-06,157,1140,prat_telu,prat,telu,4,25,0.11111111111111105,short:short,1.3862943611198906,3.2188758248682006
wmb2,2011-06-06,157,1140,prat_wurf,prat,wurf,4,7,0.2727272727272727,short:med,1.3862943611198906,1.9459101490553132
wmb2,2011-06-06,157,1140,telu_wurf,telu,wurf,25,7,0.21951219512195108,short:med,3.2188758248682006,1.9459101490553132
wmb3,2011-06-07,158,1420,jone_pasc,jone,pasc,6,1,0.33333333333333337,short:med,1.791759469228055,0
wmb3,2011-06-07,158,1420,jone_prat,jone,prat,6,14,0.2727272727272727,short:short,1.791759469228055,2.6390573296152584
wmb3,2011-06-07,158,1420,jone_soro,jone,soro,6,1,0,short:short,1.791759469228055,0
wmb3,2011-06-07,158,1420,jone_telu,jone,telu,6,3,0,short:short,1.791759469228055,1.0986122886681098
wmb3,2011-06-07,158,1420,pasc_prat,pasc,prat,1,14,0,short:med,0,2.6390573296152584
wmb3,2011-06-07,158,1420,pasc_soro,pasc,soro,1,1,0,short:med,0,0
wmb3,2011-06-07,158,1420,pasc_telu,pasc,telu,1,3,0,short:med,0,1.0986122886681098
wmb3,2011-06-07,158,1420,prat_soro,prat,soro,14,1,0,short:short,2.6390573296152584,0
wmb3,2011-06-07,158,1420,prat_telu,prat,telu,14,3,0,short:short,2.6390573296152584,1.0986122886681098
wmb3,2011-06-07,158,1420,soro_telu,soro,telu,1,3,0,short:short,0,1.0986122886681098
h5,2012-08-16,229,1579,jone_pasc,jone,pasc,1,3,0,short:med,0,1.0986122886681098
h5,2012-08-16,229,1579,jone_prat,jone,prat,1,12,0.4117647058823529,short:short,0,2.4849066497880004
h5,2012-08-16,229,1579,jone_soro,jone,soro,1,2,0.33333333333333337,short:short,0,0.6931471805599453
h5,2012-08-16,229,1579,pasc_prat,pasc,prat,3,12,0.04347826086956519,short:med,1.0986122886681098,2.4849066497880004
h5,2012-08-16,229,1579,pasc_soro,pasc,soro,3,2,0,short:med,1.0986122886681098,0.6931471805599453
h5,2012-08-16,229,1579,prat_soro,prat,soro,12,2,0.4117647058823529,short:short,2.4849066497880004,0.6931471805599453
h1,2012-04-23,114,817,jone_prat,jone,prat,1,1,1,short:short,0,0
h1,2012-04-23,114,817,jone_psit,jone,psit,1,1,1,short:short,0,0
h1,2012-04-23,114,817,jone_telu,jone,telu,1,11,1,short:short,0,2.3978952727983707
h1,2012-04-23,114,817,prat_psit,prat,psit,1,1,1,short:short,0,0
h1,2012-04-23,114,817,prat_telu,prat,telu,1,11,1,short:short,0,2.3978952727983707
h1,2012-04-23,114,817,psit_telu,psit,telu,1,11,1,short:short,0,2.3978952727983707
h1,2012-04-25,116,817,jone_pasc,jone,pasc,2,2,0.33333333333333337,short:med,0.6931471805599453,0.6931471805599453
h1,2012-04-25,116,817,jone_prat,jone,prat,2,1,1,short:short,0.6931471805599453,0
h1,2012-04-25,116,817,jone_psit,jone,psit,2,2,1,short:short,0.6931471805599453,0.6931471805599453
h1,2012-04-25,116,817,jone_telu,jone,telu,2,51,1,short:short,0.6931471805599453,3.9318256327243257
h1,2012-04-25,116,817,pasc_prat,pasc,prat,2,1,0.33333333333333337,short:med,0.6931471805599453,0
h1,2012-04-25,116,817,pasc_psit,pasc,psit,2,2,0.33333333333333337,short:med,0.6931471805599453,0.6931471805599453
h1,2012-04-25,116,817,pasc_telu,pasc,telu,2,51,0.33333333333333337,short:med,0.6931471805599453,3.9318256327243257
h1,2012-04-25,116,817,prat_psit,prat,psit,1,2,1,short:short,0,0.6931471805599453
h1,2012-04-25,116,817,prat_telu,prat,telu,1,51,1,short:short,0,3.9318256327243257
h1,2012-04-25,116,817,psit_telu,psit,telu,2,51,1,short:short,0.6931471805599453,3.9318256327243257
h1,2012-04-27,118,817,jone_mont,jone,mont,3,1,1,short:med,1.0986122886681098,0
h1,2012-04-27,118,817,jone_pasc,jone,pasc,3,3,0.19999999999999996,short:med,1.0986122886681098,1.0986122886681098
h1,2012-04-27,118,817,jone_prat,jone,prat,3,2,1,short:short,1.0986122886681098,0.6931471805599453
h1,2012-04-27,118,817,jone_telu,jone,telu,3,45,1,short:short,1.0986122886681098,3.8066624897703196
h1,2012-04-27,118,817,mont_pasc,mont,pasc,1,3,0.19999999999999996,med:med,0,1.0986122886681098
h1,2012-04-27,118,817,mont_prat,mont,prat,1,2,1,short:med,0,0.6931471805599453
h1,2012-04-27,118,817,mont_telu,mont,telu,1,45,1,short:med,0,3.8066624897703196
h1,2012-04-27,118,817,pasc_prat,pasc,prat,3,2,0.19999999999999996,short:med,1.0986122886681098,0.6931471805599453
h1,2012-04-27,118,817,pasc_telu,pasc,telu,3,45,0.19999999999999996,short:med,1.0986122886681098,3.8066624897703196
h1,2012-04-27,118,817,prat_telu,prat,telu,2,45,1,short:short,0.6931471805599453,3.8066624897703196
h1,2012-04-29,120,817,jone_pasc,jone,pasc,5,4,0.33333333333333337,short:med,1.6094379124341003,1.3862943611198906
h1,2012-04-29,120,817,jone_prat,jone,prat,5,9,0.7999999999999999,short:short,1.6094379124341003,2.1972245773362196
h1,2012-04-29,120,817,jone_psit,jone,psit,5,11,0.8333333333333333,short:short,1.6094379124341003,2.3978952727983707
h1,2012-04-29,120,817,jone_soro,jone,soro,5,1,1,short:short,1.6094379124341003,0
h1,2012-04-29,120,817,jone_telu,jone,telu,5,61,1,short:short,1.6094379124341003,4.110873864173311
h1,2012-04-29,120,817,jone_wurf,jone,wurf,5,3,1,short:med,1.6094379124341003,1.0986122886681098
h1,2012-04-29,120,817,pasc_prat,pasc,prat,4,9,0.33333333333333337,short:med,1.3862943611198906,2.1972245773362196
h1,2012-04-29,120,817,pasc_psit,pasc,psit,4,11,0.33333333333333337,short:med,1.3862943611198906,2.3978952727983707
h1,2012-04-29,120,817,pasc_soro,pasc,soro,4,1,0.33333333333333337,short:med,1.3862943611198906,0
h1,2012-04-29,120,817,pasc_telu,pasc,telu,4,61,0.33333333333333337,short:med,1.3862943611198906,4.110873864173311
h1,2012-04-29,120,817,pasc_wurf,pasc,wurf,4,3,0.33333333333333337,med:med,1.3862943611198906,1.0986122886681098
h1,2012-04-29,120,817,prat_psit,prat,psit,9,11,0.8,short:short,2.1972245773362196,2.3978952727983707
h1,2012-04-29,120,817,prat_soro,prat,soro,9,1,0.7999999999999999,short:short,2.1972245773362196,0
h1,2012-04-29,120,817,prat_telu,prat,telu,9,61,0.7999999999999999,short:short,2.1972245773362196,4.110873864173311
h1,2012-04-29,120,817,prat_wurf,prat,wurf,9,3,0.7999999999999999,short:med,2.1972245773362196,1.0986122886681098
h1,2012-04-29,120,817,psit_soro,psit,soro,11,1,0.8333333333333333,short:short,2.3978952727983707,0
h1,2012-04-29,120,817,psit_telu,psit,telu,11,61,0.8333333333333333,short:short,2.3978952727983707,4.110873864173311
h1,2012-04-29,120,817,psit_wurf,psit,wurf,11,3,0.8333333333333333,short:med,2.3978952727983707,1.0986122886681098
h1,2012-04-29,120,817,soro_telu,soro,telu,1,61,1,short:short,0,4.110873864173311
h1,2012-04-29,120,817,soro_wurf,soro,wurf,1,3,1,short:med,0,1.0986122886681098
h1,2012-04-29,120,817,telu_wurf,telu,wurf,61,3,1,short:med,4.110873864173311,1.0986122886681098
h1,2012-05-01,122,817,jone_lapi,jone,lapi,1,1,1,short:short,0,0
h1,2012-05-01,122,817,jone_pasc,jone,pasc,1,9,0.6363636363636365,short:med,0,2.1972245773362196
h1,2012-05-01,122,817,jone_prat,jone,prat,1,8,1,short:short,0,2.0794415416798357
h1,2012-05-01,122,817,jone_psit,jone,psit,1,20,0.9047619047619048,short:short,0,2.995732273553991
h1,2012-05-01,122,817,jone_telu,jone,telu,1,9,1,short:short,0,2.1972245773362196
h1,2012-05-01,122,817,jone_wurf,jone,wurf,1,4,0.6,short:med,0,1.3862943611198906
h1,2012-05-01,122,817,lapi_pasc,lapi,pasc,1,9,0.6363636363636365,short:med,0,2.1972245773362196
h1,2012-05-01,122,817,lapi_prat,lapi,prat,1,8,1,short:short,0,2.0794415416798357
h1,2012-05-01,122,817,lapi_psit,lapi,psit,1,20,0.9047619047619048,short:short,0,2.995732273553991
h1,2012-05-01,122,817,lapi_telu,lapi,telu,1,9,1,short:short,0,2.1972245773362196
h1,2012-05-01,122,817,lapi_wurf,lapi,wurf,1,4,0.6,short:med,0,1.3862943611198906
h1,2012-05-01,122,817,pasc_prat,pasc,prat,9,8,0.6363636363636365,short:med,2.1972245773362196,2.0794415416798357
h1,2012-05-01,122,817,pasc_psit,pasc,psit,9,20,0.6363636363636365,short:med,2.1972245773362196,2.995732273553991
h1,2012-05-01,122,817,pasc_telu,pasc,telu,9,9,0.6363636363636365,short:med,2.1972245773362196,2.1972245773362196
h1,2012-05-01,122,817,pasc_wurf,pasc,wurf,9,4,0.6,med:med,2.1972245773362196,1.3862943611198906
h1,2012-05-01,122,817,prat_psit,prat,psit,8,20,0.9047619047619048,short:short,2.0794415416798357,2.995732273553991
h1,2012-05-01,122,817,prat_telu,prat,telu,8,9,1,short:short,2.0794415416798357,2.1972245773362196
h1,2012-05-01,122,817,prat_wurf,prat,wurf,8,4,0.6,short:med,2.0794415416798357,1.3862943611198906
