"Stationsname"	"date"	"elevation"	"Messortname"	"Lat"	"Lon"	"year"	"T_meanday"	"stdDate"	"Daynumber"
"Hinterberghorn Gipfel"	"06.08.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	1.01	06.08.10	14827
"Hinterberghorn Gipfel"	"07.08.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	2.08	07.08.10	14828
"Hinterberghorn Gipfel"	"08.08.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	5.05	08.08.10	14829
"Hinterberghorn Gipfel"	"09.08.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	5.11	09.08.10	14830
"Hinterberghorn Gipfel"	"10.08.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	7.61	10.08.10	14831
"Hinterberghorn Gipfel"	"11.08.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	8.69	11.08.10	14832
"Hinterberghorn Gipfel"	"12.08.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	8.51	12.08.10	14833
"Hinterberghorn Gipfel"	"13.08.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	6.2	13.08.10	14834
"Hinterberghorn Gipfel"	"14.08.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	7.5	14.08.10	14835
"Hinterberghorn Gipfel"	"15.08.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	7.69	15.08.10	14836
"Hinterberghorn Gipfel"	"16.08.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	2.26	16.08.10	14837
"Hinterberghorn Gipfel"	"17.08.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	2.68	17.08.10	14838
"Hinterberghorn Gipfel"	"18.08.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	3.7	18.08.10	14839
"Hinterberghorn Gipfel"	"19.08.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	5.68	19.08.10	14840
"Hinterberghorn Gipfel"	"20.08.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	9.2	20.08.10	14841
"Hinterberghorn Gipfel"	"21.08.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	9.93	21.08.10	14842
"Hinterberghorn Gipfel"	"22.08.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	11.93	22.08.10	14843
"Hinterberghorn Gipfel"	"23.08.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	12.32	23.08.10	14844
"Hinterberghorn Gipfel"	"24.08.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	8.12	24.08.10	14845
"Hinterberghorn Gipfel"	"25.08.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	5.85	25.08.10	14846
"Hinterberghorn Gipfel"	"26.08.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	10.62	26.08.10	14847
"Hinterberghorn Gipfel"	"27.08.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	8.59	27.08.10	14848
"Hinterberghorn Gipfel"	"28.08.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	1.57	28.08.10	14849
"Hinterberghorn Gipfel"	"29.08.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-1.38	29.08.10	14850
"Hinterberghorn Gipfel"	"30.08.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-2.9	30.08.10	14851
"Hinterberghorn Gipfel"	"31.08.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-2.97	31.08.10	14852
"Hinterberghorn Gipfel"	"01.09.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-1.93	01.09.10	14853
"Hinterberghorn Gipfel"	"02.09.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	0.32	02.09.10	14854
"Hinterberghorn Gipfel"	"03.09.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	1.79	03.09.10	14855
"Hinterberghorn Gipfel"	"04.09.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	0.88	04.09.10	14856
"Hinterberghorn Gipfel"	"05.09.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	0.47	05.09.10	14857
"Hinterberghorn Gipfel"	"06.09.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	1.2	06.09.10	14858
"Hinterberghorn Gipfel"	"07.09.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	6.19	07.09.10	14859
"Hinterberghorn Gipfel"	"08.09.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	7.17	08.09.10	14860
"Hinterberghorn Gipfel"	"09.09.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	0.28	09.09.10	14861
"Hinterberghorn Gipfel"	"10.09.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	0.67	10.09.10	14862
"Hinterberghorn Gipfel"	"11.09.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	2.37	11.09.10	14863
"Hinterberghorn Gipfel"	"12.09.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	5.25	12.09.10	14864
"Hinterberghorn Gipfel"	"13.09.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	1.17	13.09.10	14865
"Hinterberghorn Gipfel"	"14.09.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	1.73	14.09.10	14866
"Hinterberghorn Gipfel"	"15.09.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	5.57	15.09.10	14867
"Hinterberghorn Gipfel"	"16.09.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	2.41	16.09.10	14868
"Hinterberghorn Gipfel"	"17.09.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	1.01	17.09.10	14869
"Hinterberghorn Gipfel"	"18.09.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-0.07	18.09.10	14870
"Hinterberghorn Gipfel"	"19.09.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-1.67	19.09.10	14871
"Hinterberghorn Gipfel"	"20.09.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	3.27	20.09.10	14872
"Hinterberghorn Gipfel"	"21.09.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	5.94	21.09.10	14873
"Hinterberghorn Gipfel"	"22.09.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	8.65	22.09.10	14874
"Hinterberghorn Gipfel"	"23.09.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	8.85	23.09.10	14875
"Hinterberghorn Gipfel"	"24.09.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	6.22	24.09.10	14876
"Hinterberghorn Gipfel"	"25.09.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-0.56	25.09.10	14877
"Hinterberghorn Gipfel"	"26.09.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-3.84	26.09.10	14878
"Hinterberghorn Gipfel"	"27.09.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-2.81	27.09.10	14879
"Hinterberghorn Gipfel"	"28.09.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-3.64	28.09.10	14880
"Hinterberghorn Gipfel"	"29.09.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-2.89	29.09.10	14881
"Hinterberghorn Gipfel"	"30.09.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-2.37	30.09.10	14882
"Hinterberghorn Gipfel"	"01.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	0.07	01.10.10	14883
"Hinterberghorn Gipfel"	"02.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	1.66	02.10.10	14884
"Hinterberghorn Gipfel"	"03.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	7.83	03.10.10	14885
"Hinterberghorn Gipfel"	"04.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	7.64	04.10.10	14886
"Hinterberghorn Gipfel"	"05.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	6.17	05.10.10	14887
"Hinterberghorn Gipfel"	"06.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	6.3	06.10.10	14888
"Hinterberghorn Gipfel"	"07.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	7.74	07.10.10	14889
"Hinterberghorn Gipfel"	"08.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	8.2	08.10.10	14890
"Hinterberghorn Gipfel"	"09.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	6.47	09.10.10	14891
"Hinterberghorn Gipfel"	"10.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	4.77	10.10.10	14892
"Hinterberghorn Gipfel"	"11.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	4.5	11.10.10	14893
"Hinterberghorn Gipfel"	"12.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	3.43	12.10.10	14894
"Hinterberghorn Gipfel"	"13.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	3.43	13.10.10	14895
"Hinterberghorn Gipfel"	"14.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	3.01	14.10.10	14896
"Hinterberghorn Gipfel"	"15.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	0.31	15.10.10	14897
"Hinterberghorn Gipfel"	"16.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-5.38	16.10.10	14898
"Hinterberghorn Gipfel"	"17.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-5.43	17.10.10	14899
"Hinterberghorn Gipfel"	"18.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-5.29	18.10.10	14900
"Hinterberghorn Gipfel"	"19.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-6.64	19.10.10	14901
"Hinterberghorn Gipfel"	"20.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-7.57	20.10.10	14902
"Hinterberghorn Gipfel"	"21.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-9.54	21.10.10	14903
"Hinterberghorn Gipfel"	"22.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-2.01	22.10.10	14904
"Hinterberghorn Gipfel"	"23.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-1.22	23.10.10	14905
"Hinterberghorn Gipfel"	"24.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-3.76	24.10.10	14906
"Hinterberghorn Gipfel"	"25.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-8.35	25.10.10	14907
"Hinterberghorn Gipfel"	"26.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-9.15	26.10.10	14908
"Hinterberghorn Gipfel"	"27.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-5.92	27.10.10	14909
"Hinterberghorn Gipfel"	"28.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-1.52	28.10.10	14910
"Hinterberghorn Gipfel"	"29.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	4.6	29.10.10	14911
"Hinterberghorn Gipfel"	"30.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	6.79	30.10.10	14912
"Hinterberghorn Gipfel"	"31.10.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	1.73	31.10.10	14913
"Hinterberghorn Gipfel"	"01.11.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	2.8	01.11.10	14914
"Hinterberghorn Gipfel"	"02.11.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	2.03	02.11.10	14915
"Hinterberghorn Gipfel"	"03.11.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-0.41	03.11.10	14916
"Hinterberghorn Gipfel"	"04.11.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	2.22	04.11.10	14917
"Hinterberghorn Gipfel"	"05.11.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	3.96	05.11.10	14918
"Hinterberghorn Gipfel"	"06.11.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	3.06	06.11.10	14919
"Hinterberghorn Gipfel"	"07.11.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-0.56	07.11.10	14920
"Hinterberghorn Gipfel"	"08.11.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-6.48	08.11.10	14921
"Hinterberghorn Gipfel"	"09.11.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-4.75	09.11.10	14922
"Hinterberghorn Gipfel"	"10.11.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-4.04	10.11.10	14923
"Hinterberghorn Gipfel"	"11.11.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-5.57	11.11.10	14924
"Hinterberghorn Gipfel"	"12.11.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	0.06	12.11.10	14925
"Hinterberghorn Gipfel"	"13.11.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	5.58	13.11.10	14926
"Hinterberghorn Gipfel"	"14.11.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	8.38	14.11.10	14927
"Hinterberghorn Gipfel"	"15.11.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	4.72	15.11.10	14928
"Hinterberghorn Gipfel"	"16.11.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-1.02	16.11.10	14929
"Hinterberghorn Gipfel"	"17.11.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-0.76	17.11.10	14930
"Hinterberghorn Gipfel"	"18.11.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-3.82	18.11.10	14931
"Hinterberghorn Gipfel"	"19.11.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-6.9	19.11.10	14932
"Hinterberghorn Gipfel"	"20.11.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-4.99	20.11.10	14933
"Hinterberghorn Gipfel"	"21.11.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-2.4	21.11.10	14934
"Hinterberghorn Gipfel"	"22.11.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-4.85	22.11.10	14935
"Hinterberghorn Gipfel"	"23.11.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-10.24	23.11.10	14936
"Hinterberghorn Gipfel"	"24.11.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-12.08	24.11.10	14937
"Hinterberghorn Gipfel"	"25.11.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-11.9	25.11.10	14938
"Hinterberghorn Gipfel"	"26.11.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-13.34	26.11.10	14939
"Hinterberghorn Gipfel"	"27.11.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-13.75	27.11.10	14940
"Hinterberghorn Gipfel"	"28.11.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-9.06	28.11.10	14941
"Hinterberghorn Gipfel"	"29.11.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-12.82	29.11.10	14942
"Hinterberghorn Gipfel"	"30.11.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-11.11	30.11.10	14943
"Hinterberghorn Gipfel"	"01.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-5.83	01.12.10	14944
"Hinterberghorn Gipfel"	"02.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-11.66	02.12.10	14945
"Hinterberghorn Gipfel"	"03.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-12.82	03.12.10	14946
"Hinterberghorn Gipfel"	"04.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-13.95	04.12.10	14947
"Hinterberghorn Gipfel"	"05.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-7.26	05.12.10	14948
"Hinterberghorn Gipfel"	"06.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-2.89	06.12.10	14949
"Hinterberghorn Gipfel"	"07.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	0.4	07.12.10	14950
"Hinterberghorn Gipfel"	"08.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	1.55	08.12.10	14951
"Hinterberghorn Gipfel"	"09.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-11.83	09.12.10	14952
"Hinterberghorn Gipfel"	"10.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-15.02	10.12.10	14953
"Hinterberghorn Gipfel"	"11.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-10.31	11.12.10	14954
"Hinterberghorn Gipfel"	"12.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-12.01	12.12.10	14955
"Hinterberghorn Gipfel"	"13.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-17.68	13.12.10	14956
"Hinterberghorn Gipfel"	"14.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-20.45	14.12.10	14957
"Hinterberghorn Gipfel"	"15.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-20.96	15.12.10	14958
"Hinterberghorn Gipfel"	"16.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-18.96	16.12.10	14959
"Hinterberghorn Gipfel"	"17.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-13.62	17.12.10	14960
"Hinterberghorn Gipfel"	"18.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-18.21	18.12.10	14961
"Hinterberghorn Gipfel"	"19.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-10.48	19.12.10	14962
"Hinterberghorn Gipfel"	"20.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-4.34	20.12.10	14963
"Hinterberghorn Gipfel"	"21.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-3.29	21.12.10	14964
"Hinterberghorn Gipfel"	"22.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-0.84	22.12.10	14965
"Hinterberghorn Gipfel"	"23.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	0.49	23.12.10	14966
"Hinterberghorn Gipfel"	"24.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-3.59	24.12.10	14967
"Hinterberghorn Gipfel"	"25.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-15.14	25.12.10	14968
"Hinterberghorn Gipfel"	"26.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-18.87	26.12.10	14969
"Hinterberghorn Gipfel"	"27.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-17	27.12.10	14970
"Hinterberghorn Gipfel"	"28.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-12.55	28.12.10	14971
"Hinterberghorn Gipfel"	"29.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-8.15	29.12.10	14972
"Hinterberghorn Gipfel"	"30.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-6.59	30.12.10	14973
"Hinterberghorn Gipfel"	"31.12.2010"	2493	"Hinterberghorn"	47.554	12.838	"2010"	-7.23	31.12.10	14974
"Hinterberghorn Gipfel"	"01.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-7.09	01.01.11	14975
"Hinterberghorn Gipfel"	"02.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-13.87	02.01.11	14976
"Hinterberghorn Gipfel"	"03.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-16.81	03.01.11	14977
"Hinterberghorn Gipfel"	"04.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-12.01	04.01.11	14978
"Hinterberghorn Gipfel"	"05.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-8.86	05.01.11	14979
"Hinterberghorn Gipfel"	"06.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-1.96	06.01.11	14980
"Hinterberghorn Gipfel"	"07.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	0.44	07.01.11	14981
"Hinterberghorn Gipfel"	"08.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-0.22	08.01.11	14982
"Hinterberghorn Gipfel"	"09.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-0.23	09.01.11	14983
"Hinterberghorn Gipfel"	"10.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-3.75	10.01.11	14984
"Hinterberghorn Gipfel"	"11.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-3.85	11.01.11	14985
"Hinterberghorn Gipfel"	"12.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-7.19	12.01.11	14986
"Hinterberghorn Gipfel"	"13.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-2.26	13.01.11	14987
"Hinterberghorn Gipfel"	"14.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-0.95	14.01.11	14988
"Hinterberghorn Gipfel"	"15.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-5.8	15.01.11	14989
"Hinterberghorn Gipfel"	"16.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-0.38	16.01.11	14990
"Hinterberghorn Gipfel"	"17.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	1.86	17.01.11	14991
"Hinterberghorn Gipfel"	"18.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-3.95	18.01.11	14992
"Hinterberghorn Gipfel"	"19.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-9.81	19.01.11	14993
"Hinterberghorn Gipfel"	"20.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-14.51	20.01.11	14994
"Hinterberghorn Gipfel"	"21.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-16.18	21.01.11	14995
"Hinterberghorn Gipfel"	"22.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-15.55	22.01.11	14996
"Hinterberghorn Gipfel"	"23.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-13.48	23.01.11	14997
"Hinterberghorn Gipfel"	"24.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-13.98	24.01.11	14998
"Hinterberghorn Gipfel"	"25.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-12.23	25.01.11	14999
"Hinterberghorn Gipfel"	"26.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-11.45	26.01.11	15000
"Hinterberghorn Gipfel"	"27.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-10.12	27.01.11	15001
"Hinterberghorn Gipfel"	"28.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-10.57	28.01.11	15002
"Hinterberghorn Gipfel"	"29.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-7.69	29.01.11	15003
"Hinterberghorn Gipfel"	"30.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-4.08	30.01.11	15004
"Hinterberghorn Gipfel"	"31.01.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-3.24	31.01.11	15005
"Hinterberghorn Gipfel"	"01.02.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-2.75	01.02.11	15006
"Hinterberghorn Gipfel"	"02.02.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-8.66	02.02.11	15007
"Hinterberghorn Gipfel"	"03.02.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-7.39	03.02.11	15008
"Hinterberghorn Gipfel"	"04.02.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-6.28	04.02.11	15009
"Hinterberghorn Gipfel"	"05.02.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-1.45	05.02.11	15010
"Hinterberghorn Gipfel"	"06.02.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-0.68	06.02.11	15011
"Hinterberghorn Gipfel"	"07.02.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	3.4	07.02.11	15012
"Hinterberghorn Gipfel"	"08.02.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-3.4	08.02.11	15013
"Hinterberghorn Gipfel"	"09.02.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-3.91	09.02.11	15014
"Hinterberghorn Gipfel"	"10.02.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-2.64	10.02.11	15015
"Hinterberghorn Gipfel"	"11.02.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-4.16	11.02.11	15016
"Hinterberghorn Gipfel"	"12.02.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-4.92	12.02.11	15017
"Hinterberghorn Gipfel"	"13.02.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-6.27	13.02.11	15018
"Hinterberghorn Gipfel"	"14.02.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-5.64	14.02.11	15019
"Hinterberghorn Gipfel"	"15.02.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-4.35	15.02.11	15020
"Hinterberghorn Gipfel"	"16.02.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-5.3	16.02.11	15021
"Hinterberghorn Gipfel"	"17.02.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-5.03	17.02.11	15022
"Hinterberghorn Gipfel"	"18.02.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-6.58	18.02.11	15023
"Hinterberghorn Gipfel"	"19.02.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-9.21	19.02.11	15024
"Hinterberghorn Gipfel"	"20.02.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-8.42	20.02.11	15025
"Hinterberghorn Gipfel"	"21.02.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-11.02	21.02.11	15026
"Hinterberghorn Gipfel"	"22.02.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-13.62	22.02.11	15027
"Hinterberghorn Gipfel"	"23.02.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-18.35	23.02.11	15028
"Hinterberghorn Gipfel"	"24.02.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-13.72	24.02.11	15029
"Hinterberghorn Gipfel"	"25.02.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-13.21	25.02.11	15030
"Hinterberghorn Gipfel"	"26.02.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-6.26	26.02.11	15031
"Hinterberghorn Gipfel"	"27.02.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-7.37	27.02.11	15032
"Hinterberghorn Gipfel"	"28.02.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-8.08	28.02.11	15033
"Hinterberghorn Gipfel"	"01.03.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-5.71	01.03.11	15034
"Hinterberghorn Gipfel"	"02.03.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-9.85	02.03.11	15035
"Hinterberghorn Gipfel"	"03.03.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-6.21	03.03.11	15036
"Hinterberghorn Gipfel"	"04.03.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-3.15	04.03.11	15037
"Hinterberghorn Gipfel"	"05.03.2011"	2493	"Hinterberghorn"	47.554	12.838	"2011"	-3.97	05.03.11	15038
