year;sample_number;size;ecto-mites_xs;ecto-mites_s;ecto-mites_m;ecto-mites_l;tracheal-mites;parasite_apicystis;parasite_nosema;parasite_crithidia;parasitoid_braconidae_larvae;parasitoid_conopidae_ventral_egg;parasitoid_conopidae_ventral_larvae;parasitoid_conopidae_dorsal_egg;parasitoid_conopidae_dorsal_larvae;parasitoid_conopidae_dead_larvae;nematode;ovary_development;fatbody_look;comment;dissector
2012;86;3.7;2;0;0;2;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;87;3.6;0;1;0;1;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;88;3.6;0;1;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;89;3.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;braun gepunkted;;S
2012;90;3.9;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;91;3.8;0;1;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;92;3.5;0;1;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;93;3.3;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;94;3.8;0;0;0;2;0;NA;NA;NA;0;0;0;0;0;0;0;2;normal;;S
2012;95;3.4;0;0;0;0;2;NA;NA;NA;0;0;0;0;0;0;0;1;normal;;S
2012;96;3.8;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;97;3.9;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;98;3.3;0;1;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;99;3.4;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;100;3.5;0;1;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;1;normal;;S
2012;101;3.3;1red;0;0;0;1;NA;NA;NA;0;0;0;0;0;0;0;0;hellgelb, teils aufgelšst;;S
2012;102;3.5;0;0;0;1;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;103;3.2;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;hellgelb, teils aufgelšst;;S
2012;104;4.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;normal;;S
2012;105;3.6;0;0;0;1;2;NA;NA;NA;0;0;0;0;0;0;0;0;hellgelb ;;S
2012;107;3.3;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;106;3.9;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;108;3.4;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;109;3.7;1red;0;0;1;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;110;3.8;1red;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;1;teils aufgelšst;;S
2012;111;3.4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;normal;;S
2012;112;3.8;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;hellgelb-wei§lich, teils aufgelšst;;S
2012;114;3.6;0;0;0;1;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;115;3.1;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;116;3.6;0;0;0;1;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;117;3.6;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;wei§ ;;S
2012;118;3.6;1red;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;wei§lich, teils aufgelšst;;S
2012;113;3.7;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;119;3.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;120;3.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;121;2.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;122;3.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;123;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;124;3.1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;125;3.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;126;2.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;127;3.5;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;2;normal;;S
2012;128;3.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;129;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;130;3.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;braun gepunkted;;S
2012;131;3.1;0;0;0;0;2;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;132;2.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;133;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;134;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;135;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;136;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;137;3.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;138;3.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;139;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;140;3.2;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;192;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;141;3.5;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;1;normal;;S
2012;142;3.3;0;0;0;1;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;143;3.2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;144;3.1;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;145;3.5;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;146;3.8;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;147;3.1;0;0;0;0;3;NA;NA;NA;0;0;0;0;0;0;0;1;normal;;S
2012;148;2.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;braun gepunkted;;S
2012;149;3.7;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;150;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;braun gepunkted;;S
2012;151;3.6;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;1;normal;;S
2012;152;3.6;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;1;normal;;S
2012;153;3.2;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;154;3.8;0;0;0;1;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;155;3.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;braun gepunkted;;S
2012;156;3.5;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;157;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;braun gepunkted;;S
2012;158;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;159;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;160;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;161;4;0;0;0;2;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;162;3.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;163;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;normal;;S
2012;164;3.6;0;0;0;0;2;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;165;3.7;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;hellgelb, teils aufgelšst;;S
2012;166;3.6;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;1;normal;;S
2012;167;4;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;193;3;0;0;0;0;0;NA;NA;NA;0;1;0;0;0;0;0;1;normal;;S
2012;194;3.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;168;3.5;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;wei§;;S
2012;169;3.9;0;0;0;1;0;NA;NA;NA;0;0;0;0;0;0;0;2;normal;;S
2012;195;3.6;0;0;0;0;1;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;196;3;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;170;3.6;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;1;normal;;S
2012;172;3.8;0;1;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;2;normal;;S
2012;197;2.9;0;1;0;"2; 1red";0;0;0;0;0;0;0;0;0;0;0;0;braun gepunkted;;S
2012;198;4;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;199;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;braun gepunkted;;S
2012;171;3.8;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;173;3.7;0;1;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;174;3.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;braun gepunkted;;S
2012;175;3.7;0;0;1;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;200;3.4;0;0;0;1;2;NA;NA;NA;0;0;0;0;0;0;0;0;teils aufgelšst;;S
2012;201;3.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;202;3.3;0;0;0;1;2;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;203;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;176;3.8;0;0;1;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;177;3.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;braun gepunkted;;S
2012;178;3.3;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;1;normal;;S
2012;179;3.6;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;180;3.9;0;0;0;2;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;181;3.6;0;0;0;2;0;NA;NA;NA;0;0;0;0;0;0;0;2;normal;;S
2012;182;3.8;0;0;0;1;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;183;3.1;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;184;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;normal;;S
2012;185;3.3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;186;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;204;3.5;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;205;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;braun gepunkted;;S
2012;187;3.5;0;1;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;2;normal;;S
2012;206;3.5;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;188;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;189;3.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;190;3.3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;191;3.4;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;wei§lich, nicht aufgelšst;;S
2012;207;3.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;208;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;braun gepunkted;;S
2012;209;3;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;210;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;braun gepunkted;;S
2012;211;3.3;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;hellgelb;;S
2012;212;3.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;213;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;braun gepunkted;;S
2012;214;3.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;215;3.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;braun gepunkted;;S
2012;216;3.5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Fk-Zellen vergrš§ert-> lastinstarlarve;;S
2012;225;3.6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;normal;;S
2012;226;3.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;227;3.7;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;228;3.2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;229;3.7;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;230;3.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;braun gepunkted;;S
2012;231;3.3;0;0;0;1;1;NA;NA;NA;0;0;0;0;0;0;0;1;normal;;S
2012;233;3.6;0;0;0;1;0;NA;NA;NA;0;0;0;0;0;0;0;0;hellgelb, teils aufgelšst;;S
2012;232;3.1;0;1;0;1;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;234;3.2;0;7;0;0;1;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;235;3.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;236;3.9;1;1;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;237;3.8;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;238;3.4;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;239;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;braun gepunkted;;S
2012;240;3.9;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;241;3.7;0;0;0;2;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;242;3.4;0;0;0;0;1;NA;NA;NA;0;0;0;0;0;0;0;1;normal;;S
2012;243;3.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;braun gepunkted;;S
2012;245;3.5;0;0;0;9;0;NA;NA;NA;0;0;0;0;0;0;0;2;normal;;S
2012;246;3.7;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;247;3.3;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;248;3.7;0;0;0;1;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;249;3.4;0;0;0;1;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;244;3.9;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;250;3.3;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;251;3.7;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;252;3.5;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;253;3.4;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;254;3.2;0;0;0;0;3;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;255;3.9;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;256;3.5;0;0;0;0;0;NA;NA;NA;0;0;0;0;1;0;0;0;normal;;S
2012;257;3.3;1;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;1;normal;;S
2012;258;3.3;3;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;259;3.2;0;0;0;0;3;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;260;3.4;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;261;3;0;1;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;262;3.2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;normal;;S
2012;263;3.5;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;264;3.2;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;265;3.2;1;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;266;3.3;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;267;3.5;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;268;3.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;269;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;270;3.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;normal;;S
2012;271;3.9;0;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;272;3.1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;normal;;S
2012;273;3.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;274;3.4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;normal;;S
2012;275;3.8;2;0;0;0;0;NA;NA;NA;0;0;0;0;0;0;0;0;normal;;S
2012;276;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;277;3.2;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;milchig-wei§, komplett aufgelšst;;S
2012;278;3.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;279;3.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;280;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;normal;;S
2012;281;3.2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;normal;;S
