Dactylis glomerata L. s. str.;wind;the rule;Beddows, A.R. 1959: Biological Flora of the British Isles: Dactylis glomerata L.. Journal of Ecology 47:223-239;species;
;selfing;rare;Beddows, A.R. 1959: Biological Flora of the British Isles: Dactylis glomerata L.. Journal of Ecology 47:223-239;species;
Dactylis polygama Horv.;wind;the rule;Anmerkung 2002: pers. obs.;species;
;selfing;rare;Anmerkung 2002: pers. obs.;species;
Dactylorhiza cruenta (O. F. Müller) Soó;insects;always;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Dactylorhiza curvifolia (Nyl.) Czerep.;insects;always;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Dactylorhiza fuchsii (Druce) Soó;insects;always;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Gutowski, J.M. 1990: Pollination if the orchid Dactylorhiza fuchsii by longhorn beetles in primeval forests of northeastern Poland. Biological Conservation 51:287-297;species;
Dactylorhiza incarnata (L.) Soó;insects;always;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Dactylorhiza lapponica (Hartm.) Soó;insects;always;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Dactylorhiza maculata (L.) Soó s. str.;insects;always;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Gutowski, J.M. 1990: Pollination if the orchid Dactylorhiza fuchsii by longhorn beetles in primeval forests of northeastern Poland. Biological Conservation 51:287-297;species;
Dactylorhiza majalis (Rchb.) Hunt & Summerh. s. str.;insects;always;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Dactylorhiza praetermissa (Druce) Soó;insects;always;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Dactylorhiza ruthei (M. Schulze & Ruthe) Soó;insects;always;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Dactylorhiza sphagnicola (Höppner) Soó;insects;always;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Dactylorhiza traunsteineri (Saut.) Soó s. str.;insects;always;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Dactylorhiza x transiens (Druce) Soó (Dactylorhiza fuchsii x D. maculata);insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;genus;
Daphne mezereum L.;selfing;possible;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Daucus carota L.;selfing;rare;Holm, L., Doll, J., Holm, E., Pancho, J., Herberger, J. 1997: World Weeds. John Wiley & Sons, New York;species;
;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Dale, H.M. 1973: The biology of Canadian weeds. 5. Daucus carota L.. Canadian Journal of Plant Science 54:673-685;species;
;insects;the rule;Holm, L., Doll, J., Holm, E., Pancho, J., Herberger, J. 1997: World Weeds. John Wiley & Sons, New York;species;
Dentaria enneaphyllos L.;selfing;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;possible;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Deschampsia cespitosa (L.) P. Beauv. s. str.;wind;always;Davy, A.J. 1980: Biological Flora of the British Isles: Deschampsia caepitosa (L.) Beauv. (Aira cespitosa L., Deschampsia cespitosa (L.) Beauv.). Journal of Ecology 68:1075-1096;species;
Deschampsia littoralis (Gaudin) Reuter;wind;the rule;Conert, H.J. 1979: Poaceae. In: Hegi, G.B. (Hrsg.) Illustrierte Flora von Mitteleuropa, 1(3), S. 1-843, Parey, Berlin;species;
Deschampsia wibeliana (Sond.) Parl.;wind;the rule;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);family;
Doronicum grandiflorum Lam.;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;genus;
Draba aizoides L.;selfing;the rule;Günthart, A. 1926: Die Blütenbiologie der Alpenflora. In: Schroeter, C. (Hrsg.) Das Pflanzenleben der Alpen, S. 1028-1109, Albert Raustein, Zürich;species;
;selfing;at failure of outcrossing;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Kay, Q.O.N., Harrison, J. 1970: Biological Flora of the British Isles: Draba aizoides L.. Journal of Ecology 58:877-888;species;
Dryas octopetala L.;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Weber, H.E. 1995: Rosoideae. In: Hegi, G.B. (Hrsg.) Illustrierte Flora von Mitteleuropa, 4 (2A), S. 269-659, Blackwell Wissenschafts-Verlag, Berlin;species;
;insects;the rule;Elkington, T.T. 1971: Biological Flora of the British Isles: Dryas octopetala L.. Journal of Ecology 59:887-905;species;
Epilobium alpestre (Jacq.) Krock.;selfing;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Epilobium alsinifolium Vill.;selfing;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;possible;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Epilobium angustifolium L.;selfing;rare;Mosquin, T.A. 1966: A new taxonomy for Epilobium angustifolium L.. Brittonia 18:167-188;species;
;selfing;rare;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;selfing;rare;Erhardt, A., Stöcklin, J. 1993: Dichtung und Wahrheit in der Naturwissenschaft: Die Bestäubung von Epilobium angustifolium und Scrophularia nodosa. Dissertationes Botanicae 196:95-106;species;
;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Erhardt, A., Stöcklin, J. 1993: Dichtung und Wahrheit in der Naturwissenschaft: Die Bestäubung von Epilobium angustifolium und Scrophularia nodosa. Dissertationes Botanicae 196:95-106;species;
;insects;the rule;Mosquin, T.A. 1966: A new taxonomy for Epilobium angustifolium L.. Brittonia 18:167-188;species;
;insects;the rule;Myerscough, P.J. 1980: Biological Flora of the British Isles: Epilobium angustifolium L. (Chamaenerion angustifolium (L.) Scop.). Journal of Ecology 68:1047-1074;species;
;insects;the rule;Broderick, D.H. 1990: The biology of Canadian weeds. 93. Epilobium angustifolium L. (Onagraceae).. Canadian Journal of Plant Science 70:247-259;species;
Epilobium montanum L.;selfing;the rule;Myerscough, P.J., Whitehead, F.H. 1967: Comparative biology of Tussilago farfara L., Chamaenerion angustifolium (L.) Scop., Epilobium montanum L. and Epilobium adenocaulon Hausskn. 2: Growth and ecology. New Phytologist 66:785-823;species;
;selfing;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;rare;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Epipactis atrorubens (Hoffm. ex Bernh.) Besser;insects;the rule;Ziegenspeck, H. 1936: Orchidaceae. von Kirchner, O., Loew, E., Schröter, C., and Wangerin, W. (Hrsg.), Lebensgeschichte der Blütenpflanzen Mitteleuropas Vol. 1, 4.;species;
Erica carnea L.;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Erigeron annuus (L.) Pers.;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;genus;
Erigeron uniflorus L.;selfing;the rule;Huber, W., Leuchtmann, A. 1992: Genetic differentiation of the Erigeron species (Asteraceae) in the Alps: a case of unusual allozymic uniformity. Plant Systematics and Evolution 183:1-16;species;
;insects;rare;Huber, W., Leuchtmann, A. 1992: Genetic differentiation of the Erigeron species (Asteraceae) in the Alps: a case of unusual allozymic uniformity. Plant Systematics and Evolution 183:1-16;species;
;insects;always;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Eupatorium cannabinum L.;geitonogamy;possible;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Euphorbia amygdaloides L.;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Euphorbia cyparissias L.;selfing;possible;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Stahevitch, A.E., Crompton, C.W., Wojtas, W.A. 1988: The biology of Canadian weeds. 85. Euphorbia cyparissias L.. Canadian Journal of Plant Science 68:175-191;species;
;insects;always;Schurch, S., Pfunder, M., Roy, B.A. 2000: Effects of ants on the reproductive success of Euphorbia cyparissias and associated pathogenic rust fungi. Oikos 88:6-12;species;
Euphrasia frigida Pugsley;selfing;the rule;Yeo, P.F. 1966: The breeding relationships of some European Euphrasiae. Watsonia 6:216-?;species;
;insects;rare;Yeo, P.F. 1966: The breeding relationships of some European Euphrasiae. Watsonia 6:216-?;species;
Euphrasia minima Jacq. ex DC.;selfing;the rule;Yeo, P.F. 1966: The breeding relationships of some European Euphrasiae. Watsonia 6:216-?;species;
;insects;rare;Yeo, P.F. 1966: The breeding relationships of some European Euphrasiae. Watsonia 6:216-?;species;
Euphrasia officinalis L. s. l.;selfing;the rule;Yeo, P.F. 1966: The breeding relationships of some European Euphrasiae. Watsonia 6:216-?;species;
;selfing;at failure of outcrossing;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;rare;Yeo, P.F. 1966: The breeding relationships of some European Euphrasiae. Watsonia 6:216-?;species;
Festuca nigrescens Lam.;wind;always;Anmerkung 2002: pers. obs.;species;
Festuca pratensis Huds. s. l.;wind;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Festuca quadriflora Honck.;wind;the rule;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);family;
Fragaria moschata (Duchesne) Weston;insects;always;Gerstberger, P. 1995: Fragaria. In: Hegi, G.B. (Hrsg.) Illustrierte Flora von Mitteleuropa, IV (2A), S. 597-619, Blackwell, Berlin;species;
;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Fragaria vesca L.;selfing;unknown;Gerstberger, P. 1995: Fragaria. In: Hegi, G.B. (Hrsg.) Illustrierte Flora von Mitteleuropa, IV (2A), S. 597-619, Blackwell, Berlin;species;
;selfing;at failure of outcrossing;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Gerstberger, P. 1995: Fragaria. In: Hegi, G.B. (Hrsg.) Illustrierte Flora von Mitteleuropa, IV (2A), S. 597-619, Blackwell, Berlin;species;
Fragaria viridis (Duchesne) Weston;insects;always;Gerstberger, P. 1995: Fragaria. In: Hegi, G.B. (Hrsg.) Illustrierte Flora von Mitteleuropa, IV (2A), S. 597-619, Blackwell, Berlin;species;
Fragaria x ananassa (Duchesne) Decne. & Naudin;selfing;often;Gerstberger, P. 1995: Fragaria. In: Hegi, G.B. (Hrsg.) Illustrierte Flora von Mitteleuropa, IV (2A), S. 597-619, Blackwell, Berlin;species;
;insects;often;Gerstberger, P. 1995: Fragaria. In: Hegi, G.B. (Hrsg.) Illustrierte Flora von Mitteleuropa, IV (2A), S. 597-619, Blackwell, Berlin;species;
Galeobdolon argentatum Smejkal;selfing;at failure of outcrossing;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Galeobdolon flavidum (F. Herm.) Holub;selfing;at failure of outcrossing;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Galeobdolon luteum Huds.;selfing;at failure of outcrossing;Packham, J.R. 1983: Biological Flora of the British Isles: Lamiastrum galeobdolon (L.) Ehrend. & Polatschek (Galeobdolon luteum Hudson; Lamium galeobdolon (L.) Nath.). Journal of Ecology 71:975-997;species;
;selfing;at failure of outcrossing;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Packham, J.R. 1983: Biological Flora of the British Isles: Lamiastrum galeobdolon (L.) Ehrend. & Polatschek (Galeobdolon luteum Hudson; Lamium galeobdolon (L.) Nath.). Journal of Ecology 71:975-997;species;
Galeobdolon montanum (Pers.) Pers. ex Rchb.;selfing;rare;Grime, J.P., Hodgson, J.G., Hunt, R. 1988: Comparative Plant Ecology. Unwin Hyman, London;species;
;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Galeopsis speciosa Mill.;selfing;rare;Müntzing, A. 1930: Outlines to a genetic monograph of the genus Galeopsis with special reference to the nature and inheritance of partial sterility. Hereditas 13:185-333;species;
;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Müntzing, A. 1930: Outlines to a genetic monograph of the genus Galeopsis with special reference to the nature and inheritance of partial sterility. Hereditas 13:185-333;species;
Galeopsis tetrahit L.;selfing;the rule;O¿Donovan, J.T., Sharma, M.P. 1987: The biology of Canadian weeds. 78. Galeopsis tetrahit L.. Canadian Journal of Plant Science 67:787-796;species;
;selfing;the rule;Müntzing, A. 1930: Outlines to a genetic monograph of the genus Galeopsis with special reference to the nature and inheritance of partial sterility. Hereditas 13:185-333;species;
;selfing;at failure of outcrossing;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Galium album Mill.;selfing;possible;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Galium anisophyllon Vill. s. str.;selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Galium pumilum Murray s. str.;selfing;often;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Galium sterneri Ehrend.;insects;always;Grime, J.P., Hodgson, J.G., Hunt, R. 1988: Comparative Plant Ecology. Unwin Hyman, London;species;
Galium suecicum (Sterner) Ehrend.;selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Galium valdepilosum Heinr. Braun;selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Gentiana asclepiadea L.;selfing;at failure of outcrossing;Werth, E. 1940: Über einige blütenbiologische Untersuchungen in den Alpen. Berichte der Deutschen Botanischen Gesellschaft 58:527-546;species;
;insects;the rule;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);species;
Gentiana bavarica L.;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Gentiana clusii Perrier & Songeon;selfing;possible;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Gentiana cruciata L.;selfing;rare;Petanidou, T., den Nijs, J.C.M., Oostermeijer, J.G.B. 1995: Pollination ecology and constraints on seed set of the rare perennial Gentiana cruciata L. in the Netherlands. Acta Botanica Neerlandica 44:55-74;species;
;insects;the rule;Petanidou, T., den Nijs, J.C.M., Oostermeijer, J.G.B. 1995: Pollination ecology and constraints on seed set of the rare perennial Gentiana cruciata L. in the Netherlands. Acta Botanica Neerlandica 44:55-74;species;
Gentiana nivalis L.;selfing;often;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Gentiana pannonica Scop.;insects;the rule;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);species;
Gentiana utriculosa L.;insects;the rule;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);species;
Gentiana verna L.;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Elkington, T.T. 1963: Biological Flora of the British Isles: Gentiana verna L.. Journal of Ecology 51:755-767;species;
Gentianella aspera (Hegetschw.) Dostal ex Skalicky, Chrtek & Gill;insects;the rule;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);species;
Gentianella ciliata (L.) Borkh.;selfing;rare;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Geranium purpureum Vill.;selfing;the rule;Fryxell, P.M. 1957: Modes of reproduction of higher plants. The Botanical Review 23:135-233;species;
Geranium robertianum L. s. str.;selfing;unknown;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;selfing;the rule;Bertin, R.I. 2001: Life cycle, demography, and reproductive biology of herb Robert (Geranium robertianum). Rhodora 103:96-116;species;
;insects;unknown;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Geranium sylvaticum L.;insects;always;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;always;Proctor, M.C.F., Yeo, P., Lack, A. 1996: The natural history of pollination. HarperCollins Publishers, London;species;
Geum rivale L.;selfing;at failure of outcrossing;Weber, H.E. 1995: Rosoideae. In: Hegi, G.B. (Hrsg.) Illustrierte Flora von Mitteleuropa, 4 (2A), S. 269-659, Blackwell Wissenschafts-Verlag, Berlin;species;
;selfing;at failure of outcrossing;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Weber, H.E. 1995: Rosoideae. In: Hegi, G.B. (Hrsg.) Illustrierte Flora von Mitteleuropa, 4 (2A), S. 269-659, Blackwell Wissenschafts-Verlag, Berlin;species;
Geum urbanum L.;selfing;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;selfing;the rule;Weber, H.E. 1995: Rosoideae. In: Hegi, G.B. (Hrsg.) Illustrierte Flora von Mitteleuropa, 4 (2A), S. 269-659, Blackwell Wissenschafts-Verlag, Berlin;species;
;insects;rare;Weber, H.E. 1995: Rosoideae. In: Hegi, G.B. (Hrsg.) Illustrierte Flora von Mitteleuropa, 4 (2A), S. 269-659, Blackwell Wissenschafts-Verlag, Berlin;species;
;insects;rare;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;rare;Taylor, K. 1997: Biological Flora of the British Isles: Geum urbanum L.. Journal of Ecology 85:705-720;species;
Glechoma hederacea L.;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Hutchings, M.J., Price, E.A.C. 1999: Biological Flora of the British Isles: Glechoma hederacea L. (Nepeta glechoma Benth., N. hederacea (L.) Trev.). Journal of Ecology 87:347-364;species;
Globularia cordifolia L.;selfing;at failure of outcrossing;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Globularia nudicaulis L.;geitonogamy;at failure of outcrossing;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Gymnadenia conopsea (L.) R. Br.;insects;the rule;Proctor, M.C.F., Yeo, P., Lack, A. 1996: The natural history of pollination. HarperCollins Publishers, London;species;
;insects;always;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Gymnadenia odoratissima (L.) Rich.;insects;always;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Proctor, M.C.F., Yeo, P., Lack, A. 1996: The natural history of pollination. HarperCollins Publishers, London;species;
Gypsophila repens L.;selfing;at failure of outcrossing;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Hedysarum hedysaroides (L.) Schinz & Thell.;selfing;possible;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Helianthemum alpestre (Jacq.) DC.;wind;unknown;Proctor, M.C.F., Yeo, P., Lack, A. 1996: The natural history of pollination. HarperCollins Publishers, London;species;
;selfing;at failure of outcrossing;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Proctor, M.C.F., Yeo, P., Lack, A. 1996: The natural history of pollination. HarperCollins Publishers, London;species;
;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Helianthemum nummularium (L.) Mill. s. l.;wind;unknown;Proctor, M.C.F., Yeo, P., Lack, A. 1996: The natural history of pollination. HarperCollins Publishers, London;species;
;selfing;at failure of outcrossing;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Proctor, M.C.F., Yeo, P., Lack, A. 1996: The natural history of pollination. HarperCollins Publishers, London;species;
;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Helictotrichon pubescens (Huds.) Pilg.;wind;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Helleborus niger L.;selfing;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Hepatica nobilis Schreb.;selfing;at failure of outcrossing;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Heracleum austriacum L.;geitonogamy;possible;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;genus;
;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;genus;
Heracleum sphondylium L.;geitonogamy;rare;Sheppard, A.W. 1991: Biological Flora of the British Isles: Heracleum sphondylium L.. Journal of Ecology 79:235-258;species;
;insects;the rule;Sheppard, A.W. 1991: Biological Flora of the British Isles: Heracleum sphondylium L.. Journal of Ecology 79:235-258;species;
;insects;the rule;Knuth, P. 1898: Handbuch der Blütenbiologie. Leipzig;species;
Hieracium adriaticiforme (Zahn) Zahn (piloselloides < peleterianum);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium anchusoides (Arv.-Touv.) St.-Lag. (zizianum > pilosella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium angustifolium Hoppe;selfing;rare;Gottschlich, G. 1987: Hieracium L.. In: Hegi, G.B. (Hrsg.) Illustrierte Flora von Mitteleuropa, 6 (4), S. 1437-1452, Parey, Hamburg;species;
;insects;the rule;Gottschlich, G. 1987: Hieracium L.. In: Hegi, G.B. (Hrsg.) Illustrierte Flora von Mitteleuropa, 6 (4), S. 1437-1452, Parey, Hamburg;species;
Hieracium apatelium Nägeli & Peter (floribundum - pilosella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium aridum Freyn (piloselloides - pilosella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium arnoserioides Nägeli & Peter (piloselloides - macranthum);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium arvicola Nägeli & Peter (piloselloides - caespitosum);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium aurantiacum L.;selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium auriculoides Lang (bauhini - echioides);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
