site1,site2,metric,metric.class,value,elev1,elev2,man1,man2,lon1,lat1,lon2,lat2,elev.diff,mean.elev,man.diff,year
wma5,wmb2,ST.l,ST.partition,0.8415512907513711,2032,1140,none,grasing,12.930633,47.5683,12.955817,47.57715,892,1586,TRUE,2011
wma5,wmb2,ST.lh,ST.partition,0.14178599379555631,2032,1140,none,grasing,12.930633,47.5683,12.955817,47.57715,892,1586,TRUE,2011
wma5,wmb2,WN,aggregate,0.9871953431278053,2032,1140,none,grasing,12.930633,47.5683,12.955817,47.57715,892,1586,TRUE,2011
wma5,wmb2,WN.repl,WN.partition,0.7378492262216431,2032,1140,none,grasing,12.930633,47.5683,12.955817,47.57715,892,1586,TRUE,2011
wma5,wmb2,WN.rich,WN.partition,0.2493461169061622,2032,1140,none,grasing,12.930633,47.5683,12.955817,47.57715,892,1586,TRUE,2011
wma5,wmb3,OS,aggregate,0.009065156401885205,2032,1420,none,grasing,12.930633,47.5683,12.962033,47.569167,612,1726,TRUE,2011
wma5,wmb3,OS.repl,OS.partition,0.00630471978093562,2032,1420,none,grasing,12.930633,47.5683,12.962033,47.569167,612,1726,TRUE,2011
wma5,wmb3,OS.rich,OS.partition,0.0027604366209495854,2032,1420,none,grasing,12.930633,47.5683,12.962033,47.569167,612,1726,TRUE,2011
wma5,wmb3,S,aggregate,0.6952234793048072,2032,1420,none,grasing,12.930633,47.5683,12.962033,47.569167,612,1726,TRUE,2011
wma5,wmb3,ST,aggregate,0.9608211878583549,2032,1420,none,grasing,12.930633,47.5683,12.962033,47.569167,612,1726,TRUE,2011
wma5,wmb3,ST.h,ST.partition,0.002024159189119375,2032,1420,none,grasing,12.930633,47.5683,12.962033,47.569167,612,1726,TRUE,2011
wma5,wmb3,ST.l,ST.partition,0.8744657533860658,2032,1420,none,grasing,12.930633,47.5683,12.962033,47.569167,612,1726,TRUE,2011
wma5,wmb3,ST.lh,ST.partition,0.08433127528316971,2032,1420,none,grasing,12.930633,47.5683,12.962033,47.569167,612,1726,TRUE,2011
wma5,wmb3,WN,aggregate,0.9698863442602401,2032,1420,none,grasing,12.930633,47.5683,12.962033,47.569167,612,1726,TRUE,2011
wma5,wmb3,WN.repl,WN.partition,0.6715787186425355,2032,1420,none,grasing,12.930633,47.5683,12.962033,47.569167,612,1726,TRUE,2011
wma5,wmb3,WN.rich,WN.partition,0.29830762561770463,2032,1420,none,grasing,12.930633,47.5683,12.962033,47.569167,612,1726,TRUE,2011
wma5,wmb4,OS,aggregate,0.06566871279507805,2032,1655,none,grasing,12.930633,47.5683,12.9406,47.571617,377,1843.5,TRUE,2011
wma5,wmb4,OS.repl,OS.partition,0.009921706287107037,2032,1655,none,grasing,12.930633,47.5683,12.9406,47.571617,377,1843.5,TRUE,2011
wma5,wmb4,OS.rich,OS.partition,0.055747006507971014,2032,1655,none,grasing,12.930633,47.5683,12.9406,47.571617,377,1843.5,TRUE,2011
wma5,wmb4,S,aggregate,0.6360109120072894,2032,1655,none,grasing,12.930633,47.5683,12.9406,47.571617,377,1843.5,TRUE,2011
wma5,wmb4,ST,aggregate,0.8647957800704841,2032,1655,none,grasing,12.930633,47.5683,12.9406,47.571617,377,1843.5,TRUE,2011
wma5,wmb4,ST.h,ST.partition,0.012477244004208477,2032,1655,none,grasing,12.930633,47.5683,12.9406,47.571617,377,1843.5,TRUE,2011
wma5,wmb4,ST.l,ST.partition,0.7678179960761222,2032,1655,none,grasing,12.930633,47.5683,12.9406,47.571617,377,1843.5,TRUE,2011
wma5,wmb4,ST.lh,ST.partition,0.08450053999015336,2032,1655,none,grasing,12.930633,47.5683,12.9406,47.571617,377,1843.5,TRUE,2011
wma5,wmb4,WN,aggregate,0.9304644928655621,2032,1655,none,grasing,12.930633,47.5683,12.9406,47.571617,377,1843.5,TRUE,2011
wma5,wmb4,WN.repl,WN.partition,0.6429498176723286,2032,1655,none,grasing,12.930633,47.5683,12.9406,47.571617,377,1843.5,TRUE,2011
wma5,wmb4,WN.rich,WN.partition,0.2875146751932336,2032,1655,none,grasing,12.930633,47.5683,12.9406,47.571617,377,1843.5,TRUE,2011
wma5,wmb5,OS,aggregate,0.09728202819533516,2032,1813,none,none,12.930633,47.5683,12.93625,47.571583,219,1922.5,FALSE,2011
wma5,wmb5,OS.repl,OS.partition,0.04323550867355931,2032,1813,none,none,12.930633,47.5683,12.93625,47.571583,219,1922.5,FALSE,2011
wma5,wmb5,OS.rich,OS.partition,0.054046519521775846,2032,1813,none,none,12.930633,47.5683,12.93625,47.571583,219,1922.5,FALSE,2011
wma5,wmb5,S,aggregate,0.6014622970780233,2032,1813,none,none,12.930633,47.5683,12.93625,47.571583,219,1922.5,FALSE,2011
wma5,wmb5,ST,aggregate,0.8215315683727499,2032,1813,none,none,12.930633,47.5683,12.93625,47.571583,219,1922.5,FALSE,2011
wma5,wmb5,ST.h,ST.partition,0.00567793859183593,2032,1813,none,none,12.930633,47.5683,12.93625,47.571583,219,1922.5,FALSE,2011
wma5,wmb5,ST.l,ST.partition,0.7466872320531704,2032,1813,none,none,12.930633,47.5683,12.93625,47.571583,219,1922.5,FALSE,2011
wma5,wmb5,ST.lh,ST.partition,0.06916639772774344,2032,1813,none,none,12.930633,47.5683,12.93625,47.571583,219,1922.5,FALSE,2011
wma5,wmb5,WN,aggregate,0.918813596568085,2032,1813,none,none,12.930633,47.5683,12.93625,47.571583,219,1922.5,FALSE,2011
wma5,wmb5,WN.repl,WN.partition,0.6482424589996841,2032,1813,none,none,12.930633,47.5683,12.93625,47.571583,219,1922.5,FALSE,2011
wma5,wmb5,WN.rich,WN.partition,0.2705711375684009,2032,1813,none,none,12.930633,47.5683,12.93625,47.571583,219,1922.5,FALSE,2011
wmb1,wmb2,OS,aggregate,0.15914027437703387,960,1140,grasing,grasing,12.94405,47.590483,12.955817,47.57715,180,1050,FALSE,2011
wmb1,wmb2,OS.repl,OS.partition,0.1205902117381847,960,1140,grasing,grasing,12.94405,47.590483,12.955817,47.57715,180,1050,FALSE,2011
wmb1,wmb2,OS.rich,OS.partition,0.03855006263884918,960,1140,grasing,grasing,12.94405,47.590483,12.955817,47.57715,180,1050,FALSE,2011
wmb1,wmb2,S,aggregate,0.38342972861723473,960,1140,grasing,grasing,12.94405,47.590483,12.955817,47.57715,180,1050,FALSE,2011
wmb1,wmb2,ST,aggregate,0.4497579469631109,960,1140,grasing,grasing,12.94405,47.590483,12.955817,47.57715,180,1050,FALSE,2011
wmb1,wmb2,ST.h,ST.partition,0.05433111508418433,960,1140,grasing,grasing,12.94405,47.590483,12.955817,47.57715,180,1050,FALSE,2011
wmb1,wmb2,ST.l,ST.partition,0.36432462256065007,960,1140,grasing,grasing,12.94405,47.590483,12.955817,47.57715,180,1050,FALSE,2011
wmb1,wmb2,ST.lh,ST.partition,0.031102209318276477,960,1140,grasing,grasing,12.94405,47.590483,12.955817,47.57715,180,1050,FALSE,2011
wmb1,wmb2,WN,aggregate,0.6088982213401447,960,1140,grasing,grasing,12.94405,47.590483,12.955817,47.57715,180,1050,FALSE,2011
wmb1,wmb2,WN.repl,WN.partition,0.4952001530662505,960,1140,grasing,grasing,12.94405,47.590483,12.955817,47.57715,180,1050,FALSE,2011
wmb1,wmb2,WN.rich,WN.partition,0.11369806827389425,960,1140,grasing,grasing,12.94405,47.590483,12.955817,47.57715,180,1050,FALSE,2011
wmb1,wmb3,OS,aggregate,0.14112730278392094,960,1420,grasing,grasing,12.94405,47.590483,12.962033,47.569167,460,1190,FALSE,2011
wmb1,wmb3,OS.repl,OS.partition,0.0840095901250338,960,1420,grasing,grasing,12.94405,47.590483,12.962033,47.569167,460,1190,FALSE,2011
wmb1,wmb3,OS.rich,OS.partition,0.05711771265888714,960,1420,grasing,grasing,12.94405,47.590483,12.962033,47.569167,460,1190,FALSE,2011
wmb1,wmb3,S,aggregate,0.5465073996553139,960,1420,grasing,grasing,12.94405,47.590483,12.962033,47.569167,460,1190,FALSE,2011
wmb1,wmb3,ST,aggregate,0.6454129894383235,960,1420,grasing,grasing,12.94405,47.590483,12.962033,47.569167,460,1190,FALSE,2011
wmb1,wmb3,ST.h,ST.partition,0.0207011929135767,960,1420,grasing,grasing,12.94405,47.590483,12.962033,47.569167,460,1190,FALSE,2011
wmb1,wmb3,ST.l,ST.partition,0.5657481656662596,960,1420,grasing,grasing,12.94405,47.590483,12.962033,47.569167,460,1190,FALSE,2011
wmb1,wmb3,ST.lh,ST.partition,0.05896363085848715,960,1420,grasing,grasing,12.94405,47.590483,12.962033,47.569167,460,1190,FALSE,2011
wmb1,wmb3,WN,aggregate,0.7865402922222444,960,1420,grasing,grasing,12.94405,47.590483,12.962033,47.569167,460,1190,FALSE,2011
wmb1,wmb3,WN.repl,WN.partition,0.6506640242685693,960,1420,grasing,grasing,12.94405,47.590483,12.962033,47.569167,460,1190,FALSE,2011
wmb1,wmb3,WN.rich,WN.partition,0.13587626795367516,960,1420,grasing,grasing,12.94405,47.590483,12.962033,47.569167,460,1190,FALSE,2011
wmb1,wmb4,OS,aggregate,0.07275261342220805,960,1655,grasing,grasing,12.94405,47.590483,12.9406,47.571617,695,1307.5,FALSE,2011
wmb1,wmb4,OS.repl,OS.partition,0.03298732695597274,960,1655,grasing,grasing,12.94405,47.590483,12.9406,47.571617,695,1307.5,FALSE,2011
wmb1,wmb4,OS.rich,OS.partition,0.039765286466235304,960,1655,grasing,grasing,12.94405,47.590483,12.9406,47.571617,695,1307.5,FALSE,2011
wmb1,wmb4,S,aggregate,0.6700569377304999,960,1655,grasing,grasing,12.94405,47.590483,12.9406,47.571617,695,1307.5,FALSE,2011
wmb1,wmb4,ST,aggregate,0.7852771347784844,960,1655,grasing,grasing,12.94405,47.590483,12.9406,47.571617,695,1307.5,FALSE,2011
wmb1,wmb4,ST.h,ST.partition,0.04996459752532065,960,1655,grasing,grasing,12.94405,47.590483,12.9406,47.571617,695,1307.5,FALSE,2011
wmb1,wmb4,ST.l,ST.partition,0.6325478792239907,960,1655,grasing,grasing,12.94405,47.590483,12.9406,47.571617,695,1307.5,FALSE,2011
wmb1,wmb4,ST.lh,ST.partition,0.10276465802917296,960,1655,grasing,grasing,12.94405,47.590483,12.9406,47.571617,695,1307.5,FALSE,2011
wmb1,wmb4,WN,aggregate,0.8580297482006923,960,1655,grasing,grasing,12.94405,47.590483,12.9406,47.571617,695,1307.5,FALSE,2011
wmb1,wmb4,WN.repl,WN.partition,0.7318969770611763,960,1655,grasing,grasing,12.94405,47.590483,12.9406,47.571617,695,1307.5,FALSE,2011
wmb1,wmb4,WN.rich,WN.partition,0.12613277113951613,960,1655,grasing,grasing,12.94405,47.590483,12.9406,47.571617,695,1307.5,FALSE,2011
wmb1,wmb5,OS,aggregate,0.08971716809789634,960,1813,grasing,none,12.94405,47.590483,12.93625,47.571583,853,1386.5,TRUE,2011
wmb1,wmb5,OS.repl,OS.partition,0.05571376662575851,960,1813,grasing,none,12.94405,47.590483,12.93625,47.571583,853,1386.5,TRUE,2011
wmb1,wmb5,OS.rich,OS.partition,0.034003401472137824,960,1813,grasing,none,12.94405,47.590483,12.93625,47.571583,853,1386.5,TRUE,2011
wmb1,wmb5,S,aggregate,0.6527314110912978,960,1813,grasing,none,12.94405,47.590483,12.93625,47.571583,853,1386.5,TRUE,2011
wmb1,wmb5,ST,aggregate,0.7457695527811625,960,1813,grasing,none,12.94405,47.590483,12.93625,47.571583,853,1386.5,TRUE,2011
wmb1,wmb5,ST.h,ST.partition,0.05453001407822239,960,1813,grasing,none,12.94405,47.590483,12.93625,47.571583,853,1386.5,TRUE,2011
wmb1,wmb5,ST.l,ST.partition,0.6056069911468018,960,1813,grasing,none,12.94405,47.590483,12.93625,47.571583,853,1386.5,TRUE,2011
wmb1,wmb5,ST.lh,ST.partition,0.08563254755613822,960,1813,grasing,none,12.94405,47.590483,12.93625,47.571583,853,1386.5,TRUE,2011
wmb1,wmb5,WN,aggregate,0.8354867208790588,960,1813,grasing,none,12.94405,47.590483,12.93625,47.571583,853,1386.5,TRUE,2011
wmb1,wmb5,WN.repl,WN.partition,0.7297620347570207,960,1813,grasing,none,12.94405,47.590483,12.93625,47.571583,853,1386.5,TRUE,2011
wmb1,wmb5,WN.rich,WN.partition,0.10572468612203811,960,1813,grasing,none,12.94405,47.590483,12.93625,47.571583,853,1386.5,TRUE,2011
wmb2,wmb3,OS,aggregate,0.15515849418908279,1140,1420,grasing,grasing,12.955817,47.57715,12.962033,47.569167,280,1280,FALSE,2011
wmb2,wmb3,OS.repl,OS.partition,0.12946400043309758,1140,1420,grasing,grasing,12.955817,47.57715,12.962033,47.569167,280,1280,FALSE,2011
wmb2,wmb3,OS.rich,OS.partition,0.025694493755985197,1140,1420,grasing,grasing,12.955817,47.57715,12.962033,47.569167,280,1280,FALSE,2011
wmb2,wmb3,S,aggregate,0.505406446612016,1140,1420,grasing,grasing,12.955817,47.57715,12.962033,47.569167,280,1280,FALSE,2011
wmb2,wmb3,ST,aggregate,0.5552249761768724,1140,1420,grasing,grasing,12.955817,47.57715,12.962033,47.569167,280,1280,FALSE,2011
wmb2,wmb3,ST.h,ST.partition,0.015040700740932807,1140,1420,grasing,grasing,12.955817,47.57715,12.962033,47.569167,280,1280,FALSE,2011
wmb2,wmb3,ST.l,ST.partition,0.5156264044693092,1140,1420,grasing,grasing,12.955817,47.57715,12.962033,47.569167,280,1280,FALSE,2011
wmb2,wmb3,ST.lh,ST.partition,0.02455787096663046,1140,1420,grasing,grasing,12.955817,47.57715,12.962033,47.569167,280,1280,FALSE,2011
wmb2,wmb3,WN,aggregate,0.7103834703659552,1140,1420,grasing,grasing,12.955817,47.57715,12.962033,47.569167,280,1280,FALSE,2011
wmb2,wmb3,WN.repl,WN.partition,0.5954955268977626,1140,1420,grasing,grasing,12.955817,47.57715,12.962033,47.569167,280,1280,FALSE,2011
wmb2,wmb3,WN.rich,WN.partition,0.1148879434681926,1140,1420,grasing,grasing,12.955817,47.57715,12.962033,47.569167,280,1280,FALSE,2011
wmb2,wmb4,OS,aggregate,0.12744797752364115,1140,1655,grasing,grasing,12.955817,47.57715,12.9406,47.571617,515,1397.5,FALSE,2011
wmb2,wmb4,OS.repl,OS.partition,0.08953455911160499,1140,1655,grasing,grasing,12.955817,47.57715,12.9406,47.571617,515,1397.5,FALSE,2011
wmb2,wmb4,OS.rich,OS.partition,0.03791341841203616,1140,1655,grasing,grasing,12.955817,47.57715,12.9406,47.571617,515,1397.5,FALSE,2011
wmb2,wmb4,S,aggregate,0.5786675293374486,1140,1655,grasing,grasing,12.955817,47.57715,12.9406,47.571617,515,1397.5,FALSE,2011
wmb2,wmb4,ST,aggregate,0.7239019922685346,1140,1655,grasing,grasing,12.955817,47.57715,12.9406,47.571617,515,1397.5,FALSE,2011
wmb2,wmb4,ST.h,ST.partition,0.026952203782936182,1140,1655,grasing,grasing,12.955817,47.57715,12.9406,47.571617,515,1397.5,FALSE,2011
wmb2,wmb4,ST.l,ST.partition,0.6242373527295192,1140,1655,grasing,grasing,12.955817,47.57715,12.9406,47.571617,515,1397.5,FALSE,2011
wmb2,wmb4,ST.lh,ST.partition,0.07271243575607916,1140,1655,grasing,grasing,12.955817,47.57715,12.9406,47.571617,515,1397.5,FALSE,2011
wmb2,wmb4,WN,aggregate,0.8513499697921757,1140,1655,grasing,grasing,12.955817,47.57715,12.9406,47.571617,515,1397.5,FALSE,2011
wmb2,wmb4,WN.repl,WN.partition,0.7584338767524739,1140,1655,grasing,grasing,12.955817,47.57715,12.9406,47.571617,515,1397.5,FALSE,2011
wmb2,wmb4,WN.rich,WN.partition,0.09291609303970184,1140,1655,grasing,grasing,12.955817,47.57715,12.9406,47.571617,515,1397.5,FALSE,2011
wmb2,wmb5,OS,aggregate,0.14371408647668946,1140,1813,grasing,none,12.955817,47.57715,12.93625,47.571583,673,1476.5,TRUE,2011
wmb2,wmb5,OS.repl,OS.partition,0.11381998660348808,1140,1813,grasing,none,12.955817,47.57715,12.93625,47.571583,673,1476.5,TRUE,2011
wmb2,wmb5,OS.rich,OS.partition,0.02989409987320137,1140,1813,grasing,none,12.955817,47.57715,12.93625,47.571583,673,1476.5,TRUE,2011
wmb2,wmb5,S,aggregate,0.5595347931667338,1140,1813,grasing,none,12.955817,47.57715,12.93625,47.571583,673,1476.5,TRUE,2011
wmb2,wmb5,ST,aggregate,0.6740152560652678,1140,1813,grasing,none,12.955817,47.57715,12.93625,47.571583,673,1476.5,TRUE,2011
wmb2,wmb5,ST.h,ST.partition,0.03563351583452774,1140,1813,grasing,none,12.955817,47.57715,12.93625,47.571583,673,1476.5,TRUE,2011
wmb2,wmb5,ST.l,ST.partition,0.5759684342341075,1140,1813,grasing,none,12.955817,47.57715,12.93625,47.571583,673,1476.5,TRUE,2011
wmb2,wmb5,ST.lh,ST.partition,0.06241330599663253,1140,1813,grasing,none,12.955817,47.57715,12.93625,47.571583,673,1476.5,TRUE,2011
wmb2,wmb5,WN,aggregate,0.8177293425419572,1140,1813,grasing,none,12.955817,47.57715,12.93625,47.571583,673,1476.5,TRUE,2011
wmb2,wmb5,WN.repl,WN.partition,0.7508907404315197,1140,1813,grasing,none,12.955817,47.57715,12.93625,47.571583,673,1476.5,TRUE,2011
wmb2,wmb5,WN.rich,WN.partition,0.06683860211043746,1140,1813,grasing,none,12.955817,47.57715,12.93625,47.571583,673,1476.5,TRUE,2011
wmb3,wmb4,OS,aggregate,0.17511704719825857,1420,1655,grasing,grasing,12.962033,47.569167,12.9406,47.571617,235,1537.5,FALSE,2011
wmb3,wmb4,OS.repl,OS.partition,0.13426988305014867,1420,1655,grasing,grasing,12.962033,47.569167,12.9406,47.571617,235,1537.5,FALSE,2011
wmb3,wmb4,OS.rich,OS.partition,0.04084716414810991,1420,1655,grasing,grasing,12.962033,47.569167,12.9406,47.571617,235,1537.5,FALSE,2011
wmb3,wmb4,S,aggregate,0.519304140390715,1420,1655,grasing,grasing,12.962033,47.569167,12.9406,47.571617,235,1537.5,FALSE,2011
wmb3,wmb4,ST,aggregate,0.591849648000922,1420,1655,grasing,grasing,12.962033,47.569167,12.9406,47.571617,235,1537.5,FALSE,2011
wmb3,wmb4,ST.h,ST.partition,0.0286770643869675,1420,1655,grasing,grasing,12.962033,47.569167,12.9406,47.571617,235,1537.5,FALSE,2011
wmb3,wmb4,ST.l,ST.partition,0.5190974937604196,1420,1655,grasing,grasing,12.962033,47.569167,12.9406,47.571617,235,1537.5,FALSE,2011
wmb3,wmb4,ST.lh,ST.partition,0.044075089853534886,1420,1655,grasing,grasing,12.962033,47.569167,12.9406,47.571617,235,1537.5,FALSE,2011
wmb3,wmb4,WN,aggregate,0.7669666951991806,1420,1655,grasing,grasing,12.962033,47.569167,12.9406,47.571617,235,1537.5,FALSE,2011
wmb3,wmb4,WN.repl,WN.partition,0.6888909043322087,1420,1655,grasing,grasing,12.962033,47.569167,12.9406,47.571617,235,1537.5,FALSE,2011
wmb3,wmb4,WN.rich,WN.partition,0.07807579086697188,1420,1655,grasing,grasing,12.962033,47.569167,12.9406,47.571617,235,1537.5,FALSE,2011
wmb3,wmb5,OS,aggregate,0.21626831587127424,1420,1813,grasing,none,12.962033,47.569167,12.93625,47.571583,393,1616.5,TRUE,2011
wmb3,wmb5,OS.repl,OS.partition,0.16266005799570796,1420,1813,grasing,none,12.962033,47.569167,12.93625,47.571583,393,1616.5,TRUE,2011
wmb3,wmb5,OS.rich,OS.partition,0.05360825787556627,1420,1813,grasing,none,12.962033,47.569167,12.93625,47.571583,393,1616.5,TRUE,2011
wmb3,wmb5,S,aggregate,0.496617681954492,1420,1813,grasing,none,12.962033,47.569167,12.93625,47.571583,393,1616.5,TRUE,2011
wmb3,wmb5,ST,aggregate,0.5645842872968125,1420,1813,grasing,none,12.962033,47.569167,12.93625,47.571583,393,1616.5,TRUE,2011
wmb3,wmb5,ST.h,ST.partition,0.02742330526392177,1420,1813,grasing,none,12.962033,47.569167,12.93625,47.571583,393,1616.5,TRUE,2011
wmb3,wmb5,ST.l,ST.partition,0.504504442876236,1420,1813,grasing,none,12.962033,47.569167,12.93625,47.571583,393,1616.5,TRUE,2011
wmb3,wmb5,ST.lh,ST.partition,0.032656539156654806,1420,1813,grasing,none,12.962033,47.569167,12.93625,47.571583,393,1616.5,TRUE,2011
wmb3,wmb5,WN,aggregate,0.7808526031680867,1420,1813,grasing,none,12.962033,47.569167,12.93625,47.571583,393,1616.5,TRUE,2011
wmb3,wmb5,WN.repl,WN.partition,0.7102892420718787,1420,1813,grasing,none,12.962033,47.569167,12.93625,47.571583,393,1616.5,TRUE,2011
wmb3,wmb5,WN.rich,WN.partition,0.07056336109620799,1420,1813,grasing,none,12.962033,47.569167,12.93625,47.571583,393,1616.5,TRUE,2011
wmb4,wmb5,OS,aggregate,0.3075306423739381,1655,1813,grasing,none,12.9406,47.571617,12.93625,47.571583,158,1734,TRUE,2011
wmb4,wmb5,OS.repl,OS.partition,0.26516506756060404,1655,1813,grasing,none,12.9406,47.571617,12.93625,47.571583,158,1734,TRUE,2011
wmb4,wmb5,OS.rich,OS.partition,0.04236557481333408,1655,1813,grasing,none,12.9406,47.571617,12.93625,47.571583,158,1734,TRUE,2011
wmb4,wmb5,S,aggregate,0.2687686041562205,1655,1813,grasing,none,12.9406,47.571617,12.93625,47.571583,158,1734,TRUE,2011
wmb4,wmb5,ST,aggregate,0.19530465602254501,1655,1813,grasing,none,12.9406,47.571617,12.93625,47.571583,158,1734,TRUE,2011
wmb4,wmb5,ST.h,ST.partition,0.03312709528908733,1655,1813,grasing,none,12.9406,47.571617,12.93625,47.571583,158,1734,TRUE,2011
wmb4,wmb5,ST.l,ST.partition,0.1530436022850049,1655,1813,grasing,none,12.9406,47.571617,12.93625,47.571583,158,1734,TRUE,2011
wmb4,wmb5,ST.lh,ST.partition,0.009133958448452781,1655,1813,grasing,none,12.9406,47.571617,12.93625,47.571583,158,1734,TRUE,2011
wmb4,wmb5,WN,aggregate,0.5028352983964831,1655,1813,grasing,none,12.9406,47.571617,12.93625,47.571583,158,1734,TRUE,2011
wmb4,wmb5,WN.repl,WN.partition,0.450598952937246,1655,1813,grasing,none,12.9406,47.571617,12.93625,47.571583,158,1734,TRUE,2011
wmb4,wmb5,WN.rich,WN.partition,0.05223634545923714,1655,1813,grasing,none,12.9406,47.571617,12.93625,47.571583,158,1734,TRUE,2011
h1,h2,OS,aggregate,0.12137783242100136,817,987,grasing,grasing,12.836133,47.590633,12.800967,47.574683,170,902,FALSE,2012
h1,h2,OS.repl,OS.partition,0.07682205999161738,817,987,grasing,grasing,12.836133,47.590633,12.800967,47.574683,170,902,FALSE,2012
h1,h2,OS.rich,OS.partition,0.04455577242938397,817,987,grasing,grasing,12.836133,47.590633,12.800967,47.574683,170,902,FALSE,2012
h1,h2,S,aggregate,0.5282878477828081,817,987,grasing,grasing,12.836133,47.590633,12.800967,47.574683,170,902,FALSE,2012
h1,h2,ST,aggregate,0.7426395424434783,817,987,grasing,grasing,12.836133,47.590633,12.800967,47.574683,170,902,FALSE,2012
h1,h2,ST.h,ST.partition,0.00857891755143542,817,987,grasing,grasing,12.836133,47.590633,12.800967,47.574683,170,902,FALSE,2012
h1,h2,ST.l,ST.partition,0.655734069920727,817,987,grasing,grasing,12.836133,47.590633,12.800967,47.574683,170,902,FALSE,2012
h1,h2,ST.lh,ST.partition,0.0783265549713159,817,987,grasing,grasing,12.836133,47.590633,12.800967,47.574683,170,902,FALSE,2012
h1,h2,WN,aggregate,0.8640173748644797,817,987,grasing,grasing,12.836133,47.590633,12.800967,47.574683,170,902,FALSE,2012
h1,h2,WN.repl,WN.partition,0.5653629751688822,817,987,grasing,grasing,12.836133,47.590633,12.800967,47.574683,170,902,FALSE,2012
h1,h2,WN.rich,WN.partition,0.2986543996955975,817,987,grasing,grasing,12.836133,47.590633,12.800967,47.574683,170,902,FALSE,2012
h1,h3,OS,aggregate,0.19924450662129117,817,1105,grasing,grasing,12.836133,47.590633,12.79875,47.5607,288,961,FALSE,2012
h1,h3,OS.repl,OS.partition,0.15777698519277034,817,1105,grasing,grasing,12.836133,47.590633,12.79875,47.5607,288,961,FALSE,2012
h1,h3,OS.rich,OS.partition,0.04146752142852084,817,1105,grasing,grasing,12.836133,47.590633,12.79875,47.5607,288,961,FALSE,2012
h1,h3,S,aggregate,0.4860175337067594,817,1105,grasing,grasing,12.836133,47.590633,12.79875,47.5607,288,961,FALSE,2012
h1,h3,ST,aggregate,0.612899901389206,817,1105,grasing,grasing,12.836133,47.590633,12.79875,47.5607,288,961,FALSE,2012
h1,h3,ST.h,ST.partition,0.042832245871986044,817,1105,grasing,grasing,12.836133,47.590633,12.79875,47.5607,288,961,FALSE,2012
h1,h3,ST.l,ST.partition,0.5055345633142497,817,1105,grasing,grasing,12.836133,47.590633,12.79875,47.5607,288,961,FALSE,2012
h1,h3,ST.lh,ST.partition,0.06453309220297022,817,1105,grasing,grasing,12.836133,47.590633,12.79875,47.5607,288,961,FALSE,2012
h1,h3,WN,aggregate,0.8121444080104971,817,1105,grasing,grasing,12.836133,47.590633,12.79875,47.5607,288,961,FALSE,2012
h1,h3,WN.repl,WN.partition,0.6034952603534548,817,1105,grasing,grasing,12.836133,47.590633,12.79875,47.5607,288,961,FALSE,2012
h1,h3,WN.rich,WN.partition,0.20864914765704243,817,1105,grasing,grasing,12.836133,47.590633,12.79875,47.5607,288,961,FALSE,2012
h1,h4,OS,aggregate,0.12439725062335237,817,1330,grasing,grasing,12.836133,47.590633,12.807417,47.557383,513,1073.5,FALSE,2012
h1,h4,OS.repl,OS.partition,0.07848075697189327,817,1330,grasing,grasing,12.836133,47.590633,12.807417,47.557383,513,1073.5,FALSE,2012
h1,h4,OS.rich,OS.partition,0.045916493651459105,817,1330,grasing,grasing,12.836133,47.590633,12.807417,47.557383,513,1073.5,FALSE,2012
h1,h4,S,aggregate,0.49410397658158944,817,1330,grasing,grasing,12.836133,47.590633,12.807417,47.557383,513,1073.5,FALSE,2012
h1,h4,ST,aggregate,0.6590474631603057,817,1330,grasing,grasing,12.836133,47.590633,12.807417,47.557383,513,1073.5,FALSE,2012
h1,h4,ST.h,ST.partition,0.04175092747353764,817,1330,grasing,grasing,12.836133,47.590633,12.807417,47.557383,513,1073.5,FALSE,2012
h1,h4,ST.l,ST.partition,0.5663073391371033,817,1330,grasing,grasing,12.836133,47.590633,12.807417,47.557383,513,1073.5,FALSE,2012
h1,h4,ST.lh,ST.partition,0.05098919654966478,817,1330,grasing,grasing,12.836133,47.590633,12.807417,47.557383,513,1073.5,FALSE,2012
h1,h4,WN,aggregate,0.7834447137836581,817,1330,grasing,grasing,12.836133,47.590633,12.807417,47.557383,513,1073.5,FALSE,2012
h1,h4,WN.repl,WN.partition,0.49300347039663533,817,1330,grasing,grasing,12.836133,47.590633,12.807417,47.557383,513,1073.5,FALSE,2012
h1,h4,WN.rich,WN.partition,0.2904412433870227,817,1330,grasing,grasing,12.836133,47.590633,12.807417,47.557383,513,1073.5,FALSE,2012
h1,h5,OS,aggregate,0.11234953634469423,817,1579,grasing,none,12.836133,47.590633,12.816433,47.5593,762,1198,TRUE,2012
h1,h5,OS.repl,OS.partition,0.04540137724501166,817,1579,grasing,none,12.836133,47.590633,12.816433,47.5593,762,1198,TRUE,2012
h1,h5,OS.rich,OS.partition,0.06694815909968257,817,1579,grasing,none,12.836133,47.590633,12.816433,47.5593,762,1198,TRUE,2012
h1,h5,S,aggregate,0.5394500584072357,817,1579,grasing,none,12.836133,47.590633,12.816433,47.5593,762,1198,TRUE,2012
h1,h5,ST,aggregate,0.7659472715459641,817,1579,grasing,none,12.836133,47.590633,12.816433,47.5593,762,1198,TRUE,2012
