site1,site2,metric,metric.class,value,elev1,elev2,man1,man2,lon1,lat1,lon2,lat2,elev.diff,mean.elev,man.diff,year
h1,wma4,OS,aggregate,0.04859410775762419,817,1773,grasing,none,12.836133,47.590633,12.923983,47.574517,956,1295,TRUE,2011
h1,wma4,OS.repl,OS.partition,0.001897407611693326,817,1773,grasing,none,12.836133,47.590633,12.923983,47.574517,956,1295,TRUE,2011
h1,wma4,OS.rich,OS.partition,0.046696700145930865,817,1773,grasing,none,12.836133,47.590633,12.923983,47.574517,956,1295,TRUE,2011
h1,wma4,S,aggregate,0.7086278301263709,817,1773,grasing,none,12.836133,47.590633,12.923983,47.574517,956,1295,TRUE,2011
h1,wma4,ST,aggregate,0.8852871401808438,817,1773,grasing,none,12.836133,47.590633,12.923983,47.574517,956,1295,TRUE,2011
h1,wma4,ST.h,ST.partition,0.07593160159276581,817,1773,grasing,none,12.836133,47.590633,12.923983,47.574517,956,1295,TRUE,2011
h1,wma4,ST.l,ST.partition,0.44745480161102386,817,1773,grasing,none,12.836133,47.590633,12.923983,47.574517,956,1295,TRUE,2011
h1,wma4,ST.lh,ST.partition,0.36190073697705405,817,1773,grasing,none,12.836133,47.590633,12.923983,47.574517,956,1295,TRUE,2011
h1,wma4,WN,aggregate,0.9338812479384679,817,1773,grasing,none,12.836133,47.590633,12.923983,47.574517,956,1295,TRUE,2011
h1,wma4,WN.repl,WN.partition,0.8361183314799586,817,1773,grasing,none,12.836133,47.590633,12.923983,47.574517,956,1295,TRUE,2011
h1,wma4,WN.rich,WN.partition,0.09776291645850935,817,1773,grasing,none,12.836133,47.590633,12.923983,47.574517,956,1295,TRUE,2011
h1,wma5,OS,aggregate,0.012660657387284557,817,2032,grasing,none,12.836133,47.590633,12.930633,47.5683,1215,1424.5,TRUE,2011
h1,wma5,OS.repl,OS.partition,0,817,2032,grasing,none,12.836133,47.590633,12.930633,47.5683,1215,1424.5,TRUE,2011
h1,wma5,OS.rich,OS.partition,0.012660657387284557,817,2032,grasing,none,12.836133,47.590633,12.930633,47.5683,1215,1424.5,TRUE,2011
h1,wma5,S,aggregate,0.7660178813156118,817,2032,grasing,none,12.836133,47.590633,12.930633,47.5683,1215,1424.5,TRUE,2011
h1,wma5,ST,aggregate,0.9693352488570842,817,2032,grasing,none,12.836133,47.590633,12.930633,47.5683,1215,1424.5,TRUE,2011
h1,wma5,ST.h,ST.partition,0.002888653242975314,817,2032,grasing,none,12.836133,47.590633,12.930633,47.5683,1215,1424.5,TRUE,2011
h1,wma5,ST.l,ST.partition,0.6725721030566502,817,2032,grasing,none,12.836133,47.590633,12.930633,47.5683,1215,1424.5,TRUE,2011
h1,wma5,ST.lh,ST.partition,0.2938744925574588,817,2032,grasing,none,12.836133,47.590633,12.930633,47.5683,1215,1424.5,TRUE,2011
h1,wma5,WN,aggregate,0.9819959062443687,817,2032,grasing,none,12.836133,47.590633,12.930633,47.5683,1215,1424.5,TRUE,2011
h1,wma5,WN.repl,WN.partition,0.7975126721727214,817,2032,grasing,none,12.836133,47.590633,12.930633,47.5683,1215,1424.5,TRUE,2011
h1,wma5,WN.rich,WN.partition,0.18448323407164743,817,2032,grasing,none,12.836133,47.590633,12.930633,47.5683,1215,1424.5,TRUE,2011
h1,wmb1,OS,aggregate,0.18028525863219308,817,960,grasing,grasing,12.836133,47.590633,12.94405,47.590483,143,888.5,FALSE,2011
h1,wmb1,OS.repl,OS.partition,0.14656528153928108,817,960,grasing,grasing,12.836133,47.590633,12.94405,47.590483,143,888.5,FALSE,2011
h1,wmb1,OS.rich,OS.partition,0.033719977092912,817,960,grasing,grasing,12.836133,47.590633,12.94405,47.590483,143,888.5,FALSE,2011
h1,wmb1,S,aggregate,0.3604647171285489,817,960,grasing,grasing,12.836133,47.590633,12.94405,47.590483,143,888.5,FALSE,2011
h1,wmb1,ST,aggregate,0.4163255282169053,817,960,grasing,grasing,12.836133,47.590633,12.94405,47.590483,143,888.5,FALSE,2011
h1,wmb1,ST.h,ST.partition,0.08566784893224579,817,960,grasing,grasing,12.836133,47.590633,12.94405,47.590483,143,888.5,FALSE,2011
h1,wmb1,ST.l,ST.partition,0.3099149558395252,817,960,grasing,grasing,12.836133,47.590633,12.94405,47.590483,143,888.5,FALSE,2011
h1,wmb1,ST.lh,ST.partition,0.020742723445134344,817,960,grasing,grasing,12.836133,47.590633,12.94405,47.590483,143,888.5,FALSE,2011
h1,wmb1,WN,aggregate,0.5966107868490984,817,960,grasing,grasing,12.836133,47.590633,12.94405,47.590483,143,888.5,FALSE,2011
h1,wmb1,WN.repl,WN.partition,0.2671779273359978,817,960,grasing,grasing,12.836133,47.590633,12.94405,47.590483,143,888.5,FALSE,2011
h1,wmb1,WN.rich,WN.partition,0.3294328595131006,817,960,grasing,grasing,12.836133,47.590633,12.94405,47.590483,143,888.5,FALSE,2011
h1,wmb2,OS,aggregate,0.11929369637202782,817,1140,grasing,grasing,12.836133,47.590633,12.955817,47.57715,323,978.5,FALSE,2011
h1,wmb2,OS.repl,OS.partition,0.08863620436395438,817,1140,grasing,grasing,12.836133,47.590633,12.955817,47.57715,323,978.5,FALSE,2011
h1,wmb2,OS.rich,OS.partition,0.03065749200807344,817,1140,grasing,grasing,12.836133,47.590633,12.955817,47.57715,323,978.5,FALSE,2011
h1,wmb2,S,aggregate,0.5023289443035904,817,1140,grasing,grasing,12.836133,47.590633,12.955817,47.57715,323,978.5,FALSE,2011
h1,wmb2,ST,aggregate,0.602401652152814,817,1140,grasing,grasing,12.836133,47.590633,12.955817,47.57715,323,978.5,FALSE,2011
h1,wmb2,ST.h,ST.partition,0.08841446202393909,817,1140,grasing,grasing,12.836133,47.590633,12.955817,47.57715,323,978.5,FALSE,2011
h1,wmb2,ST.l,ST.partition,0.3565317164048863,817,1140,grasing,grasing,12.836133,47.590633,12.955817,47.57715,323,978.5,FALSE,2011
h1,wmb2,ST.lh,ST.partition,0.15745547372398866,817,1140,grasing,grasing,12.836133,47.590633,12.955817,47.57715,323,978.5,FALSE,2011
h1,wmb2,WN,aggregate,0.7216953485248419,817,1140,grasing,grasing,12.836133,47.590633,12.955817,47.57715,323,978.5,FALSE,2011
h1,wmb2,WN.repl,WN.partition,0.3239037190796535,817,1140,grasing,grasing,12.836133,47.590633,12.955817,47.57715,323,978.5,FALSE,2011
h1,wmb2,WN.rich,WN.partition,0.39779162944518837,817,1140,grasing,grasing,12.836133,47.590633,12.955817,47.57715,323,978.5,FALSE,2011
h1,wmb3,OS,aggregate,0.10601681837800843,817,1420,grasing,grasing,12.836133,47.590633,12.962033,47.569167,603,1118.5,FALSE,2011
h1,wmb3,OS.repl,OS.partition,0.06667020516065791,817,1420,grasing,grasing,12.836133,47.590633,12.962033,47.569167,603,1118.5,FALSE,2011
h1,wmb3,OS.rich,OS.partition,0.03934661321735053,817,1420,grasing,grasing,12.836133,47.590633,12.962033,47.569167,603,1118.5,FALSE,2011
h1,wmb3,S,aggregate,0.6316401233681753,817,1420,grasing,grasing,12.836133,47.590633,12.962033,47.569167,603,1118.5,FALSE,2011
h1,wmb3,ST,aggregate,0.7511745730358667,817,1420,grasing,grasing,12.836133,47.590633,12.962033,47.569167,603,1118.5,FALSE,2011
h1,wmb3,ST.h,ST.partition,0.01999797931410345,817,1420,grasing,grasing,12.836133,47.590633,12.962033,47.569167,603,1118.5,FALSE,2011
h1,wmb3,ST.l,ST.partition,0.5483727324888054,817,1420,grasing,grasing,12.836133,47.590633,12.962033,47.569167,603,1118.5,FALSE,2011
h1,wmb3,ST.lh,ST.partition,0.18280386123295786,817,1420,grasing,grasing,12.836133,47.590633,12.962033,47.569167,603,1118.5,FALSE,2011
h1,wmb3,WN,aggregate,0.8571913914138751,817,1420,grasing,grasing,12.836133,47.590633,12.962033,47.569167,603,1118.5,FALSE,2011
h1,wmb3,WN.repl,WN.partition,0.4141894327918773,817,1420,grasing,grasing,12.836133,47.590633,12.962033,47.569167,603,1118.5,FALSE,2011
h1,wmb3,WN.rich,WN.partition,0.44300195862199776,817,1420,grasing,grasing,12.836133,47.590633,12.962033,47.569167,603,1118.5,FALSE,2011
h1,wmb4,OS,aggregate,0.067444233195621,817,1655,grasing,grasing,12.836133,47.590633,12.9406,47.571617,838,1236,FALSE,2011
h1,wmb4,OS.repl,OS.partition,0.02572710103617883,817,1655,grasing,grasing,12.836133,47.590633,12.9406,47.571617,838,1236,FALSE,2011
h1,wmb4,OS.rich,OS.partition,0.04171713215944217,817,1655,grasing,grasing,12.836133,47.590633,12.9406,47.571617,838,1236,FALSE,2011
h1,wmb4,S,aggregate,0.6864786296373964,817,1655,grasing,grasing,12.836133,47.590633,12.9406,47.571617,838,1236,FALSE,2011
h1,wmb4,ST,aggregate,0.8242996926514286,817,1655,grasing,grasing,12.836133,47.590633,12.9406,47.571617,838,1236,FALSE,2011
h1,wmb4,ST.h,ST.partition,0.07565211054837898,817,1655,grasing,grasing,12.836133,47.590633,12.9406,47.571617,838,1236,FALSE,2011
h1,wmb4,ST.l,ST.partition,0.5303589912363095,817,1655,grasing,grasing,12.836133,47.590633,12.9406,47.571617,838,1236,FALSE,2011
h1,wmb4,ST.lh,ST.partition,0.21828859086674016,817,1655,grasing,grasing,12.836133,47.590633,12.9406,47.571617,838,1236,FALSE,2011
h1,wmb4,WN,aggregate,0.8917439258470495,817,1655,grasing,grasing,12.836133,47.590633,12.9406,47.571617,838,1236,FALSE,2011
h1,wmb4,WN.repl,WN.partition,0.4565435703991119,817,1655,grasing,grasing,12.836133,47.590633,12.9406,47.571617,838,1236,FALSE,2011
h1,wmb4,WN.rich,WN.partition,0.43520035544793767,817,1655,grasing,grasing,12.836133,47.590633,12.9406,47.571617,838,1236,FALSE,2011
h1,wmb5,OS,aggregate,0.0571367582335423,817,1813,grasing,none,12.836133,47.590633,12.93625,47.571583,996,1315,TRUE,2011
h1,wmb5,OS.repl,OS.partition,0.0302581950185196,817,1813,grasing,none,12.836133,47.590633,12.93625,47.571583,996,1315,TRUE,2011
h1,wmb5,OS.rich,OS.partition,0.0268785632150227,817,1813,grasing,none,12.836133,47.590633,12.93625,47.571583,996,1315,TRUE,2011
h1,wmb5,S,aggregate,0.6489873556709335,817,1813,grasing,none,12.836133,47.590633,12.93625,47.571583,996,1315,TRUE,2011
h1,wmb5,ST,aggregate,0.777389890570696,817,1813,grasing,none,12.836133,47.590633,12.93625,47.571583,996,1315,TRUE,2011
h1,wmb5,ST.h,ST.partition,0.0910992048276002,817,1813,grasing,none,12.836133,47.590633,12.93625,47.571583,996,1315,TRUE,2011
h1,wmb5,ST.l,ST.partition,0.489188873635172,817,1813,grasing,none,12.836133,47.590633,12.93625,47.571583,996,1315,TRUE,2011
h1,wmb5,ST.lh,ST.partition,0.1971018121079238,817,1813,grasing,none,12.836133,47.590633,12.93625,47.571583,996,1315,TRUE,2011
h1,wmb5,WN,aggregate,0.8345266488042383,817,1813,grasing,none,12.836133,47.590633,12.93625,47.571583,996,1315,TRUE,2011
h1,wmb5,WN.repl,WN.partition,0.41492967162502997,817,1813,grasing,none,12.836133,47.590633,12.93625,47.571583,996,1315,TRUE,2011
h1,wmb5,WN.rich,WN.partition,0.4195969771792083,817,1813,grasing,none,12.836133,47.590633,12.93625,47.571583,996,1315,TRUE,2011
h2,h3,OS,aggregate,0.28926040910213174,987,1105,grasing,grasing,12.800967,47.574683,12.79875,47.5607,118,1046,FALSE,2011
h2,h3,OS.repl,OS.partition,0.2360156760448601,987,1105,grasing,grasing,12.800967,47.574683,12.79875,47.5607,118,1046,FALSE,2011
h2,h3,OS.rich,OS.partition,0.05324473305727166,987,1105,grasing,grasing,12.800967,47.574683,12.79875,47.5607,118,1046,FALSE,2011
h2,h3,S,aggregate,0.281314877891501,987,1105,grasing,grasing,12.800967,47.574683,12.79875,47.5607,118,1046,FALSE,2011
h2,h3,ST,aggregate,0.3012410922630801,987,1105,grasing,grasing,12.800967,47.574683,12.79875,47.5607,118,1046,FALSE,2011
h2,h3,ST.h,ST.partition,0.038420493257339906,987,1105,grasing,grasing,12.800967,47.574683,12.79875,47.5607,118,1046,FALSE,2011
h2,h3,ST.l,ST.partition,0.25934794688288326,987,1105,grasing,grasing,12.800967,47.574683,12.79875,47.5607,118,1046,FALSE,2011
h2,h3,ST.lh,ST.partition,0.0034726521228569235,987,1105,grasing,grasing,12.800967,47.574683,12.79875,47.5607,118,1046,FALSE,2011
h2,h3,WN,aggregate,0.5905015013652118,987,1105,grasing,grasing,12.800967,47.574683,12.79875,47.5607,118,1046,FALSE,2011
h2,h3,WN.repl,WN.partition,0.5139476206101398,987,1105,grasing,grasing,12.800967,47.574683,12.79875,47.5607,118,1046,FALSE,2011
h2,h3,WN.rich,WN.partition,0.07655388075507201,987,1105,grasing,grasing,12.800967,47.574683,12.79875,47.5607,118,1046,FALSE,2011
h2,h4,OS,aggregate,0.23667951215283217,987,1330,grasing,grasing,12.800967,47.574683,12.807417,47.557383,343,1158.5,FALSE,2011
h2,h4,OS.repl,OS.partition,0.18558525290902353,987,1330,grasing,grasing,12.800967,47.574683,12.807417,47.557383,343,1158.5,FALSE,2011
h2,h4,OS.rich,OS.partition,0.05109425924380866,987,1330,grasing,grasing,12.800967,47.574683,12.807417,47.557383,343,1158.5,FALSE,2011
h2,h4,S,aggregate,0.3888741639940975,987,1330,grasing,grasing,12.800967,47.574683,12.807417,47.557383,343,1158.5,FALSE,2011
h2,h4,ST,aggregate,0.529150096576519,987,1330,grasing,grasing,12.800967,47.574683,12.807417,47.557383,343,1158.5,FALSE,2011
h2,h4,ST.h,ST.partition,0.023218589405207234,987,1330,grasing,grasing,12.800967,47.574683,12.807417,47.557383,343,1158.5,FALSE,2011
h2,h4,ST.l,ST.partition,0.4963857009446201,987,1330,grasing,grasing,12.800967,47.574683,12.807417,47.557383,343,1158.5,FALSE,2011
h2,h4,ST.lh,ST.partition,0.009545806226691694,987,1330,grasing,grasing,12.800967,47.574683,12.807417,47.557383,343,1158.5,FALSE,2011
h2,h4,WN,aggregate,0.7658296087293512,987,1330,grasing,grasing,12.800967,47.574683,12.807417,47.557383,343,1158.5,FALSE,2011
h2,h4,WN.repl,WN.partition,0.6902211919079871,987,1330,grasing,grasing,12.800967,47.574683,12.807417,47.557383,343,1158.5,FALSE,2011
h2,h4,WN.rich,WN.partition,0.07560841682136403,987,1330,grasing,grasing,12.800967,47.574683,12.807417,47.557383,343,1158.5,FALSE,2011
h2,h5,OS,aggregate,0.1843305346326738,987,1579,grasing,none,12.800967,47.574683,12.816433,47.5593,592,1283,TRUE,2011
h2,h5,OS.repl,OS.partition,0.07241457278575349,987,1579,grasing,none,12.800967,47.574683,12.816433,47.5593,592,1283,TRUE,2011
h2,h5,OS.rich,OS.partition,0.11191596184692032,987,1579,grasing,none,12.800967,47.574683,12.816433,47.5593,592,1283,TRUE,2011
h2,h5,S,aggregate,0.45175935139377865,987,1579,grasing,none,12.800967,47.574683,12.816433,47.5593,592,1283,TRUE,2011
h2,h5,ST,aggregate,0.585319204696153,987,1579,grasing,none,12.800967,47.574683,12.816433,47.5593,592,1283,TRUE,2011
h2,h5,ST.h,ST.partition,0.050503267150816544,987,1579,grasing,none,12.800967,47.574683,12.816433,47.5593,592,1283,TRUE,2011
h2,h5,ST.l,ST.partition,0.5166185296872295,987,1579,grasing,none,12.800967,47.574683,12.816433,47.5593,592,1283,TRUE,2011
h2,h5,ST.lh,ST.partition,0.0181974078581069,987,1579,grasing,none,12.800967,47.574683,12.816433,47.5593,592,1283,TRUE,2011
h2,h5,WN,aggregate,0.7696497393288267,987,1579,grasing,none,12.800967,47.574683,12.816433,47.5593,592,1283,TRUE,2011
h2,h5,WN.repl,WN.partition,0.6866364072258279,987,1579,grasing,none,12.800967,47.574683,12.816433,47.5593,592,1283,TRUE,2011
h2,h5,WN.rich,WN.partition,0.08301333210299887,987,1579,grasing,none,12.800967,47.574683,12.816433,47.5593,592,1283,TRUE,2011
h2,h6,OS,aggregate,0.23175422040619384,987,1808,grasing,none,12.800967,47.574683,12.822917,47.555367,821,1397.5,TRUE,2011
h2,h6,OS.repl,OS.partition,0.11225443950789248,987,1808,grasing,none,12.800967,47.574683,12.822917,47.555367,821,1397.5,TRUE,2011
h2,h6,OS.rich,OS.partition,0.11949978089830138,987,1808,grasing,none,12.800967,47.574683,12.822917,47.555367,821,1397.5,TRUE,2011
h2,h6,S,aggregate,0.38188771312908076,987,1808,grasing,none,12.800967,47.574683,12.822917,47.555367,821,1397.5,TRUE,2011
h2,h6,ST,aggregate,0.5217324735396229,987,1808,grasing,none,12.800967,47.574683,12.822917,47.555367,821,1397.5,TRUE,2011
h2,h6,ST.h,ST.partition,0.04011405811631392,987,1808,grasing,none,12.800967,47.574683,12.822917,47.555367,821,1397.5,TRUE,2011
h2,h6,ST.l,ST.partition,0.43829030939004,987,1808,grasing,none,12.800967,47.574683,12.822917,47.555367,821,1397.5,TRUE,2011
h2,h6,ST.lh,ST.partition,0.043328106033268976,987,1808,grasing,none,12.800967,47.574683,12.822917,47.555367,821,1397.5,TRUE,2011
h2,h6,WN,aggregate,0.7534866939458168,987,1808,grasing,none,12.800967,47.574683,12.822917,47.555367,821,1397.5,TRUE,2011
h2,h6,WN.repl,WN.partition,0.42625261614567433,987,1808,grasing,none,12.800967,47.574683,12.822917,47.555367,821,1397.5,TRUE,2011
h2,h6,WN.rich,WN.partition,0.3272340778001424,987,1808,grasing,none,12.800967,47.574683,12.822917,47.555367,821,1397.5,TRUE,2011
h2,h7,OS,aggregate,0.11242119593160678,987,1984,grasing,none,12.800967,47.574683,12.829933,47.552167,997,1485.5,TRUE,2011
h2,h7,OS.repl,OS.partition,0.07990441384140994,987,1984,grasing,none,12.800967,47.574683,12.829933,47.552167,997,1485.5,TRUE,2011
h2,h7,OS.rich,OS.partition,0.03251678209019684,987,1984,grasing,none,12.800967,47.574683,12.829933,47.552167,997,1485.5,TRUE,2011
h2,h7,S,aggregate,0.5790857253837076,987,1984,grasing,none,12.800967,47.574683,12.829933,47.552167,997,1485.5,TRUE,2011
h2,h7,ST,aggregate,0.751101801929157,987,1984,grasing,none,12.800967,47.574683,12.829933,47.552167,997,1485.5,TRUE,2011
h2,h7,ST.h,ST.partition,0.05548184506777168,987,1984,grasing,none,12.800967,47.574683,12.829933,47.552167,997,1485.5,TRUE,2011
h2,h7,ST.l,ST.partition,0.5509248858094041,987,1984,grasing,none,12.800967,47.574683,12.829933,47.552167,997,1485.5,TRUE,2011
h2,h7,ST.lh,ST.partition,0.14469507105198112,987,1984,grasing,none,12.800967,47.574683,12.829933,47.552167,997,1485.5,TRUE,2011
h2,h7,WN,aggregate,0.8635229978607637,987,1984,grasing,none,12.800967,47.574683,12.829933,47.552167,997,1485.5,TRUE,2011
h2,h7,WN.repl,WN.partition,0.7317769759819988,987,1984,grasing,none,12.800967,47.574683,12.829933,47.552167,997,1485.5,TRUE,2011
h2,h7,WN.rich,WN.partition,0.13174602187876502,987,1984,grasing,none,12.800967,47.574683,12.829933,47.552167,997,1485.5,TRUE,2011
h2,ho1,OS,aggregate,0.041861908874979446,987,841,grasing,grasing,12.800967,47.574683,12.880783,47.604083,146,914,FALSE,2011
h2,ho1,OS.repl,OS.partition,0.03638061706945598,987,841,grasing,grasing,12.800967,47.574683,12.880783,47.604083,146,914,FALSE,2011
h2,ho1,OS.rich,OS.partition,0.0054812918055234675,987,841,grasing,grasing,12.800967,47.574683,12.880783,47.604083,146,914,FALSE,2011
h2,ho1,S,aggregate,0.6791762341003075,987,841,grasing,grasing,12.800967,47.574683,12.880783,47.604083,146,914,FALSE,2011
h2,ho1,ST,aggregate,0.9400969257218503,987,841,grasing,grasing,12.800967,47.574683,12.880783,47.604083,146,914,FALSE,2011
h2,ho1,ST.h,ST.partition,0.0038206943218761116,987,841,grasing,grasing,12.800967,47.574683,12.880783,47.604083,146,914,FALSE,2011
h2,ho1,ST.l,ST.partition,0.7636695268931845,987,841,grasing,grasing,12.800967,47.574683,12.880783,47.604083,146,914,FALSE,2011
h2,ho1,ST.lh,ST.partition,0.1726067045067897,987,841,grasing,grasing,12.800967,47.574683,12.880783,47.604083,146,914,FALSE,2011
h2,ho1,WN,aggregate,0.9819588345968298,987,841,grasing,grasing,12.800967,47.574683,12.880783,47.604083,146,914,FALSE,2011
h2,ho1,WN.repl,WN.partition,0.43933840747114117,987,841,grasing,grasing,12.800967,47.574683,12.880783,47.604083,146,914,FALSE,2011
h2,ho1,WN.rich,WN.partition,0.5426204271256886,987,841,grasing,grasing,12.800967,47.574683,12.880783,47.604083,146,914,FALSE,2011
h2,ho2,OS,aggregate,0.06101184547158638,987,1045,grasing,grasing,12.800967,47.574683,12.893233,47.588917,58,1016,FALSE,2011
h2,ho2,OS.repl,OS.partition,0.03849284497508964,987,1045,grasing,grasing,12.800967,47.574683,12.893233,47.588917,58,1016,FALSE,2011
h2,ho2,OS.rich,OS.partition,0.022519000496496744,987,1045,grasing,grasing,12.800967,47.574683,12.893233,47.588917,58,1016,FALSE,2011
h2,ho2,S,aggregate,0.6064658179894805,987,1045,grasing,grasing,12.800967,47.574683,12.893233,47.588917,58,1016,FALSE,2011
h2,ho2,ST,aggregate,0.8511121309526223,987,1045,grasing,grasing,12.800967,47.574683,12.893233,47.588917,58,1016,FALSE,2011
h2,ho2,ST.h,ST.partition,0.0029025656628781857,987,1045,grasing,grasing,12.800967,47.574683,12.893233,47.588917,58,1016,FALSE,2011
h2,ho2,ST.l,ST.partition,0.8147967660903971,987,1045,grasing,grasing,12.800967,47.574683,12.893233,47.588917,58,1016,FALSE,2011
h2,ho2,ST.lh,ST.partition,0.033412799199346976,987,1045,grasing,grasing,12.800967,47.574683,12.893233,47.588917,58,1016,FALSE,2011
h2,ho2,WN,aggregate,0.9121239764242087,987,1045,grasing,grasing,12.800967,47.574683,12.893233,47.588917,58,1016,FALSE,2011
h2,ho2,WN.repl,WN.partition,0.8268595501167133,987,1045,grasing,grasing,12.800967,47.574683,12.893233,47.588917,58,1016,FALSE,2011
h2,ho2,WN.rich,WN.partition,0.08526442630749537,987,1045,grasing,grasing,12.800967,47.574683,12.893233,47.588917,58,1016,FALSE,2011
h2,ho3,OS,aggregate,0.06923101878559493,987,1333,grasing,none,12.800967,47.574683,12.8873,47.584583,346,1160,TRUE,2011
h2,ho3,OS.repl,OS.partition,0.05278416973708457,987,1333,grasing,none,12.800967,47.574683,12.8873,47.584583,346,1160,TRUE,2011
h2,ho3,OS.rich,OS.partition,0.016446849048510362,987,1333,grasing,none,12.800967,47.574683,12.8873,47.584583,346,1160,TRUE,2011
h2,ho3,S,aggregate,0.5717384804254314,987,1333,grasing,none,12.800967,47.574683,12.8873,47.584583,346,1160,TRUE,2011
h2,ho3,ST,aggregate,0.8742256367664393,987,1333,grasing,none,12.800967,47.574683,12.8873,47.584583,346,1160,TRUE,2011
h2,ho3,ST.h,ST.partition,0.007159853108868769,987,1333,grasing,none,12.800967,47.574683,12.8873,47.584583,346,1160,TRUE,2011
h2,ho3,ST.l,ST.partition,0.8327904736438373,987,1333,grasing,none,12.800967,47.574683,12.8873,47.584583,346,1160,TRUE,2011
h2,ho3,ST.lh,ST.partition,0.03427531001373315,987,1333,grasing,none,12.800967,47.574683,12.8873,47.584583,346,1160,TRUE,2011
h2,ho3,WN,aggregate,0.9434566555520342,987,1333,grasing,none,12.800967,47.574683,12.8873,47.584583,346,1160,TRUE,2011
h2,ho3,WN.repl,WN.partition,0.8450886487023884,987,1333,grasing,none,12.800967,47.574683,12.8873,47.584583,346,1160,TRUE,2011
h2,ho3,WN.rich,WN.partition,0.09836800684964575,987,1333,grasing,none,12.800967,47.574683,12.8873,47.584583,346,1160,TRUE,2011
h2,ho4,OS,aggregate,0.12757220640944458,987,1552,grasing,none,12.800967,47.574683,12.881717,47.583083,565,1269.5,TRUE,2011
h2,ho4,OS.repl,OS.partition,0.0605617733329805,987,1552,grasing,none,12.800967,47.574683,12.881717,47.583083,565,1269.5,TRUE,2011
h2,ho4,OS.rich,OS.partition,0.0670104330764641,987,1552,grasing,none,12.800967,47.574683,12.881717,47.583083,565,1269.5,TRUE,2011
h2,ho4,S,aggregate,0.4498679340368165,987,1552,grasing,none,12.800967,47.574683,12.881717,47.583083,565,1269.5,TRUE,2011
h2,ho4,ST,aggregate,0.6582766639892693,987,1552,grasing,none,12.800967,47.574683,12.881717,47.583083,565,1269.5,TRUE,2011
h2,ho4,ST.h,ST.partition,0.030686522154094488,987,1552,grasing,none,12.800967,47.574683,12.881717,47.583083,565,1269.5,TRUE,2011
h2,ho4,ST.l,ST.partition,0.5668880400361231,987,1552,grasing,none,12.800967,47.574683,12.881717,47.583083,565,1269.5,TRUE,2011
h2,ho4,ST.lh,ST.partition,0.06070210179905176,987,1552,grasing,none,12.800967,47.574683,12.881717,47.583083,565,1269.5,TRUE,2011
h2,ho4,WN,aggregate,0.785848870398714,987,1552,grasing,none,12.800967,47.574683,12.881717,47.583083,565,1269.5,TRUE,2011
h2,ho4,WN.repl,WN.partition,0.7170133030883304,987,1552,grasing,none,12.800967,47.574683,12.881717,47.583083,565,1269.5,TRUE,2011
h2,ho4,WN.rich,WN.partition,0.0688355673103835,987,1552,grasing,none,12.800967,47.574683,12.881717,47.583083,565,1269.5,TRUE,2011
h2,ho5,OS,aggregate,0.18048454794426583,987,1825,grasing,grasing,12.800967,47.574683,12.877,47.5778,838,1406,FALSE,2011
h2,ho5,OS.repl,OS.partition,0.11403670122733615,987,1825,grasing,grasing,12.800967,47.574683,12.877,47.5778,838,1406,FALSE,2011
h2,ho5,OS.rich,OS.partition,0.06644784671692967,987,1825,grasing,grasing,12.800967,47.574683,12.877,47.5778,838,1406,FALSE,2011
h2,ho5,S,aggregate,0.49488953943692454,987,1825,grasing,grasing,12.800967,47.574683,12.877,47.5778,838,1406,FALSE,2011
h2,ho5,ST,aggregate,0.6653332417989833,987,1825,grasing,grasing,12.800967,47.574683,12.877,47.5778,838,1406,FALSE,2011
h2,ho5,ST.h,ST.partition,0.07270728767396192,987,1825,grasing,grasing,12.800967,47.574683,12.877,47.5778,838,1406,FALSE,2011
h2,ho5,ST.l,ST.partition,0.5166554756950367,987,1825,grasing,grasing,12.800967,47.574683,12.877,47.5778,838,1406,FALSE,2011
h2,ho5,ST.lh,ST.partition,0.07597047842998476,987,1825,grasing,grasing,12.800967,47.574683,12.877,47.5778,838,1406,FALSE,2011
h2,ho5,WN,aggregate,0.8458177897432492,987,1825,grasing,grasing,12.800967,47.574683,12.877,47.5778,838,1406,FALSE,2011
h2,ho5,WN.repl,WN.partition,0.7660811551971582,987,1825,grasing,grasing,12.800967,47.574683,12.877,47.5778,838,1406,FALSE,2011
h2,ho5,WN.rich,WN.partition,0.07973663454609095,987,1825,grasing,grasing,12.800967,47.574683,12.877,47.5778,838,1406,FALSE,2011
h2,t1,OS,aggregate,0.08507541625585088,987,714,grasing,mowing,12.800967,47.574683,12.8992,47.609817,273,850.5,TRUE,2011
h2,t1,OS.repl,OS.partition,0.029602978756336832,987,714,grasing,mowing,12.800967,47.574683,12.8992,47.609817,273,850.5,TRUE,2011
h2,t1,OS.rich,OS.partition,0.055472437499514055,987,714,grasing,mowing,12.800967,47.574683,12.8992,47.609817,273,850.5,TRUE,2011
h2,t1,S,aggregate,0.5418244454498989,987,714,grasing,mowing,12.800967,47.574683,12.8992,47.609817,273,850.5,TRUE,2011
h2,t1,ST,aggregate,0.8091584402026233,987,714,grasing,mowing,12.800967,47.574683,12.8992,47.609817,273,850.5,TRUE,2011
h2,t1,ST.h,ST.partition,0.02803730675911675,987,714,grasing,mowing,12.800967,47.574683,12.8992,47.609817,273,850.5,TRUE,2011
