site,date,year,q.prop,r.prop,gdd.cum,elev.class,management,elev.mean,transect,lat,lon,elev.class2,yday,break1,break2,caste,count,prop
wma2,2012-05-10,2012,1,0,40,mitte,grasing,1245,Watzmann 1,47.583517,12.940933,mid,131,191.20236539844385,228.40772284003094,queen,10,1
h2,2012-05-02,2012,1,0,41,mitte,grasing,987,Hintersee,47.574683,12.800967,low,123,181.4725578651453,230.62357875055523,queen,14,1
h2,2012-05-03,2012,1,0,41,mitte,grasing,987,Hintersee,47.574683,12.800967,low,124,181.4725578651453,230.62357875055523,queen,4,1
wma4,2012-06-17,2012,1,0,41,oben,none,1773,Watzmann 1,47.574517,12.923983,high,169,194.5725805355664,230.01927714047062,queen,1,1
wma5,2012-06-20,2012,1,0,41,oben,none,2032,Watzmann 1,47.5683,12.930633,high,172,194.5725805355664,230.01927714047062,queen,4,1
wmb1,2012-05-02,2012,1,0,41,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,123,181.4725578651453,230.62357875055523,queen,19,1
wmb1,2012-05-03,2012,1,0,41,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,124,181.4725578651453,230.62357875055523,queen,4,1
h2,2012-05-04,2012,1,0,42,mitte,grasing,987,Hintersee,47.574683,12.800967,low,125,181.4725578651453,230.62357875055523,queen,1,1
h2,2012-05-06,2012,1,0,42,mitte,grasing,987,Hintersee,47.574683,12.800967,low,127,181.4725578651453,230.62357875055523,queen,6,1
h4,2012-05-16,2012,1,0,42,mitte,grasing,1330,Hintersee,47.557383,12.807417,mid,137,191.20236539844385,228.40772284003094,queen,1,1
ho3,2012-05-11,2012,1,0,42,mitte,none,1333,Hintersee (Ost),47.584583,12.8873,mid,132,191.20236539844385,228.40772284003094,queen,2,1
ho4,2012-06-05,2012,1,0,42,oben,none,1552,Hintersee (Ost),47.583083,12.881717,mid,157,191.20236539844385,228.40772284003094,queen,4,1
wmb1,2012-05-04,2012,1,0,42,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,125,181.4725578651453,230.62357875055523,queen,8,1
wmb1,2012-05-06,2012,1,0,42,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,127,181.4725578651453,230.62357875055523,queen,10,1
h2,2012-05-08,2012,1,0,43,mitte,grasing,987,Hintersee,47.574683,12.800967,low,129,181.4725578651453,230.62357875055523,queen,4,1
ho1,2012-05-02,2012,1,0,44,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low,123,181.4725578651453,230.62357875055523,queen,2,1
h1,2012-05-03,2012,1,0,45,mitte,grasing,817,Hintersee,47.590633,12.836133,low,124,181.4725578651453,230.62357875055523,queen,22,1
wma5,2012-06-26,2012,1,0,45,oben,none,2032,Watzmann 1,47.5683,12.930633,high,178,194.5725805355664,230.01927714047062,queen,3,1
wmb2,2012-05-10,2012,1,0,45,mitte,grasing,1140,Watzmann 2,47.57715,12.955817,mid,131,191.20236539844385,228.40772284003094,queen,11,1
h1,2012-05-06,2012,1,0,46,mitte,grasing,817,Hintersee,47.590633,12.836133,low,127,181.4725578651453,230.62357875055523,queen,8,1
ho1,2012-05-04,2012,1,0,46,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low,125,181.4725578651453,230.62357875055523,queen,4,1
ho1,2012-05-07,2012,1,0,46,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low,128,181.4725578651453,230.62357875055523,queen,6,1
t5,2012-05-03,2012,1,0,46,unten,mowing,746,Tal,47.604817,12.946317,low,124,181.4725578651453,230.62357875055523,queen,1,1
wma3,2012-05-23,2012,1,0,46,mitte,grasing,1423,Watzmann 1,47.5778,12.943317,mid,144,191.20236539844385,228.40772284003094,queen,2,1
ho4,2012-06-08,2012,1,0,47,oben,none,1552,Hintersee (Ost),47.583083,12.881717,mid,160,191.20236539844385,228.40772284003094,queen,10,1
wma1,2012-05-06,2012,1,0,47,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low,127,181.4725578651453,230.62357875055523,queen,1,1
wma3,2012-05-27,2012,1,0,47,mitte,grasing,1423,Watzmann 1,47.5778,12.943317,mid,148,191.20236539844385,228.40772284003094,queen,8,1
wmb3,2012-05-21,2012,1,0,47,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,142,191.20236539844385,228.40772284003094,queen,1,1
wmb3,2012-05-23,2012,1,0,47,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,144,191.20236539844385,228.40772284003094,queen,4,1
h1,2012-05-08,2012,1,0,48,mitte,grasing,817,Hintersee,47.590633,12.836133,low,129,181.4725578651453,230.62357875055523,queen,3,1
t1,2012-05-04,2012,1,0,48,unten,mowing,714,Tal,47.609817,12.8992,low,125,181.4725578651453,230.62357875055523,queen,2,1
t4,2012-05-03,2012,1,0,48,unten,mowing,641,Tal,47.612417,12.942383,low,124,181.4725578651453,230.62357875055523,queen,10,1
t5,2012-05-06,2012,1,0,48,unten,mowing,746,Tal,47.604817,12.946317,low,127,181.4725578651453,230.62357875055523,queen,5,1
wma2,2012-05-13,2012,1,0,48,mitte,grasing,1245,Watzmann 1,47.583517,12.940933,mid,134,191.20236539844385,228.40772284003094,queen,2,1
wmb3,2012-05-24,2012,1,0,48,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,145,191.20236539844385,228.40772284003094,queen,3,1
wmb3,2012-05-27,2012,1,0,48,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,148,191.20236539844385,228.40772284003094,queen,1,1
h7,2012-06-24,2012,1,0,49,oben,none,1984,Hintersee,47.552167,12.829933,high,176,194.5725805355664,230.01927714047062,queen,3,1
ho2,2012-05-10,2012,1,0,49,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,131,191.20236539844385,228.40772284003094,queen,1,1
wmb3,2012-06-01,2012,1,0,49,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,153,191.20236539844385,228.40772284003094,queen,1,1
t4,2012-05-06,2012,1,0,50,unten,mowing,641,Tal,47.612417,12.942383,low,127,181.4725578651453,230.62357875055523,queen,10,1
wma3,2012-06-05,2012,0.6666666666666666,0.3333333333333333,52,mitte,grasing,1423,Watzmann 1,47.5778,12.943317,mid,157,191.20236539844385,228.40772284003094,queen,2,0.6666666666666666
wmb1,2012-05-10,2012,1,0,52,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,131,181.4725578651453,230.62357875055523,queen,3,1
h4,2012-05-21,2012,1,0,53,mitte,grasing,1330,Hintersee,47.557383,12.807417,mid,142,191.20236539844385,228.40772284003094,queen,24,1
h4,2012-05-22,2012,1,0,53,mitte,grasing,1330,Hintersee,47.557383,12.807417,mid,143,191.20236539844385,228.40772284003094,queen,23,1
ho3,2012-05-22,2012,1,0,53,mitte,none,1333,Hintersee (Ost),47.584583,12.8873,mid,143,191.20236539844385,228.40772284003094,queen,2,1
wmb2,2012-05-13,2012,1,0,53,mitte,grasing,1140,Watzmann 2,47.57715,12.955817,mid,134,191.20236539844385,228.40772284003094,queen,8,1
wmb2,2012-05-17,2012,1,0,53,mitte,grasing,1140,Watzmann 2,47.57715,12.955817,mid,138,191.20236539844385,228.40772284003094,queen,1,1
wmb4,2012-06-17,2012,1,0,53,oben,grasing,1655,Watzmann 2,47.571617,12.9406,mid,169,191.20236539844385,228.40772284003094,queen,5,1
h3,2012-05-11,2012,1,0,54,mitte,grasing,1105,Hintersee,47.5607,12.79875,mid,132,191.20236539844385,228.40772284003094,queen,9,1
wmb3,2012-06-05,2012,1,0,54,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,157,191.20236539844385,228.40772284003094,queen,2,1
h3,2012-05-12,2012,1,0,55,mitte,grasing,1105,Hintersee,47.5607,12.79875,mid,133,191.20236539844385,228.40772284003094,queen,56,1
h3,2012-05-17,2012,1,0,55,mitte,grasing,1105,Hintersee,47.5607,12.79875,mid,138,191.20236539844385,228.40772284003094,queen,9,1
h4,2012-05-28,2012,1,0,55,mitte,grasing,1330,Hintersee,47.557383,12.807417,mid,149,191.20236539844385,228.40772284003094,queen,7,1
ho3,2012-05-29,2012,1,0,55,mitte,none,1333,Hintersee (Ost),47.584583,12.8873,mid,150,191.20236539844385,228.40772284003094,queen,1,1
ho1,2012-05-10,2012,1,0,57,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low,131,181.4725578651453,230.62357875055523,queen,5,1
h4,2012-06-02,2012,1,0,58,mitte,grasing,1330,Hintersee,47.557383,12.807417,mid,154,191.20236539844385,228.40772284003094,queen,8,1
ho2,2012-05-11,2012,1,0,58,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,132,191.20236539844385,228.40772284003094,queen,27,1
ho2,2012-05-17,2012,1,0,58,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,138,191.20236539844385,228.40772284003094,queen,5,1
wma3,2012-06-09,2012,1,0,59,mitte,grasing,1423,Watzmann 1,47.5778,12.943317,mid,161,191.20236539844385,228.40772284003094,queen,3,1
wmb5,2012-06-20,2012,1,0,59,oben,none,1813,Watzmann 2,47.571583,12.93625,high,172,194.5725805355664,230.01927714047062,queen,1,1
wma2,2012-05-21,2012,1,0,60,mitte,grasing,1245,Watzmann 1,47.583517,12.940933,mid,142,191.20236539844385,228.40772284003094,queen,7,1
h2,2012-05-11,2012,1,0,61,mitte,grasing,987,Hintersee,47.574683,12.800967,low,132,181.4725578651453,230.62357875055523,queen,3,1
h2,2012-05-12,2012,1,0,61,mitte,grasing,987,Hintersee,47.574683,12.800967,low,133,181.4725578651453,230.62357875055523,queen,1,1
h2,2012-05-17,2012,1,0,61,mitte,grasing,987,Hintersee,47.574683,12.800967,low,138,181.4725578651453,230.62357875055523,queen,2,1
wma2,2012-05-23,2012,1,0,61,mitte,grasing,1245,Watzmann 1,47.583517,12.940933,mid,144,191.20236539844385,228.40772284003094,queen,5,1
wmb3,2012-06-08,2012,1,0,61,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,160,191.20236539844385,228.40772284003094,queen,6,1
h6,2012-06-21,2012,1,0,62,oben,none,1808,Hintersee,47.555367,12.822917,high,173,194.5725805355664,230.01927714047062,queen,1,1
t4,2012-05-10,2012,1,0,62,unten,mowing,641,Tal,47.612417,12.942383,low,131,181.4725578651453,230.62357875055523,queen,4,1
wmb1,2012-05-17,2012,0.8888888888888888,0.1111111111111111,62,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,138,181.4725578651453,230.62357875055523,queen,8,0.8888888888888888
h4,2012-06-04,2012,1,0,63,mitte,grasing,1330,Hintersee,47.557383,12.807417,mid,156,191.20236539844385,228.40772284003094,queen,9,1
wma2,2012-05-27,2012,1,0,63,mitte,grasing,1245,Watzmann 1,47.583517,12.940933,mid,148,191.20236539844385,228.40772284003094,queen,11,1
ho5,2012-06-26,2012,1,0,64,oben,grasing,1825,Hintersee (Ost),47.5778,12.877,high,178,194.5725805355664,230.01927714047062,queen,2,1
h3,2012-05-20,2012,1,0,65,mitte,grasing,1105,Hintersee,47.5607,12.79875,mid,141,191.20236539844385,228.40772284003094,queen,18,1
h1,2012-05-11,2012,1,0,66,mitte,grasing,817,Hintersee,47.590633,12.836133,low,132,181.4725578651453,230.62357875055523,queen,6,1
ho1,2012-05-11,2012,1,0,66,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low,132,181.4725578651453,230.62357875055523,queen,15,1
wma2,2012-06-01,2012,1,0,66,mitte,grasing,1245,Watzmann 1,47.583517,12.940933,mid,153,191.20236539844385,228.40772284003094,queen,7,1
ho1,2012-05-17,2012,1,0,67,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low,138,181.4725578651453,230.62357875055523,queen,8,1
wmb2,2012-05-21,2012,1,0,67,mitte,grasing,1140,Watzmann 2,47.57715,12.955817,mid,142,191.20236539844385,228.40772284003094,queen,1,1
wmb5,2012-06-26,2012,1,0,67,oben,none,1813,Watzmann 2,47.571583,12.93625,high,178,194.5725805355664,230.01927714047062,queen,1,1
h1,2012-05-17,2012,1,0,68,mitte,grasing,817,Hintersee,47.590633,12.836133,low,138,181.4725578651453,230.62357875055523,queen,3,1
h3,2012-05-21,2012,1,0,68,mitte,grasing,1105,Hintersee,47.5607,12.79875,mid,142,191.20236539844385,228.40772284003094,queen,6,1
h3,2012-05-22,2012,1,0,69,mitte,grasing,1105,Hintersee,47.5607,12.79875,mid,143,191.20236539844385,228.40772284003094,queen,14,1
wma1,2012-05-13,2012,1,0,69,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low,134,181.4725578651453,230.62357875055523,queen,6,1
wma1,2012-05-17,2012,1,0,69,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low,138,181.4725578651453,230.62357875055523,queen,1,1
t1,2012-05-11,2012,1,0,70,unten,mowing,714,Tal,47.609817,12.8992,low,132,181.4725578651453,230.62357875055523,queen,2,1
t5,2012-05-12,2012,1,0,70,unten,mowing,746,Tal,47.604817,12.946317,low,133,181.4725578651453,230.62357875055523,queen,4,1
h3,2012-05-23,2012,1,0,71,mitte,grasing,1105,Hintersee,47.5607,12.79875,mid,144,191.20236539844385,228.40772284003094,queen,16,1
h5,2012-06-18,2012,1,0,71,oben,none,1579,Hintersee,47.5593,12.816433,mid,170,191.20236539844385,228.40772284003094,queen,3,1
wmb2,2012-05-24,2012,1,0,71,mitte,grasing,1140,Watzmann 2,47.57715,12.955817,mid,145,191.20236539844385,228.40772284003094,queen,2,1
h4,2012-06-09,2012,1,0,72,mitte,grasing,1330,Hintersee,47.557383,12.807417,mid,161,191.20236539844385,228.40772284003094,queen,8,1
ho2,2012-05-22,2012,1,0,73,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,143,191.20236539844385,228.40772284003094,queen,2,1
wma2,2012-06-05,2012,1,0,73,mitte,grasing,1245,Watzmann 1,47.583517,12.940933,mid,157,191.20236539844385,228.40772284003094,queen,1,1
h3,2012-05-28,2012,1,0,74,mitte,grasing,1105,Hintersee,47.5607,12.79875,mid,149,191.20236539844385,228.40772284003094,queen,7,1
h7,2012-07-01,2012,1,0,75,oben,none,1984,Hintersee,47.552167,12.829933,high,183,194.5725805355664,230.01927714047062,queen,1,1
ho4,2012-06-18,2012,1,0,75,oben,none,1552,Hintersee (Ost),47.583083,12.881717,mid,170,191.20236539844385,228.40772284003094,queen,5,1
wmb2,2012-06-01,2012,1,0,75,mitte,grasing,1140,Watzmann 2,47.57715,12.955817,mid,153,191.20236539844385,228.40772284003094,queen,5,1
h2,2012-05-21,2012,1,0,77,mitte,grasing,987,Hintersee,47.574683,12.800967,low,142,181.4725578651453,230.62357875055523,queen,8,1
wmb1,2012-05-21,2012,1,0,77,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,142,181.4725578651453,230.62357875055523,queen,15,1
wma3,2012-06-17,2012,1,0,79,mitte,grasing,1423,Watzmann 1,47.5778,12.943317,mid,169,191.20236539844385,228.40772284003094,queen,4,1
h1,2012-05-20,2012,1,0,80,mitte,grasing,817,Hintersee,47.590633,12.836133,low,141,181.4725578651453,230.62357875055523,queen,1,1
h2,2012-05-23,2012,1,0,80,mitte,grasing,987,Hintersee,47.574683,12.800967,low,144,181.4725578651453,230.62357875055523,queen,1,1
h3,2012-06-02,2012,1,0,80,mitte,grasing,1105,Hintersee,47.5607,12.79875,mid,154,191.20236539844385,228.40772284003094,queen,2,1
ho2,2012-05-29,2012,1,0,80,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,150,191.20236539844385,228.40772284003094,queen,15,1
wmb1,2012-05-23,2012,1,0,81,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,144,181.4725578651453,230.62357875055523,queen,13,1
t5,2012-05-20,2012,1,0,82,unten,mowing,746,Tal,47.604817,12.946317,low,141,181.4725578651453,230.62357875055523,queen,6,1
wma2,2012-06-09,2012,1,0,83,mitte,grasing,1245,Watzmann 1,47.583517,12.940933,mid,161,191.20236539844385,228.40772284003094,queen,2,1
