site,date,yday,bb.sp,fl.abund.wt,bb.abund,year,elev.class,management,elev.mean,transect,lat,lon,elev.class2
ho1,2010-05-23,143,soro,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-05-23,143,wurf,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-07,158,bss,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-07,158,gers,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-07,158,hort,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-07,158,humi,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-07,158,hypn,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-07,158,jone,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-07,158,lapi,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-07,158,mend,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-07,158,mont,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-07,158,muci,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-07,158,pasc,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-07,158,prat,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-07,158,psit,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-07,158,pyre,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-07,158,soro,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-07,158,wurf,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-18,169,bss,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-18,169,gers,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-18,169,hort,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-18,169,humi,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-18,169,hypn,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-18,169,jone,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-18,169,lapi,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-18,169,mend,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-18,169,mont,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-18,169,muci,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-18,169,pasc,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-18,169,prat,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-18,169,psit,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-18,169,pyre,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-18,169,soro,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-18,169,wurf,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-26,177,bss,0.6423360248667243,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-26,177,gers,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-26,177,hort,0.20296177340465224,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-26,177,humi,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-26,177,hypn,0.490422198531534,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-26,177,jone,0.22456206732618086,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-26,177,lapi,0.5323370855081523,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-26,177,mend,0.48433288396921137,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-26,177,mont,0.4000762689181351,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-26,177,muci,0.5067145092618028,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-26,177,pasc,0.6861537833909819,4,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-26,177,prat,0.25920583234704253,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-26,177,psit,0.17531615346857843,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-26,177,pyre,0.3282560199446221,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-26,177,soro,0.1848754523821148,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-06-26,177,wurf,0.25125499745234214,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-08,189,bss,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-08,189,gers,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-08,189,hort,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-08,189,humi,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-08,189,hypn,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-08,189,jone,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-08,189,lapi,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-08,189,mend,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-08,189,mont,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-08,189,muci,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-08,189,pasc,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-08,189,prat,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-08,189,psit,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-08,189,pyre,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-08,189,soro,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-08,189,wurf,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-14,195,bss,0.5502944017619118,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-14,195,gers,0.08909527722235845,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-14,195,hort,0.37009060197534954,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-14,195,humi,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-14,195,hypn,0.4515977175438042,1,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-14,195,jone,0.38524402507319044,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-14,195,lapi,0.3227739397174547,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-14,195,mend,0.4015735389393209,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-14,195,mont,0.5019950827994865,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-14,195,muci,0.46244795171652786,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-14,195,pasc,0.6371406757359357,2,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-14,195,prat,0.3501415708300836,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-14,195,psit,0.3678366023492278,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-14,195,pyre,0.35269105377225834,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-14,195,soro,0.23986708728957767,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-07-14,195,wurf,0.41011928953345567,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-05,217,bss,0.4434102302861656,6,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-05,217,gers,0.1691916629317271,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-05,217,hort,0.33794872914555135,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-05,217,humi,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-05,217,hypn,0.5021146218879406,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-05,217,jone,0.07902747985164409,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-05,217,lapi,0.31741792341632064,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-05,217,mend,0.2763042208609011,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-05,217,mont,0.1618620972507755,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-05,217,muci,0.3606079670507652,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-05,217,pasc,0.4300449985023698,3,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-05,217,prat,0.1803924008976268,3,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-05,217,psit,0.5184885767710827,1,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-05,217,pyre,0.19966891158484695,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-05,217,soro,0.2621035994158566,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-05,217,wurf,0.3805478259585456,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-24,236,bss,0.4696104144438701,2,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-24,236,gers,3.599359835992528,1,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-24,236,hort,5.2693929758282625,3,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-24,236,humi,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-24,236,hypn,1.4875871114761736,1,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-24,236,jone,0.0752234879679587,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-24,236,lapi,0.11981327228023243,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-24,236,mend,0.18420553120993957,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-24,236,mont,0.11886524606699227,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-24,236,muci,0.15446010015202857,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-24,236,pasc,1.2504156721463449,14,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-24,236,prat,0.3231422762680277,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-24,236,psit,0.8096332261379547,1,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-24,236,pyre,0.07801966509363675,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-24,236,soro,0.2246663598346987,1,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-08-24,236,wurf,5.275324590918372,10,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-09-02,245,bss,0.21617085041797474,1,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-09-02,245,gers,0.9620502664199634,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-09-02,245,hort,1.2887489141034232,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-09-02,245,humi,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-09-02,245,hypn,0.5511832801972323,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-09-02,245,jone,0,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-09-02,245,lapi,0.07093410461965473,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-09-02,245,mend,0.003927059520289014,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-09-02,245,mont,0.0029278584274994223,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-09-02,245,muci,0.005843600989731891,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-09-02,245,pasc,0.31431434401942454,13,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-09-02,245,prat,0.13191495591987154,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-09-02,245,psit,0.6224106591087513,1,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-09-02,245,pyre,0.05929645630318588,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-09-02,245,soro,0.18793967072194337,0,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2010-09-02,245,wurf,1.310954481986027,2,2010,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-05-27,147,bss,0.42780000499534465,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-05-27,147,gers,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-05-27,147,hort,0.28552850082752185,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-05-27,147,humi,0.659630944698611,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-05-27,147,hypn,0.19553496113459817,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-05-27,147,jone,0.30949196890240455,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-05-27,147,lapi,0.34544523431936364,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-05-27,147,mend,0.2275691057113044,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-05-27,147,mont,0.2159525197252953,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-05-27,147,muci,0.33302190113997887,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-05-27,147,pasc,0.526146703111434,1,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-05-27,147,prat,0.15247389337955186,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-05-27,147,psit,0.18092134722557435,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-05-27,147,pyre,0.06614228430947766,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-05-27,147,soro,0.09570682571663472,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-05-27,147,wurf,0.2492105962823934,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-01,152,bss,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-01,152,gers,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-01,152,hort,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-01,152,humi,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-01,152,hypn,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-01,152,jone,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-01,152,lapi,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-01,152,mend,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-01,152,mont,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-01,152,muci,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-01,152,pasc,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-01,152,prat,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-01,152,psit,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-01,152,pyre,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-01,152,soro,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-01,152,wurf,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-05,156,bss,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-05,156,gers,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-05,156,hort,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-05,156,humi,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-05,156,hypn,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-05,156,jone,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-05,156,lapi,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-05,156,mend,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-05,156,mont,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-05,156,muci,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-05,156,pasc,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-05,156,prat,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-05,156,psit,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-05,156,pyre,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-05,156,soro,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-05,156,wurf,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-11,162,bss,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-11,162,gers,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-11,162,hort,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-11,162,humi,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-11,162,hypn,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-11,162,jone,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-11,162,lapi,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-11,162,mend,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-11,162,mont,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-11,162,muci,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-11,162,pasc,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-11,162,prat,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-11,162,psit,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-11,162,pyre,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-11,162,soro,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-11,162,wurf,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-26,177,bss,3.6936384483589944,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-26,177,gers,0.20902852139161288,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-26,177,hort,3.933748080139884,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-26,177,humi,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-26,177,hypn,3.179652686926937,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-26,177,jone,5.869948527357712,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-26,177,lapi,1.618831241978962,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-26,177,mend,3.932279214133244,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-26,177,mont,9.503980274285166,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-26,177,muci,3.273242358055887,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-26,177,pasc,10.312294924501632,25,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-26,177,prat,5.980530953139581,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-26,177,psit,0.664148150695947,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-26,177,pyre,2.1567829373717196,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-26,177,soro,2.327754071044566,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-06-26,177,wurf,4.471349965208914,1,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-07-03,184,bss,5.007179506309713,3,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-07-03,184,gers,1.3826861087557205,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-07-03,184,hort,6.91259292062133,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-07-03,184,humi,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-07-03,184,hypn,4.674642823929023,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-07-03,184,jone,8.619403198290051,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-07-03,184,lapi,1.9587268156081123,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-07-03,184,mend,3.9933258956582627,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-07-03,184,mont,13.976241731916055,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-07-03,184,muci,3.279132797135154,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-07-03,184,pasc,14.736018303324117,25,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-07-03,184,prat,8.90826194076519,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-07-03,184,psit,1.5179513562183276,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-07-03,184,pyre,3.150731239197518,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-07-03,184,soro,3.5623655911504772,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-07-03,184,wurf,8.013853557439974,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-07-09,190,bss,2.3579592704350167,5,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-07-09,190,gers,3.5946490558412343,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-07-09,190,hort,6.190825848248893,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-07-09,190,humi,0,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-07-09,190,hypn,3.699166475268835,1,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-07-09,190,jone,1.8732772053155646,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-07-09,190,lapi,0.9655842603534662,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-07-09,190,mend,0.8927648403579246,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-07-09,190,mont,2.956996282806143,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
ho1,2011-07-09,190,muci,0.851131578092626,0,2011,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low
