site,date,year,q.prop,r.prop,gdd.cum,elev.class,management,elev.mean,transect,lat,lon,elev.class2,yday,break1,break2,caste,count,prop
ho2,2012-08-02,2012,0,0.07142857142857142,408,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,215,198.4757472422897,358.78492107928435,queen,0,0
wma3,2012-08-31,2012,0,0.7272727272727273,414,mitte,grasing,1423,Watzmann 1,47.5778,12.943317,mid,244,198.4757472422897,358.78492107928435,queen,0,0
ho3,2012-08-21,2012,0,0.42857142857142855,417,mitte,none,1333,Hintersee (Ost),47.584583,12.8873,mid,234,198.4757472422897,358.78492107928435,queen,0,0
wma1,2012-07-27,2012,0.2,0,420,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low,209,256.8945574746033,554.8542652058436,queen,1,0.2
wmb3,2012-08-31,2012,0,0.4090909090909091,421,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,244,198.4757472422897,358.78492107928435,queen,0,0
wmb2,2012-08-10,2012,0,0,423,mitte,grasing,1140,Watzmann 2,47.57715,12.955817,mid,223,198.4757472422897,358.78492107928435,queen,0,0
h1,2012-07-28,2012,0.125,0,424,mitte,grasing,817,Hintersee,47.590633,12.836133,low,210,256.8945574746033,554.8542652058436,queen,1,0.125
wma3,2012-09-06,2012,0,1,425,mitte,grasing,1423,Watzmann 1,47.5778,12.943317,mid,250,198.4757472422897,358.78492107928435,queen,0,0
h2,2012-08-02,2012,0,0,426,mitte,grasing,987,Hintersee,47.574683,12.800967,low,215,256.8945574746033,554.8542652058436,queen,0,0
h3,2012-08-09,2012,0,0,429,mitte,grasing,1105,Hintersee,47.5607,12.79875,mid,222,198.4757472422897,358.78492107928435,queen,0,0
h4,2012-08-22,2012,0,0.18181818181818182,430,mitte,grasing,1330,Hintersee,47.557383,12.807417,mid,235,198.4757472422897,358.78492107928435,queen,0,0
wmb3,2012-09-06,2012,0,0.4444444444444444,433,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,250,198.4757472422897,358.78492107928435,queen,0,0
wma2,2012-08-19,2012,0,0,434,mitte,grasing,1245,Watzmann 1,47.583517,12.940933,mid,232,198.4757472422897,358.78492107928435,queen,0,0
wmb1,2012-08-03,2012,0,0,435,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,216,256.8945574746033,554.8542652058436,queen,0,0
wma1,2012-07-30,2012,0,0,440,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low,212,256.8945574746033,554.8542652058436,queen,0,0
ho2,2012-08-08,2012,0.2,0.1,445,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,221,198.4757472422897,358.78492107928435,queen,2,0.2
h3,2012-08-15,2012,0,0,451,mitte,grasing,1105,Hintersee,47.5607,12.79875,mid,228,198.4757472422897,358.78492107928435,queen,0,0
h1,2012-08-02,2012,0,0,459,mitte,grasing,817,Hintersee,47.590633,12.836133,low,215,256.8945574746033,554.8542652058436,queen,0,0
h2,2012-08-08,2012,0,0,464,mitte,grasing,987,Hintersee,47.574683,12.800967,low,221,256.8945574746033,554.8542652058436,queen,0,0
ho2,2012-08-14,2012,0,0.3333333333333333,464,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,227,198.4757472422897,358.78492107928435,queen,0,0
ho3,2012-08-30,2012,0,0.4,465,mitte,none,1333,Hintersee (Ost),47.584583,12.8873,mid,243,198.4757472422897,358.78492107928435,queen,0,0
h4,2012-08-30,2012,0,0.5666666666666667,468,mitte,grasing,1330,Hintersee,47.557383,12.807417,mid,243,198.4757472422897,358.78492107928435,queen,0,0
wmb2,2012-08-19,2012,0,0.05,472,mitte,grasing,1140,Watzmann 2,47.57715,12.955817,mid,232,198.4757472422897,358.78492107928435,queen,0,0
wma1,2012-08-03,2012,0,0,473,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low,216,256.8945574746033,554.8542652058436,queen,0,0
ho3,2012-09-04,2012,0,0.47058823529411764,475,mitte,none,1333,Hintersee (Ost),47.584583,12.8873,mid,248,198.4757472422897,358.78492107928435,queen,0,0
wmb1,2012-08-10,2012,0,0,475,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,223,256.8945574746033,554.8542652058436,queen,0,0
h4,2012-09-07,2012,0,0.5789473684210527,485,mitte,grasing,1330,Hintersee,47.557383,12.807417,mid,251,198.4757472422897,358.78492107928435,queen,0,0
h2,2012-08-15,2012,0,0,492,mitte,grasing,987,Hintersee,47.574683,12.800967,low,228,256.8945574746033,554.8542652058436,queen,0,0
wma2,2012-08-27,2012,0,0.625,493,mitte,grasing,1245,Watzmann 1,47.583517,12.940933,mid,240,198.4757472422897,358.78492107928435,queen,0,0
ho1,2012-08-08,2012,0,0.2,499,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low,221,256.8945574746033,554.8542652058436,queen,0,0
h1,2012-08-08,2012,0,0,500,mitte,grasing,817,Hintersee,47.590633,12.836133,low,221,256.8945574746033,554.8542652058436,queen,0,0
wma2,2012-08-31,2012,0,0.6857142857142857,511,mitte,grasing,1245,Watzmann 1,47.583517,12.940933,mid,244,198.4757472422897,358.78492107928435,queen,0,0
ho3,2012-09-20,2012,0,1,513,mitte,none,1333,Hintersee (Ost),47.584583,12.8873,mid,264,198.4757472422897,358.78492107928435,queen,0,0
h4,2012-09-18,2012,0,0.8,516,mitte,grasing,1330,Hintersee,47.557383,12.807417,mid,262,198.4757472422897,358.78492107928435,queen,0,0
wma1,2012-08-10,2012,0,0.125,516,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low,223,256.8945574746033,554.8542652058436,queen,0,0
h3,2012-08-22,2012,0,0,520,mitte,grasing,1105,Hintersee,47.5607,12.79875,mid,235,198.4757472422897,358.78492107928435,queen,0,0
ho1,2012-08-14,2012,0,0.2857142857142857,520,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low,227,256.8945574746033,554.8542652058436,queen,0,0
wma2,2012-09-06,2012,0,0.6666666666666666,528,mitte,grasing,1245,Watzmann 1,47.583517,12.940933,mid,250,198.4757472422897,358.78492107928435,queen,0,0
wmb1,2012-08-19,2012,0,0.0625,530,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,232,256.8945574746033,554.8542652058436,queen,0,0
h1,2012-08-15,2012,0,0.26666666666666666,531,mitte,grasing,817,Hintersee,47.590633,12.836133,low,228,256.8945574746033,554.8542652058436,queen,0,0
ho2,2012-08-21,2012,0,0.3333333333333333,531,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,234,198.4757472422897,358.78492107928435,queen,0,0
wmb2,2012-08-26,2012,0.030303030303030304,0.09090909090909091,532,mitte,grasing,1140,Watzmann 2,47.57715,12.955817,mid,239,198.4757472422897,358.78492107928435,queen,1,0.030303030303030304
wmb2,2012-08-31,2012,0,0.3333333333333333,554,mitte,grasing,1140,Watzmann 2,47.57715,12.955817,mid,244,198.4757472422897,358.78492107928435,queen,0,0
wma2,2012-09-16,2012,0,1,557,mitte,grasing,1245,Watzmann 1,47.583517,12.940933,mid,260,198.4757472422897,358.78492107928435,queen,0,0
h2,2012-08-22,2012,0,0,564,mitte,grasing,987,Hintersee,47.574683,12.800967,low,235,256.8945574746033,554.8542652058436,queen,0,0
h3,2012-08-30,2012,0,0.6153846153846154,565,mitte,grasing,1105,Hintersee,47.5607,12.79875,mid,243,198.4757472422897,358.78492107928435,queen,0,0
wmb2,2012-09-06,2012,0,0.3793103448275862,572,mitte,grasing,1140,Watzmann 2,47.57715,12.955817,mid,250,198.4757472422897,358.78492107928435,queen,0,0
wma1,2012-08-19,2012,0,0.5,575,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low,232,256.8945574746033,554.8542652058436,queen,0,0
h3,2012-09-07,2012,0,0.6,588,mitte,grasing,1105,Hintersee,47.5607,12.79875,mid,251,198.4757472422897,358.78492107928435,queen,0,0
ho2,2012-08-30,2012,0,0.8,590,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,243,198.4757472422897,358.78492107928435,queen,0,0
ho1,2012-08-21,2012,0,0.2,591,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low,234,256.8945574746033,554.8542652058436,queen,0,0
wmb1,2012-08-26,2012,0,0.18181818181818182,594,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,239,256.8945574746033,554.8542652058436,queen,0,0
ho2,2012-09-04,2012,0,0.8157894736842105,603,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,248,198.4757472422897,358.78492107928435,queen,0,0
h1,2012-08-22,2012,0,0,606,mitte,grasing,817,Hintersee,47.590633,12.836133,low,235,256.8945574746033,554.8542652058436,queen,0,0
h2,2012-08-30,2012,0,0.4166666666666667,613,mitte,grasing,987,Hintersee,47.574683,12.800967,low,243,256.8945574746033,554.8542652058436,queen,0,0
wmb1,2012-08-31,2012,0,0.26666666666666666,618,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,244,256.8945574746033,554.8542652058436,queen,0,0
h3,2012-09-18,2012,0,1,627,mitte,grasing,1105,Hintersee,47.5607,12.79875,mid,262,198.4757472422897,358.78492107928435,queen,0,0
wmb1,2012-09-04,2012,0,0.3,632,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,248,256.8945574746033,554.8542652058436,queen,0,0
h2,2012-09-07,2012,0,0.5,638,mitte,grasing,987,Hintersee,47.574683,12.800967,low,251,256.8945574746033,554.8542652058436,queen,0,0
wma1,2012-08-27,2012,0,0.5833333333333334,644,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low,240,256.8945574746033,554.8542652058436,queen,0,0
ho2,2012-09-20,2012,0,0.6666666666666666,654,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,264,198.4757472422897,358.78492107928435,queen,0,0
ho1,2012-08-30,2012,0,0.5333333333333333,656,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low,243,256.8945574746033,554.8542652058436,queen,0,0
h1,2012-08-30,2012,0,0,658,mitte,grasing,817,Hintersee,47.590633,12.836133,low,243,256.8945574746033,554.8542652058436,queen,0,0
wma1,2012-08-31,2012,0,0.5833333333333334,667,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low,244,256.8945574746033,554.8542652058436,queen,0,0
ho1,2012-09-04,2012,0,0.7,671,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low,248,256.8945574746033,554.8542652058436,queen,0,0
wmb1,2012-09-16,2012,0,0.5,674,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,260,256.8945574746033,554.8542652058436,queen,0,0
wma1,2012-09-04,2012,0,0.75,683,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low,248,256.8945574746033,554.8542652058436,queen,0,0
h1,2012-09-07,2012,0,1,686,mitte,grasing,817,Hintersee,47.590633,12.836133,low,251,256.8945574746033,554.8542652058436,queen,0,0
wma1,2012-09-17,2012,0,1,734,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low,261,256.8945574746033,554.8542652058436,queen,0,0
h1,2012-03-30,2012,1,0,2,mitte,grasing,817,Hintersee,47.590633,12.836133,low,90,256.8945574746033,554.8542652058436,worker,0,0
h1,2012-04-02,2012,1,0,2,mitte,grasing,817,Hintersee,47.590633,12.836133,low,93,256.8945574746033,554.8542652058436,worker,0,0
h1,2012-04-04,2012,1,0,2,mitte,grasing,817,Hintersee,47.590633,12.836133,low,95,256.8945574746033,554.8542652058436,worker,0,0
h1,2012-04-13,2012,1,0,2,mitte,grasing,817,Hintersee,47.590633,12.836133,low,104,256.8945574746033,554.8542652058436,worker,0,0
h1,2012-04-20,2012,1,0,2,mitte,grasing,817,Hintersee,47.590633,12.836133,low,111,256.8945574746033,554.8542652058436,worker,0,0
h1,2012-04-21,2012,1,0,2,mitte,grasing,817,Hintersee,47.590633,12.836133,low,112,256.8945574746033,554.8542652058436,worker,0,0
h1,2012-04-23,2012,1,0,2,mitte,grasing,817,Hintersee,47.590633,12.836133,low,114,256.8945574746033,554.8542652058436,worker,0,0
h1,2012-04-25,2012,1,0,2,mitte,grasing,817,Hintersee,47.590633,12.836133,low,116,256.8945574746033,554.8542652058436,worker,0,0
ho1,2012-04-20,2012,1,0,2,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low,111,256.8945574746033,554.8542652058436,worker,0,0
ho1,2012-04-23,2012,1,0,2,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low,114,256.8945574746033,554.8542652058436,worker,0,0
wmb1,2012-04-20,2012,1,0,2,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,111,256.8945574746033,554.8542652058436,worker,0,0
wmb1,2012-04-23,2012,1,0,2,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,114,256.8945574746033,554.8542652058436,worker,0,0
wmb1,2012-04-25,2012,1,0,2,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,116,256.8945574746033,554.8542652058436,worker,0,0
t1,2012-03-25,2012,1,0,3,unten,mowing,714,Tal,47.609817,12.8992,low,85,256.8945574746033,554.8542652058436,worker,0,0
t1,2012-03-30,2012,1,0,3,unten,mowing,714,Tal,47.609817,12.8992,low,90,256.8945574746033,554.8542652058436,worker,0,0
t1,2012-04-02,2012,1,0,3,unten,mowing,714,Tal,47.609817,12.8992,low,93,256.8945574746033,554.8542652058436,worker,0,0
t1,2012-04-14,2012,1,0,3,unten,mowing,714,Tal,47.609817,12.8992,low,105,256.8945574746033,554.8542652058436,worker,0,0
t4,2012-03-29,2012,1,0,3,unten,mowing,641,Tal,47.612417,12.942383,low,89,256.8945574746033,554.8542652058436,worker,0,0
t4,2012-03-30,2012,1,0,3,unten,mowing,641,Tal,47.612417,12.942383,low,90,256.8945574746033,554.8542652058436,worker,0,0
t4,2012-03-31,2012,1,0,3,unten,mowing,641,Tal,47.612417,12.942383,low,91,256.8945574746033,554.8542652058436,worker,0,0
t4,2012-04-04,2012,1,0,3,unten,mowing,641,Tal,47.612417,12.942383,low,95,256.8945574746033,554.8542652058436,worker,0,0
t4,2012-04-14,2012,1,0,3,unten,mowing,641,Tal,47.612417,12.942383,low,105,256.8945574746033,554.8542652058436,worker,0,0
t4,2012-04-19,2012,1,0,3,unten,mowing,641,Tal,47.612417,12.942383,low,110,256.8945574746033,554.8542652058436,worker,0,0
t4,2012-04-21,2012,1,0,3,unten,mowing,641,Tal,47.612417,12.942383,low,112,256.8945574746033,554.8542652058436,worker,0,0
t4,2012-04-23,2012,1,0,3,unten,mowing,641,Tal,47.612417,12.942383,low,114,256.8945574746033,554.8542652058436,worker,0,0
t5,2012-04-04,2012,1,0,3,unten,mowing,746,Tal,47.604817,12.946317,low,95,256.8945574746033,554.8542652058436,worker,0,0
t5,2012-04-13,2012,1,0,3,unten,mowing,746,Tal,47.604817,12.946317,low,104,256.8945574746033,554.8542652058436,worker,0,0
t5,2012-04-21,2012,1,0,3,unten,mowing,746,Tal,47.604817,12.946317,low,112,256.8945574746033,554.8542652058436,worker,0,0
t5,2012-04-23,2012,1,0,3,unten,mowing,746,Tal,47.604817,12.946317,low,114,256.8945574746033,554.8542652058436,worker,0,0
wma1,2012-03-28,2012,1,0,3,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low,88,256.8945574746033,554.8542652058436,worker,0,0
wma1,2012-03-29,2012,1,0,3,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low,89,256.8945574746033,554.8542652058436,worker,0,0
wma1,2012-03-30,2012,1,0,3,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low,90,256.8945574746033,554.8542652058436,worker,0,0
wma1,2012-03-31,2012,1,0,3,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low,91,256.8945574746033,554.8542652058436,worker,0,0
wma1,2012-04-04,2012,1,0,3,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low,95,256.8945574746033,554.8542652058436,worker,0,0
wma1,2012-04-14,2012,1,0,3,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low,105,256.8945574746033,554.8542652058436,worker,0,0
wma1,2012-04-23,2012,1,0,3,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low,114,256.8945574746033,554.8542652058436,worker,0,0
wma5,2012-06-05,2012,1,0,13,oben,none,2032,Watzmann 1,47.5683,12.930633,high,157,105.49422854844842,193.02038223082076,worker,0,0
wmb1,2012-04-27,2012,1,0,13,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,118,256.8945574746033,554.8542652058436,worker,0,0
h1,2012-04-27,2012,1,0,15,mitte,grasing,817,Hintersee,47.590633,12.836133,low,118,256.8945574746033,554.8542652058436,worker,0,0
t5,2012-04-27,2012,1,0,15,unten,mowing,746,Tal,47.604817,12.946317,low,118,256.8945574746033,554.8542652058436,worker,0,0
wma1,2012-04-27,2012,1,0,15,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low,118,256.8945574746033,554.8542652058436,worker,0,0
t4,2012-04-27,2012,1,0,16,unten,mowing,641,Tal,47.612417,12.942383,low,118,256.8945574746033,554.8542652058436,worker,0,0
h2,2012-04-28,2012,1,0,22,mitte,grasing,987,Hintersee,47.574683,12.800967,low,119,256.8945574746033,554.8542652058436,worker,0,0
wmb1,2012-04-28,2012,1,0,22,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,119,256.8945574746033,554.8542652058436,worker,0,0
h1,2012-04-28,2012,1,0,24,mitte,grasing,817,Hintersee,47.590633,12.836133,low,119,256.8945574746033,554.8542652058436,worker,0,0
wma5,2012-06-17,2012,1,0,25,oben,none,2032,Watzmann 1,47.5683,12.930633,high,169,105.49422854844842,193.02038223082076,worker,0,0
wmb5,2012-06-09,2012,1,0,25,oben,none,1813,Watzmann 2,47.571583,12.93625,high,161,105.49422854844842,193.02038223082076,worker,0,0
wmb1,2012-04-29,2012,1,0,28,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,120,256.8945574746033,554.8542652058436,worker,0,0
h3,2012-04-30,2012,1,0,29,mitte,grasing,1105,Hintersee,47.5607,12.79875,mid,121,198.4757472422897,358.78492107928435,worker,0,0
h1,2012-04-29,2012,1,0,30,mitte,grasing,817,Hintersee,47.590633,12.836133,low,120,256.8945574746033,554.8542652058436,worker,0,0
ho1,2012-04-29,2012,1,0,30,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low,120,256.8945574746033,554.8542652058436,worker,0,0
wma3,2012-05-10,2012,1,0,30,mitte,grasing,1423,Watzmann 1,47.5778,12.943317,mid,131,198.4757472422897,358.78492107928435,worker,0,0
wmb3,2012-05-10,2012,1,0,30,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,131,198.4757472422897,358.78492107928435,worker,0,0
h3,2012-05-01,2012,1,0,33,mitte,grasing,1105,Hintersee,47.5607,12.79875,mid,122,198.4757472422897,358.78492107928435,worker,0,0
wma2,2012-05-06,2012,1,0,33,mitte,grasing,1245,Watzmann 1,47.583517,12.940933,mid,127,198.4757472422897,358.78492107928435,worker,0,0
wmb1,2012-04-30,2012,1,0,33,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,121,256.8945574746033,554.8542652058436,worker,0,0
h7,2012-06-18,2012,0.5,0.5,34,oben,none,1984,Hintersee,47.552167,12.829933,high,170,105.49422854844842,193.02038223082076,worker,0,0
h1,2012-04-30,2012,1,0,35,mitte,grasing,817,Hintersee,47.590633,12.836133,low,121,256.8945574746033,554.8542652058436,worker,0,0
h2,2012-05-01,2012,1,0,36,mitte,grasing,987,Hintersee,47.574683,12.800967,low,122,256.8945574746033,554.8542652058436,worker,0,0
t5,2012-04-30,2012,1,0,36,unten,mowing,746,Tal,47.604817,12.946317,low,121,256.8945574746033,554.8542652058436,worker,0,0
wma3,2012-05-13,2012,1,0,36,mitte,grasing,1423,Watzmann 1,47.5778,12.943317,mid,134,198.4757472422897,358.78492107928435,worker,0,0
wmb2,2012-05-04,2012,1,0,36,mitte,grasing,1140,Watzmann 2,47.57715,12.955817,mid,125,198.4757472422897,358.78492107928435,worker,0,0
wmb2,2012-05-06,2012,1,0,36,mitte,grasing,1140,Watzmann 2,47.57715,12.955817,mid,127,198.4757472422897,358.78492107928435,worker,0,0
wmb2,2012-05-07,2012,1,0,36,mitte,grasing,1140,Watzmann 2,47.57715,12.955817,mid,128,198.4757472422897,358.78492107928435,worker,0,0
h3,2012-05-02,2012,1,0,37,mitte,grasing,1105,Hintersee,47.5607,12.79875,mid,123,198.4757472422897,358.78492107928435,worker,0,0
h3,2012-05-04,2012,1,0,37,mitte,grasing,1105,Hintersee,47.5607,12.79875,mid,125,198.4757472422897,358.78492107928435,worker,0,0
h3,2012-05-06,2012,1,0,37,mitte,grasing,1105,Hintersee,47.5607,12.79875,mid,127,198.4757472422897,358.78492107928435,worker,0,0
wmb1,2012-05-01,2012,1,0,37,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,122,256.8945574746033,554.8542652058436,worker,0,0
wmb3,2012-05-13,2012,1,0,37,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,134,198.4757472422897,358.78492107928435,worker,0,0
wmb3,2012-05-17,2012,1,0,37,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,138,198.4757472422897,358.78492107928435,worker,0,0
wmb4,2012-06-09,2012,1,0,37,oben,grasing,1655,Watzmann 2,47.571617,12.9406,mid,161,198.4757472422897,358.78492107928435,worker,0,0
h3,2012-05-08,2012,1,0,38,mitte,grasing,1105,Hintersee,47.5607,12.79875,mid,129,198.4757472422897,358.78492107928435,worker,0,0
ho4,2012-05-29,2012,1,0,38,oben,none,1552,Hintersee (Ost),47.583083,12.881717,mid,150,198.4757472422897,358.78492107928435,worker,0,0
t4,2012-04-30,2012,1,0,38,unten,mowing,641,Tal,47.612417,12.942383,low,121,256.8945574746033,554.8542652058436,worker,0,0
h5,2012-06-04,2012,1,0,39,oben,none,1579,Hintersee,47.5593,12.816433,mid,156,198.4757472422897,358.78492107928435,worker,0,0
wmb5,2012-06-17,2012,1,0,39,oben,none,1813,Watzmann 2,47.571583,12.93625,high,169,105.49422854844842,193.02038223082076,worker,0,0
h1,2012-05-01,2012,1,0,40,mitte,grasing,817,Hintersee,47.590633,12.836133,low,122,256.8945574746033,554.8542652058436,worker,0,0
ho2,2012-05-04,2012,1,0,40,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,125,198.4757472422897,358.78492107928435,worker,0,0
ho2,2012-05-07,2012,1,0,40,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,128,198.4757472422897,358.78492107928435,worker,0,0
wma2,2012-05-10,2012,1,0,40,mitte,grasing,1245,Watzmann 1,47.583517,12.940933,mid,131,198.4757472422897,358.78492107928435,worker,0,0
h2,2012-05-02,2012,1,0,41,mitte,grasing,987,Hintersee,47.574683,12.800967,low,123,256.8945574746033,554.8542652058436,worker,0,0
h2,2012-05-03,2012,1,0,41,mitte,grasing,987,Hintersee,47.574683,12.800967,low,124,256.8945574746033,554.8542652058436,worker,0,0
wma4,2012-06-17,2012,1,0,41,oben,none,1773,Watzmann 1,47.574517,12.923983,high,169,105.49422854844842,193.02038223082076,worker,0,0
wma5,2012-06-20,2012,1,0,41,oben,none,2032,Watzmann 1,47.5683,12.930633,high,172,105.49422854844842,193.02038223082076,worker,0,0
wmb1,2012-05-02,2012,1,0,41,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,123,256.8945574746033,554.8542652058436,worker,0,0
wmb1,2012-05-03,2012,1,0,41,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,124,256.8945574746033,554.8542652058436,worker,0,0
h2,2012-05-04,2012,1,0,42,mitte,grasing,987,Hintersee,47.574683,12.800967,low,125,256.8945574746033,554.8542652058436,worker,0,0
h2,2012-05-06,2012,1,0,42,mitte,grasing,987,Hintersee,47.574683,12.800967,low,127,256.8945574746033,554.8542652058436,worker,0,0
h4,2012-05-16,2012,1,0,42,mitte,grasing,1330,Hintersee,47.557383,12.807417,mid,137,198.4757472422897,358.78492107928435,worker,0,0
ho3,2012-05-11,2012,1,0,42,mitte,none,1333,Hintersee (Ost),47.584583,12.8873,mid,132,198.4757472422897,358.78492107928435,worker,0,0
ho4,2012-06-05,2012,1,0,42,oben,none,1552,Hintersee (Ost),47.583083,12.881717,mid,157,198.4757472422897,358.78492107928435,worker,0,0
wmb1,2012-05-04,2012,1,0,42,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,125,256.8945574746033,554.8542652058436,worker,0,0
wmb1,2012-05-06,2012,1,0,42,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,127,256.8945574746033,554.8542652058436,worker,0,0
h2,2012-05-08,2012,1,0,43,mitte,grasing,987,Hintersee,47.574683,12.800967,low,129,256.8945574746033,554.8542652058436,worker,0,0
ho1,2012-05-02,2012,1,0,44,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low,123,256.8945574746033,554.8542652058436,worker,0,0
h1,2012-05-03,2012,1,0,45,mitte,grasing,817,Hintersee,47.590633,12.836133,low,124,256.8945574746033,554.8542652058436,worker,0,0
wma5,2012-06-26,2012,1,0,45,oben,none,2032,Watzmann 1,47.5683,12.930633,high,178,105.49422854844842,193.02038223082076,worker,0,0
wmb2,2012-05-10,2012,1,0,45,mitte,grasing,1140,Watzmann 2,47.57715,12.955817,mid,131,198.4757472422897,358.78492107928435,worker,0,0
h1,2012-05-06,2012,1,0,46,mitte,grasing,817,Hintersee,47.590633,12.836133,low,127,256.8945574746033,554.8542652058436,worker,0,0
ho1,2012-05-04,2012,1,0,46,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low,125,256.8945574746033,554.8542652058436,worker,0,0
ho1,2012-05-07,2012,1,0,46,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low,128,256.8945574746033,554.8542652058436,worker,0,0
t5,2012-05-03,2012,1,0,46,unten,mowing,746,Tal,47.604817,12.946317,low,124,256.8945574746033,554.8542652058436,worker,0,0
wma3,2012-05-23,2012,1,0,46,mitte,grasing,1423,Watzmann 1,47.5778,12.943317,mid,144,198.4757472422897,358.78492107928435,worker,0,0
ho4,2012-06-08,2012,1,0,47,oben,none,1552,Hintersee (Ost),47.583083,12.881717,mid,160,198.4757472422897,358.78492107928435,worker,0,0
wma1,2012-05-06,2012,1,0,47,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low,127,256.8945574746033,554.8542652058436,worker,0,0
wma3,2012-05-27,2012,1,0,47,mitte,grasing,1423,Watzmann 1,47.5778,12.943317,mid,148,198.4757472422897,358.78492107928435,worker,0,0
wmb3,2012-05-21,2012,1,0,47,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,142,198.4757472422897,358.78492107928435,worker,0,0
wmb3,2012-05-23,2012,1,0,47,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,144,198.4757472422897,358.78492107928435,worker,0,0
h1,2012-05-08,2012,1,0,48,mitte,grasing,817,Hintersee,47.590633,12.836133,low,129,256.8945574746033,554.8542652058436,worker,0,0
t1,2012-05-04,2012,1,0,48,unten,mowing,714,Tal,47.609817,12.8992,low,125,256.8945574746033,554.8542652058436,worker,0,0
t4,2012-05-03,2012,1,0,48,unten,mowing,641,Tal,47.612417,12.942383,low,124,256.8945574746033,554.8542652058436,worker,0,0
t5,2012-05-06,2012,1,0,48,unten,mowing,746,Tal,47.604817,12.946317,low,127,256.8945574746033,554.8542652058436,worker,0,0
wma2,2012-05-13,2012,1,0,48,mitte,grasing,1245,Watzmann 1,47.583517,12.940933,mid,134,198.4757472422897,358.78492107928435,worker,0,0
wmb3,2012-05-24,2012,1,0,48,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,145,198.4757472422897,358.78492107928435,worker,0,0
