year,bb.sp,plant.sp,prop.fl.abund.m,prop.visits.wm
2010,bss,Achillea atrata,0.022282537418032367,0
2010,bss,Acinos alpinus,0.026516736809132656,0.021505376344086023
2010,bss,Aconitum napellus,0.022388000136752243,0
2010,bss,Aconitum vulparia,0.018862321511172064,0
2010,bss,Adenostyles alliariae,0.018707114105757514,0
2010,bss,Ajuga reptans,0.017094560569477304,0
2010,bss,Alchemilla vulgaris,0.09062172702035444,0
2010,bss,Androsace chamaejasme,0.027414749842117676,0
2010,bss,Anemone nemorosa,0.10561309295486511,0
2010,bss,Anthericum ramosum,0.03887750689108375,0
2010,bss,Anthyllis vulneraria,0.08340540365014755,0.05325443786982249
2010,bss,Aposeris foetida,0.01584669833090893,0
2010,bss,Aster bellidiastrum,0.02041058788246807,0
2010,bss,Bartsia alpina,0.024716582649197967,0
2010,bss,Biscutella laevigata,0.027859361809937734,0
2010,bss,Buphthalmum salicifolium,0.01830158905702363,0
2010,bss,Campanula alpina,0.03145875228255091,0
2010,bss,Campanula cochleariifolia,0.03254405929380385,0
2010,bss,Campanula scheuchzeri,0.03638099892640639,0.011494252873563218
2010,bss,Cardamine enneaphyllos,0.007758432683349287,0
2010,bss,Carduus defloratus,0.023160324366455324,0.04285714285714286
2010,bss,Carum carvi,0.016212258287480182,0
2010,bss,Centaurea jacea,0.047487428206810275,0.14615384615384616
2010,bss,Chaerophyllum hirsutum,0.14073636365926934,0.014492753623188406
2010,bss,Chrysosplenium alternifolium,0.0028790786948176585,0
2010,bss,Cirsium arvense,0.025349781379642517,0
2010,bss,Cirsium palustre,0.03148067737733391,0
2010,bss,Cirsium spinosissimum,0.02271128030803093,0.1111111111111111
2010,bss,Cirsium vulgare,0.04817927170868347,0
2010,bss,Clinopodium vulgare,0.037552943620419006,0
2010,bss,Crepis aurea,0.03519211726661804,0
2010,bss,Crepis biennis,0.11979560089962515,0
2010,bss,Crepis terglouensis,0.06060606060606061,0
2010,bss,Dactylorhiza maculata,0.018198320964676832,0
2010,bss,Dryas octopetala,0.02915043004169895,0
2010,bss,Epilobium montanum,0.00899943826770051,0
2010,bss,Erica carnea,0.053980099502487555,0
2010,bss,Euphorbia cyparissias,0.050109413727103,0
2010,bss,Euphrasia picta,0.034564785944931224,0
2010,bss,Euphrasia rostkoviana,0.03853332450275466,0.010101010101010102
2010,bss,Fragaria vesca,0.007805497921909012,0
2010,bss,Galeopsis tetrahit,0.007268132313752751,0
2010,bss,Galium anisophyllon,0.021127847175846863,0
2010,bss,Gentiana asclepiadea,0.04580162178544816,0.2222222222222222
2010,bss,Gentiana aspera,0.04629495946334842,0.02127659574468085
2010,bss,Gentiana ciliata,0.03277713253323009,0
2010,bss,Gentiana clusii,0.03054155533230249,0.019230769230769232
2010,bss,Gentiana pannonica,0.03710088796713594,0.1111111111111111
2010,bss,Gentiana verna,0.03850742840142221,0.16
2010,bss,Geranium robertianum,0.023266875589368175,0
2010,bss,Geranium sylvaticum,0.01249788303504773,0
2010,bss,Geum rivale,0.009637857177495908,0
2010,bss,Globularia cordifolia,0.016244004639291716,0
2010,bss,Hedysarum hedysaroides,0.07575757575757576,0.3333333333333333
2010,bss,Helianthemum alpestre,0.030303030303030304,0
2010,bss,Helianthemum nummularium,0.03294283041987822,0.027777777777777776
2010,bss,Helleborus niger,0.00375234521575985,0
2010,bss,Heracleum sphondylium,0.013337146502855956,0
2010,bss,Hieracium murorum,0.10537538482253286,0
2010,bss,Hieracium villosum,0.021731163265094815,0
2010,bss,Hippocrepis comosa,0.08317254103543774,0
2010,bss,Hypericum maculatum,0.02735924888141018,0.056818181818181816
2010,bss,Impatiens noli-tangere,0.020408163265306124,0
2010,bss,Knautia arvensis,0.0014024492578058616,0.5
2010,bss,Knautia dipsacifolia,0.021031524094887507,0.06060606060606061
2010,bss,Lamium galeobdolon,0.008665620973845356,0
2010,bss,Lamium maculatum,0.006578947368421052,0
2010,bss,Lathyrus pratensis,0.013534643764645655,0
2010,bss,Leontodon hispidus,0.05908077875984063,0
2010,bss,Leucanthemum vulgare,0.0728848202205801,0
2010,bss,Lilium martagon,0.00785905345442307,0
2010,bss,Linaria alpina,0.030303030303030304,0
2010,bss,Lotus corniculatus,0.023734215611331076,0.07586206896551724
2010,bss,Lysimachia nemorum,0.008019940776773734,0
2010,bss,Medicago lupulina,0.0034326707073512705,0
2010,bss,Melampyrum sylvaticum,0.01596921297218744,0
2010,bss,Mentha longifolia,0.06840214858762547,0
2010,bss,Myosotis alpestris,0.023403095384160216,0
2010,bss,Myosotis sylvatica,0.0017404362413667677,0
2010,bss,Origanum vulgare,0.06165672243651786,0.44680851063829785
2010,bss,Petasites albus,0.003367003367003367,0
2010,bss,Phyteuma orbiculare,0.015644861912789583,0.013333333333333334
2010,bss,Phyteuma spicatum,0.00499050865491673,0
2010,bss,Plantago lanceolata,0.02829332482893975,0.004166666666666667
2010,bss,Plantago media,0.014152000570490392,0.0078125
2010,bss,Polygala alpestris,0.01368005605467543,0
2010,bss,Polygala chamaebuxus,0.12674006379128258,0.8076923076923077
2010,bss,Polygonatum verticillatum,0.005165646292090451,0
2010,bss,Potentilla aurea,0.01433474462581059,0
2010,bss,Potentilla brauneana,0.011066945489116492,0
2010,bss,Potentilla erecta,0.023760614334750574,0
2010,bss,Primula elatior,0.004543661007309338,0
2010,bss,Primula farinosa,0.13035006905206611,0
2010,bss,Primula veris,0.0034247479086460223,0
2010,bss,Prunella vulgaris,0.02723444194190623,0.07655502392344497
2010,bss,Ranunculus acris,0.06651880462172861,0
2010,bss,Ranunculus alpestris,0.03052392906832279,0
2010,bss,Ranunculus montanus,0.0873350499656365,0
2010,bss,Ranunculus nemorosus,0.01427823463465634,0
2010,bss,Ranunculus repens,0.07378959044731193,0
2010,bss,Rhinanthus alectorolophus,0.03289957713951532,0.3333333333333333
2010,bss,Rhinanthus glacialis,0.08719475084342122,0.2868217054263566
2010,bss,Rhinanthus minor,0.05672335626945339,0
2010,bss,Rhododendron hirsutum,0.024841997235835158,0.056338028169014086
2010,bss,Rhodothamnus chamaecistus,0.027158620868505335,0
2010,bss,Rumex acetosa,0.027985622581206196,0
2010,bss,Rumex alpestris,0.009317628520856528,0
2010,bss,Salvia glutinosa,0.1528469017863593,0.028985507246376812
2010,bss,Salvia verticillata,0.008297520083522993,0.07692307692307693
2010,bss,Saxifraga aizoides,0.02823272173406774,0
2010,bss,Scabiosa lucida,0.04152607431189568,0.006993006993006993
2010,bss,Scrophularia nodosa,0.004873750230134248,0
2010,bss,Senecio abrotanifolius,0.09061304751375195,0
2010,bss,Senecio ovatus,0.053100119325433175,0
2010,bss,Silene acaulis,0.029077879898986577,0
2010,bss,Silene dioica,0.011837191239239798,0
2010,bss,Silene flos-cuculi,5.889918488482628e-4,0
2010,bss,Silene vulgaris,0.01931216602983632,0
2010,bss,Soldanella alpina,0.006685297776985542,0
2010,bss,Solidago virgaurea,0.011703881238137169,0.012195121951219513
2010,bss,Stachys alopecuros,0.14152871630758204,0.16279069767441862
2010,bss,Stachys officinalis,0.0011750881316098707,0
2010,bss,Stachys sylvatica,0.04572151730466146,0
2010,bss,Taraxacum officinale,0.007430608593085463,0.015151515151515152
2010,bss,Teucrium chamaedrys,0.014305016184764043,0.11538461538461539
2010,bss,Thalictrum aquilegiifolium,0.008214797917503475,0
2010,bss,Thymus praecox,0.01894527051273098,0.006993006993006993
2010,bss,Thymus pulegioides,0.018702238616739798,0
2010,bss,Tofieldia calyculata,0.02103188196919627,0
2010,bss,Tragopogon pratensis,0.0018993477425438548,0
2010,bss,Trifolium badium,0.008635328923140864,0
2010,bss,Trifolium medium,0.006578947368421052,0
2010,bss,Trifolium montanum,0.007310575961670972,0
2010,bss,Trifolium pratense,0.0412499479203043,0.20761245674740483
2010,bss,Trifolium repens,0.015607659927036083,0.02459016393442623
2010,bss,Trollius europaeus,0.03934877609421124,0
2010,bss,Tussilago farfara,0.003367003367003367,0
2010,bss,Vaccinium myrtillus,0.023202614379084968,0
2010,bss,Veronica alpina,0.03210066769388803,0
2010,bss,Veronica aphylla,0.018098172055223325,0
2010,bss,Veronica chamaedrys,0.009422440799391115,0
2010,bss,Veronica officinalis,0.006435746970659416,0
2010,bss,Vicia cracca,0.0032060318739195437,0
2010,bss,Vicia sepium,0.003245358809339229,0
2010,bss,Viola reichenbachiana,0.16835016835016836,0
2010,bss,Willemetia stipitata,0.08012714666890955,0
2010,gers,Achillea atrata,0.014814814814814814,0
2010,gers,Acinos alpinus,0.014814814814814814,0
2010,gers,Aconitum napellus,0.027503017361029534,0.2222222222222222
2010,gers,Aconitum vulparia,0.02496537685178659,0.3
2010,gers,Adenostyles alliariae,0.034462725064483016,0
2010,gers,Alchemilla vulgaris,0.03485838779956427,0
2010,gers,Anthyllis vulneraria,0.014814814814814814,0
2010,gers,Buphthalmum salicifolium,0.030523107772338947,0
2010,gers,Campanula cochleariifolia,0.02482811306340718,0
2010,gers,Campanula scheuchzeri,0.034763096998837534,0
2010,gers,Carduus defloratus,0.03422681147604265,0
2010,gers,Centaurea jacea,0.052073530334399896,0
2010,gers,Chaerophyllum hirsutum,0.5228758169934641,0
2010,gers,Cirsium arvense,0.048240165631469975,0
2010,gers,Cirsium palustre,0.0425531914893617,0
2010,gers,Cirsium vulgare,0.019047619047619046,0
2010,gers,Clinopodium vulgare,0.052073530334399896,0
2010,gers,Dactylorhiza maculata,0.025007104290991757,0
2010,gers,Epilobium montanum,0.017174245584758725,0
2010,gers,Euphrasia rostkoviana,0.16860048267064312,0
2010,gers,Galeopsis tetrahit,0.011904761904761904,0
2010,gers,Gentiana asclepiadea,0.05906990493843253,0.5294117647058824
2010,gers,Gentiana aspera,0.027310232393352597,0
2010,gers,Gentiana ciliata,0.023809523809523808,0
2010,gers,Gentiana pannonica,0.03390987179919327,0
2010,gers,Geranium robertianum,0.030800405268490372,0
2010,gers,Geranium sylvaticum,0.014814814814814814,0
2010,gers,Geum rivale,0.014814814814814814,0
2010,gers,Helianthemum nummularium,0.014814814814814814,0
2010,gers,Hypericum maculatum,0.10076235525547166,0
2010,gers,Knautia dipsacifolia,0.03323530810607955,0
2010,gers,Leontodon hispidus,0.06732947970253084,0
2010,gers,Leucanthemum vulgare,0.026344846667124514,0
2010,gers,Lotus corniculatus,0.014814814814814814,0
2010,gers,Mentha longifolia,0.08872923766540787,0
2010,gers,Origanum vulgare,0.06061491083692749,0
2010,gers,Phyteuma orbiculare,0.014814814814814814,0
2010,gers,Plantago lanceolata,0.02847011144883485,0
2010,gers,Potentilla erecta,0.02884153733131622,0
2010,gers,Prunella vulgaris,0.022663245583977244,0
2010,gers,Ranunculus acris,0.09989868287740628,0
2010,gers,Ranunculus nemorosus,0.011609088079676314,0
2010,gers,Rhinanthus glacialis,0.04788822643681979,0.14285714285714285
2010,gers,Rhinanthus minor,0.041890166028097066,0
2010,gers,Rhododendron hirsutum,0.014814814814814814,0
2010,gers,Rumex acetosa,0.0425531914893617,0
2010,gers,Salvia glutinosa,0.23944429760803487,0.42857142857142855
2010,gers,Saxifraga aizoides,0.008403361344537816,0
2010,gers,Scabiosa lucida,0.05388260242891751,0
2010,gers,Senecio abrotanifolius,0.029629629629629627,0
2010,gers,Senecio ovatus,0.10953157781644128,0
2010,gers,Silene dioica,0.02130281542046248,0
2010,gers,Silene vulgaris,0.014814814814814814,0
2010,gers,Solidago virgaurea,0.014814814814814814,0
2010,gers,Stachys alopecuros,0.4572051042639278,0
2010,gers,Stachys sylvatica,0.03809523809523809,0
2010,gers,Tofieldia calyculata,0.014814814814814814,0
2010,gers,Trifolium pratense,0.03086212908152168,0
2010,gers,Trifolium repens,0.015172735760971055,0
2010,gers,Trollius europaeus,0.014814814814814814,0
2010,gers,Vaccinium myrtillus,0.013071895424836602,0
2010,gers,Vicia sepium,0.011904761904761904,0
2010,gers,Willemetia stipitata,0.028684003152088258,0
2010,hort,Achillea atrata,0.019224403303930413,0
2010,hort,Acinos alpinus,0.019271891274517675,0
2010,hort,Aconitum napellus,0.017172120681521876,0
2010,hort,Aconitum vulparia,0.018189775291331145,0
2010,hort,Adenostyles alliariae,0.013896882691743898,0
2010,hort,Ajuga reptans,0.010914799586120266,0.09090909090909091
2010,hort,Alchemilla vulgaris,0.045518029103443935,0
2010,hort,Androsace chamaejasme,0.012144481829782474,0
2010,hort,Anemone nemorosa,0.20202020202020202,0
2010,hort,Anthericum ramosum,0.04106289207307472,0
2010,hort,Anthyllis vulneraria,0.11970888590893215,0.05555555555555555
2010,hort,Aposeris foetida,0.004816008164489213,0
2010,hort,Aster bellidiastrum,0.007259786104810477,0
2010,hort,Bartsia alpina,0.011892052194543298,0
2010,hort,Biscutella laevigata,0.009610177949108551,0
2010,hort,Buphthalmum salicifolium,0.017689718951794466,0
2010,hort,Campanula cochleariifolia,0.02867156719198881,0
2010,hort,Campanula scheuchzeri,0.028859489000035737,0
2010,hort,Cardamine enneaphyllos,0.006097602491059142,0
2010,hort,Carduus defloratus,0.02210458862676321,0.015384615384615385
2010,hort,Carum carvi,0.009438603783094485,0
2010,hort,Centaurea jacea,0.06272748190306102,0.023255813953488372
2010,hort,Centaurea scabiosa,0.0016997167138810198,0
2010,hort,Chaerophyllum hirsutum,0.2051997181850655,0
2010,hort,Cirsium arvense,0.014005064226326523,0
2010,hort,Cirsium palustre,0.03037678961305829,0
2010,hort,Cirsium spinosissimum,0.008771929824561403,0
2010,hort,Cirsium vulgare,0.019047619047619046,0
2010,hort,Clinopodium vulgare,0.023925325261639947,0
2010,hort,Crepis aurea,0.026000779130107878,0
2010,hort,Crepis biennis,0.07686955586365353,0
2010,hort,Dactylorhiza maculata,0.017578306404274203,0
2010,hort,Dryas octopetala,0.03154317500909876,0
2010,hort,Epilobium montanum,0.009729057897884918,0
2010,hort,Erica carnea,0.03333333333333333,0
2010,hort,Euphorbia cyparissias,0.014526630839368095,0
2010,hort,Euphrasia picta,0.04081632653061225,0
2010,hort,Euphrasia rostkoviana,0.025389307015012005,0
2010,hort,Fragaria vesca,0.005217842165299069,0
2010,hort,Galeopsis tetrahit,0.0062499999999999995,0
2010,hort,Galium anisophyllon,0.014303856952609297,0
2010,hort,Gentiana asclepiadea,0.055089692652073724,0.625
2010,hort,Gentiana aspera,0.030246268788223025,0.07692307692307693
2010,hort,Gentiana clusii,0.01577117205126416,0
2010,hort,Gentiana pannonica,0.032258839549001266,0.13333333333333333
2010,hort,Gentiana verna,0.20202020202020202,1
2010,hort,Geranium robertianum,0.02271013383368256,0
2010,hort,Geranium sylvaticum,0.009630269721728996,0.02631578947368421
2010,hort,Geum rivale,0.008385344908994249,0.09375
2010,hort,Globularia cordifolia,0.008180464431601375,0
2010,hort,Globularia nudicaulis,7.572889057175312e-4,0
2010,hort,Helianthemum nummularium,0.029476346774720545,0
2010,hort,Helleborus niger,0.003375422982692519,0
2010,hort,Heracleum sphondylium,0.009615384615384616,0
2010,hort,Hieracium murorum,0.1622146785053765,0
2010,hort,Hieracium villosum,0.011566656887997984,0
2010,hort,Hippocrepis comosa,0.12946642414304807,0
2010,hort,Hypericum maculatum,0.029664724370027307,0
2010,hort,Impatiens noli-tangere,0.024288588674906582,0
2010,hort,Knautia arvensis,0.0017281299185073465,0
2010,hort,Knautia dipsacifolia,0.018440362314569383,0
2010,hort,Lamium galeobdolon,0.002879297636023536,0
2010,hort,Lamium maculatum,0.006578947368421052,0
2010,hort,Lathyrus pratensis,0.00914651906577756,0
2010,hort,Leontodon hispidus,0.06268985376092051,0
2010,hort,Leucanthemum vulgare,0.0762687348294478,0
2010,hort,Lilium martagon,0.008937291995333801,0
2010,hort,Lotus corniculatus,0.019362023426034842,0
2010,hort,Lysimachia nemorum,0.0031228170990633525,0
2010,hort,Medicago lupulina,0.0035613515611507586,0
2010,hort,Melampyrum sylvaticum,0.011723007477098375,0
2010,hort,Mentha longifolia,0.09811730287778064,0
2010,hort,Myosotis alpestris,0.014619391926442906,0
2010,hort,Myosotis sylvatica,0.0016477345680081087,0
2010,hort,Origanum vulgare,0.05423070122753025,0.04
2010,hort,Petasites albus,0.003367003367003367,0
2010,hort,Phyteuma orbiculare,0.010662344670554963,0
2010,hort,Phyteuma spicatum,0.005068696418922601,0
2010,hort,Plantago lanceolata,0.025714794016188574,0
2010,hort,Plantago media,0.016997940387666124,0
2010,hort,Polygala alpestris,0.005884652022644439,0
2010,hort,Polygonatum verticillatum,0.005442764694477092,0
2010,hort,Potentilla aurea,0.004120202461126898,0
2010,hort,Potentilla brauneana,0.0014043375482386163,0
2010,hort,Potentilla erecta,0.018390077675053084,0
2010,hort,Primula elatior,0.001936580632973702,0
2010,hort,Primula farinosa,0.005163511187607573,0
2010,hort,Primula veris,0.0034423407917383818,0
2010,hort,Prunella vulgaris,0.0243341388296845,0.02857142857142857
2010,hort,Ranunculus acris,0.05600995363503066,0
2010,hort,Ranunculus alpestris,0.0035587188612099642,0
2010,hort,Ranunculus montanus,0.09608929969940525,0
2010,hort,Ranunculus nemorosus,0.018491796458437147,0
2010,hort,Ranunculus repens,0.11011889724111534,0
2010,hort,Rhinanthus alectorolophus,0.11798953697630642,0.4
2010,hort,Rhinanthus glacialis,0.09087246298513331,0.32608695652173914
2010,hort,Rhinanthus minor,0.05583165587859301,0.05
2010,hort,Rhododendron hirsutum,0.020690337573489998,0.041666666666666664
2010,hort,Rumex acetosa,0.03040676518586662,0
2010,hort,Rumex alpestris,0.009615384615384616,0
2010,hort,Salvia glutinosa,0.12193219054226317,0.6521739130434783
2010,hort,Salvia verticillata,0.01812790196740415,0
2010,hort,Saxifraga aizoides,0.01574396481000427,0
2010,hort,Scabiosa lucida,0.04327185365836759,0
2010,hort,Scrophularia nodosa,0.006006844380403458,0
2010,hort,Senecio abrotanifolius,0.0271734753499822,0
2010,hort,Senecio ovatus,0.0550946867760846,0
2010,hort,Silene acaulis,0.0071174377224199285,0
2010,hort,Silene dioica,0.007962108454787625,0.03571428571428571
2010,hort,Silene flos-cuculi,6.440383872548193e-4,0
2010,hort,Silene vulgaris,0.01112721048514092,0
2010,hort,Soldanella alpina,0.002621584830480383,0
2010,hort,Solidago virgaurea,0.011300902826049872,0
2010,hort,Stachys alopecuros,0.18690677778409387,0.4838709677419355
2010,hort,Stachys officinalis,0.0011750881316098707,0
2010,hort,Stachys sylvatica,0.030815500126263717,0
2010,hort,Taraxacum officinale,0.003393380204974408,0
2010,hort,Teucrium chamaedrys,0.02263352404333494,0.05555555555555555
2010,hort,Thalictrum aquilegiifolium,0.008093225839435373,0
2010,hort,Thymus praecox,0.014409214232953124,0
2010,hort,Thymus pulegioides,0.0177669018614355,0
2010,hort,Tofieldia calyculata,0.017259542248659793,0
2010,hort,Tragopogon pratensis,0.003364896738221359,0
2010,hort,Trifolium badium,0.008097807519662702,0
2010,hort,Trifolium medium,0.006578947368421052,0
2010,hort,Trifolium montanum,0.013769363166953527,0
2010,hort,Trifolium pratense,0.03764040323252701,0.16494845360824742
2010,hort,Trifolium repens,0.014976064130142899,0
2010,hort,Trollius europaeus,0.012035065348144596,0
2010,hort,Tussilago farfara,0.003367003367003367,0
2010,hort,Vaccinium myrtillus,0.023202614379084968,0
2010,hort,Vaccinium vitis-idaea,0.0014992503748125937,0
2010,hort,Veronica aphylla,0.019268475323602603,0
2010,hort,Veronica chamaedrys,0.005669095814004901,0
2010,hort,Veronica officinalis,0.005143532525321341,0
2010,hort,Vicia cracca,0.0027027337618044096,0
2010,hort,Vicia sepium,0.0030405209242208636,0
2010,hort,Viola reichenbachiana,0.16835016835016836,0
2010,hort,Willemetia stipitata,0.06322611150585435,0
2010,hypn,Achillea atrata,0.006289308176100628,0
2010,hypn,Acinos alpinus,0.016909112868052908,0
2010,hypn,Aconitum vulparia,0.005215047462791516,0
2010,hypn,Ajuga reptans,7.572889057175312e-4,0
2010,hypn,Alchemilla vulgaris,0.0251688172578295,0
2010,hypn,Androsace chamaejasme,7.572889057175312e-4,0
2010,hypn,Anthyllis vulneraria,0.0038553427613864425,0
2010,hypn,Aposeris foetida,0.001135933358576297,0
2010,hypn,Aster bellidiastrum,7.572889057175312e-4,0
2010,hypn,Biscutella laevigata,0.0024490378275999667,0
2010,hypn,Buphthalmum salicifolium,0.012088829494608683,0
2010,hypn,Campanula cochleariifolia,0.0239823515185834,0
2010,hypn,Campanula scheuchzeri,0.022371815524247423,0
2010,hypn,Cardamine enneaphyllos,0.005215047462791516,0
2010,hypn,Carduus defloratus,0.01333726264865469,0.2
2010,hypn,Carum carvi,0.030769230769230767,0
2010,hypn,Centaurea jacea,0.17236467236467237,0
2010,hypn,Chaerophyllum hirsutum,0.004091265220197229,0
2010,hypn,Cirsium arvense,0.009523809523809523,0
2010,hypn,Cirsium palustre,0.020408163265306124,0
2010,hypn,Cirsium vulgare,0.019047619047619046,0
2010,hypn,Clinopodium vulgare,0.020408163265306124,0
2010,hypn,Crepis aurea,0.00704659708181816,0
2010,hypn,Dactylorhiza maculata,0.025588697017268444,0
2010,hypn,Epilobium montanum,0.018347862420062717,0
2010,hypn,Euphrasia rostkoviana,0.0354107417772014,0
2010,hypn,Fragaria vesca,0.06382978723404255,0
2010,hypn,Galium anisophyllon,0.004903560790736547,0
2010,hypn,Gentiana aspera,0.030769230769230767,0
2010,hypn,Gentiana ciliata,0.018518518518518517,0
2010,hypn,Gentiana clusii,0.006289308176100628,0
2010,hypn,Gentiana pannonica,7.572889057175312e-4,0
2010,hypn,Geranium robertianum,0.027336324600762293,0
2010,hypn,Geranium sylvaticum,0.003981557579006031,0
2010,hypn,Geum rivale,0.0037126207673384625,0
2010,hypn,Globularia cordifolia,7.572889057175312e-4,0
2010,hypn,Globularia nudicaulis,7.572889057175312e-4,0
2010,hypn,Helianthemum nummularium,0.0067873745068166725,0
2010,hypn,Heracleum sphondylium,0.006289308176100628,0
2010,hypn,Hieracium murorum,0.001135933358576297,0
2010,hypn,Hieracium villosum,0.00352329854090908,0
2010,hypn,Hippocrepis comosa,7.572889057175312e-4,0
2010,hypn,Hypericum maculatum,0.012477708124503892,0
2010,hypn,Impatiens noli-tangere,0.020408163265306124,0
2010,hypn,Knautia dipsacifolia,7.572889057175312e-4,0
2010,hypn,Lamium galeobdolon,7.572889057175312e-4,0
2010,hypn,Lathyrus pratensis,0.020408163265306124,0
2010,hypn,Leontodon hispidus,0.20571869171769222,0
2010,hypn,Leucanthemum vulgare,0.03022426733606858,0
2010,hypn,Lotus corniculatus,0.01813711234494668,0
2010,hypn,Medicago lupulina,0.04255319148936171,0
2010,hypn,Melampyrum sylvaticum,0.02621082621082621,0
2010,hypn,Mentha longifolia,0.061224489795918366,0
2010,hypn,Myosotis alpestris,0.010199804811724866,0
2010,hypn,Origanum vulgare,0.039842556407905946,0.3333333333333333
2010,hypn,Phyteuma orbiculare,0.00528494781136362,0
2010,hypn,Plantago lanceolata,0.029963048321710935,0
2010,hypn,Plantago media,0.029404810357191308,0
2010,hypn,Polygala alpestris,7.572889057175312e-4,0
2010,hypn,Potentilla aurea,0.04255319148936171,0
2010,hypn,Potentilla erecta,0.025606907828543756,0
2010,hypn,Prunella vulgaris,0.040881149434781903,0
2010,hypn,Ranunculus acris,0.027336324600762293,0
2010,hypn,Ranunculus montanus,0.006289308176100628,0
2010,hypn,Ranunculus nemorosus,0.012193053687997278,0
2010,hypn,Rhinanthus glacialis,0.03703249626137239,0
2010,hypn,Rhododendron hirsutum,0.01027086575510666,0.3333333333333333
2010,hypn,Rumex acetosa,0.011236070704327515,0
2010,hypn,Rumex alpestris,0.006289308176100628,0
2010,hypn,Salvia glutinosa,0.2749553722198099,0.2
2010,hypn,Saxifraga aizoides,0.004140786749482402,0
2010,hypn,Scabiosa lucida,0.016161588844115504,0
2010,hypn,Senecio abrotanifolius,0.2222222222222222,0
2010,hypn,Senecio ovatus,0.02193910104375357,0
2010,hypn,Silene dioica,0.015723270440251572,0
2010,hypn,Silene vulgaris,0.004903560790736547,0
2010,hypn,Solidago virgaurea,0.005215047462791516,0
2010,hypn,Stachys alopecuros,0.46511033970137106,0.3333333333333333
2010,hypn,Stachys sylvatica,0.04447218603753558,0
2010,hypn,Taraxacum officinale,0.04255319148936171,0
2010,hypn,Thalictrum aquilegiifolium,0.006289308176100628,0
2010,hypn,Thymus praecox,0.0037291279437668538,0
2010,hypn,Thymus pulegioides,0.03148067737733391,0
2010,hypn,Tofieldia calyculata,0.010489153650132832,0
2010,hypn,Trifolium badium,0.006289308176100628,0
2010,hypn,Trifolium pratense,0.03751921403853934,0.2
2010,hypn,Trifolium repens,0.03148067737733391,0
2010,hypn,Trollius europaeus,0.0066516282316862844,0
2010,hypn,Veronica chamaedrys,7.572889057175312e-4,0
2010,hypn,Vicia sepium,0.04255319148936171,0
2010,hypn,Willemetia stipitata,7.572889057175312e-4,0
2010,jone,Achillea atrata,0.025282485875706216,0
2010,jone,Acinos alpinus,0.03495715356599678,0
2010,jone,Aconitum vulparia,0.017543859649122806,0
2010,jone,Adenostyles alliariae,0.017859796773943688,0
2010,jone,Ajuga reptans,0.016370033112582782,0
2010,jone,Alchemilla vulgaris,0.06486053018860617,0
2010,jone,Androsace chamaejasme,0.025,0
2010,jone,Anthyllis vulneraria,0.08344182553420254,0
2010,jone,Aposeris foetida,0.013245033112582781,0
2010,jone,Aster bellidiastrum,0.01826710816777042,0
2010,jone,Bartsia alpina,0.016666666666666666,0
2010,jone,Biscutella laevigata,0.023477507140095534,0
2010,jone,Buphthalmum salicifolium,0.0062499999999999995,0
2010,jone,Campanula cochleariifolia,0.04394224733207784,0
2010,jone,Campanula scheuchzeri,0.032478596739022696,0
2010,jone,Cardamine enneaphyllos,0.013245033112582781,0
2010,jone,Carduus defloratus,0.019787247662470676,0.16666666666666666
2010,jone,Centaurea jacea,0.02060185185185185,0
2010,jone,Chaerophyllum hirsutum,0.026882927376809966,0
2010,jone,Cirsium arvense,0.0062499999999999995,0
2010,jone,Cirsium spinosissimum,0.021335117454653583,0
2010,jone,Crepis aurea,0.04447551996940256,0
2010,jone,Dactylorhiza maculata,0.017609455481972038,0
2010,jone,Dryas octopetala,0.021335117454653583,0
2010,jone,Epilobium montanum,0.007754629629629629,0
2010,jone,Erica carnea,0.019867549668874173,0
2010,jone,Euphorbia cyparissias,0.0062499999999999995,0
2010,jone,Euphrasia picta,0.03389830508474576,0
2010,jone,Euphrasia rostkoviana,0.02446698343079922,0
2010,jone,Fragaria vesca,0.013712850543700432,0
2010,jone,Galeopsis tetrahit,0.0062499999999999995,0
2010,jone,Galium anisophyllon,0.023521112567246427,0
2010,jone,Gentiana ciliata,0.018518518518518517,0
2010,jone,Gentiana clusii,0.025282485875706216,0
2010,jone,Gentiana verna,0.02357166909866427,0
2010,jone,Geranium sylvaticum,0.014553803105998993,0
2010,jone,Geum rivale,0.01870570465899849,0.5
2010,jone,Globularia cordifolia,0.016666666666666666,0
2010,jone,Helianthemum nummularium,0.05394798654010215,0
2010,jone,Hieracium murorum,0.052980132450331126,0
2010,jone,Hieracium villosum,0.017105263157894735,0
2010,jone,Hippocrepis comosa,0.026490066225165563,0
2010,jone,Hypericum maculatum,0.017917037811600377,0
2010,jone,Leontodon hispidus,0.033250201677294304,0
2010,jone,Leucanthemum vulgare,0.023357018027961737,0
2010,jone,Lilium martagon,0.017543859649122806,0
2010,jone,Lotus corniculatus,0.031918630941167286,0
2010,jone,Lysimachia nemorum,0.013245033112582781,0
2010,jone,Melampyrum sylvaticum,0.027777777777777776,0
2010,jone,Myosotis alpestris,0.028208940430171473,0
2010,jone,Myosotis sylvatica,0.013245033112582781,0
2010,jone,Origanum vulgare,0.021643518518518517,0
2010,jone,Phyteuma orbiculare,0.014732794246000878,0.3333333333333333
2010,jone,Phyteuma spicatum,0.0062499999999999995,0
2010,jone,Plantago lanceolata,0.04243827160493827,0
